calID,spnumber,taxstat,family,species,star,horim_page,horim_end,star_geo,star_geod,star_geou,star_infa,star_infs,quartergrid,1grid,horimgrid,mgr_ocan,mgr_mainisl,mgr_smallisl,mgr_totalland,mgr_totalarea,qgr_mainisl,qgr_smallisl,qgr_totalland,1gr_mainisl,1gr_smallisl,1gr_totalland,infra
78,78,acc,Pinaceae,Picea alcoquiana (Veitch ex Lindl.) Carri{e`}re var. reflexa Shiras. et Koyama,BK,11,endemic,BK,BK,BK,GD,BK,3,2,9,0,3779.568414,0,3779.568414,3779.568414,7555.422601,0,7555.422601,19743.04622,0.179233026,19743.22545,infra
79,79,acc,Pinaceae,Picea jezoensis Carri{e`}re var. hondoensis Mayr,GD!,14,endemic,GD,GD,GD,BU,BU,23,10,78,11.41192052,32478.52522,0.04265336,32478.56787,32489.97979,55462.4774,2.226531925,55464.70393,85874.84065,133.5110268,86008.35168,infra
84,84,acc,Cupressaceae,Sabina chinensis (L.) Antoine var. procumbens Miq.,BK!,506,,BK,BK,BK,GD,GD,4,3,5,1738.252278,0,393.1760429,393.1760429,2131.428321,43.19017553,860.860764,904.0509395,1451.211799,1265.672333,2716.884132,infra
126,126,acc,Asteraceae,Parasenecio hastata (L.) H. Koyama subsp. orientalis Kitam.,GN,805,,GN,GN,GN,GN,GN,101,41,279,20046.02611,85966.8566,686.4540065,86653.3106,106699.3367,163387.3099,891.4305931,164278.7405,224002.338,1032.802189,225035.1402,infra
151,151,acc,Asteraceae,Aster glehni F. Schmidt var. hondoensis,BU/,379,,BU,GN,GD,GN,BU,75,32,221,6344.263102,83255.71868,772.3898681,84028.10854,90372.37165,149302.8342,859.2008035,150162.035,196308.6241,1692.174245,198000.7983,infra
165,165,acc,Asteraceae,Artemisia japonica Thunb. subsp. japonica,GN,798,,GN,GN,GN,GN,GN,232,97,574,77152.60518,155008.1773,6053.604236,161061.7816,238214.3867,308816.3208,10271.43967,319087.7605,359364.0165,11591.10855,370955.1251,infra
167,167,acc,Asteraceae,Artemisia japonica Thunb. subsp. littoricola Kitam.,GN,799,,GN,GN,GN,GN,GN,21,14,24,5935.50161,3121.699913,42.19143343,3163.891346,9099.392957,13580.37903,297.7687989,13878.14783,32877.63838,404.6382892,33282.27667,infra
168,168,acc,Asteraceae,Artemisia arctica Less. subsp. sachalinensis F. Schmidt,GN,794,,GN,GN,GN,GN,GN,18,12,27,1624.022877,8316.12852,178.9406526,8495.069172,10119.09205,30067.36612,293.7551468,30361.12126,69059.20319,400.4270469,69459.63023,infra
176,176,acc,Asteraceae,Dendranthema japonicum (Makino) Kitam. var. wakasaense Shimot. ex Kitam.,BK,811,endemic,BK,BK,BK,GD,GD,7,4,15,2854.449875,3419.209705,2.26083716,3421.470543,6275.920418,8439.665862,2.500098763,8442.16596,27546.35737,11.82063231,27558.178,infra
177,177,acc,Asteraceae,Dendranthema arcticum (L.) Tzvelev subsp. maekawanum Kitam.,BU,814,endemic,BU,BU,BU,GN,BU,24,14,46,9976.616314,7916.819588,256.6824376,8173.502026,18150.11834,22302.79918,527.6623005,22830.46148,60140.11066,529.1712367,60669.2819,infra
178,178,acc,Asteraceae,Dendranthema zawadskii (Herbich) Tzvelev var. latilobum Maxim.,GN,385,,GN,GN,GN,GN,GN,7,5,9,2393.754936,1041.020553,335.6644214,1376.684975,3770.43991,5724.875987,839.4166752,6564.292662,21674.35571,1268.413818,22942.76953,infra
194,194,acc,Asteraceae,Leontopodium hayachinense (Takeda) Hara et Kitam. var. miyabeanum,BK,831,endemic,BK,BK,BK,GD,BK,1,1,1,0,379.8670395,0,379.8670395,379.8670395,1361.92564,0.142074307,1362.067714,5635.002266,0.241837064,5635.244103,infra
195,195,acc,Asteraceae,Leontopodium fauriei (Beauverd) Hand.-Mazz. var. angustifolium,BK,829,endemic,BK,BK,BK,GD,BK,2,2,3,0,1236.719921,0,1236.719921,1236.719921,4953.930279,0,4953.930279,19878.79416,0,19878.79416,infra
202,202,acc,Asteraceae,Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.,GN,391,,GN,GN,GN,GN,GN,214,79,638,55440.03529,205439.2151,4272.229817,209711.4449,265151.4802,330073.5529,7170.253836,337243.8068,357378.4848,8007.158604,365385.6434,infra
265,265,acc,Asteraceae,Ainsliaea macroclinidioides Hayata var. okinawensis Hayata,BK,376,endemic,BK,BK,BK,GD,BK,16,11,28,10384.96872,0,2420.582099,2420.582099,12805.55082,0,3131.084447,3131.084447,0,3309.254194,3309.254194,infra
273,273,acc,Diapensiaceae,Diapensia lapponica L. var. obovata,GN,260,,GN,GN,GN,GN,GN,44,26,74,1744.966466,27145.92478,158.1311265,27304.05591,29049.02237,89370.5199,294.1247447,89664.64464,182623.9093,412.626933,183036.5363,infra
277,277,acc,Ericaceae,Ledum palustre L. var. nipponicum,GD,271,endemic,GD,GD,GD,BU,BU,35,22,56,2326.130551,18916.15102,2.63937582,18918.7904,21244.92095,60605.52574,4.280694151,60609.80643,123336.1255,277.5343863,123613.6598,infra
278,278,acc,Ericaceae,Ledum palustre L. subsp. palustre,GN,707,,GN,GN,GN,GN,GN,4,2,6,0,2242.815533,0,2242.815533,2242.815533,8983.408726,0,8983.408726,17966.81745,0,17966.81745,infra
282,282,acc,Ericaceae,Rhododendron mucronulatum Turcz. var. ciliatum,BU!,712,,BU,BU,BU,GN,BU,14,8,24,1981.340765,7526.270584,702.6126747,8228.883259,10210.22402,25088.80032,1386.291657,26475.09198,42685.61125,1740.665323,44426.27657,infra
285,285,acc,Ericaceae,Rhododendron lapponicum (L.) Wahlenb. var. parvifolium Adams,GN,283,,GN,GN,GN,GN,GN,1,1,1,277.4992174,95.8426118,2.49599989,98.33861169,375.8378291,181.2950196,2.667229075,183.9622486,2088.552813,7.817796678,2096.37061,infra
290,290,acc,Ericaceae,Rhododendron obtusum (Lindl.) Planch. var. kaempferi Planch.,BU,710,endemic,BU,BU,BU,GN,BU,189,66,676,56398.51194,222777.0961,3465.609874,226242.706,282641.2179,295014.1214,5169.929839,300184.0513,327563.4164,6203.395974,333766.8123,infra
328,328,acc,Ericaceae,Lyonia ovalifolia (Wall.) Drude var. elliptica Sieb. et Zucc.,GN,273,,GN,GN,GN,GN,GN,133,49,523,42514.77851,175331.461,3296.046701,178627.5077,221142.2862,216913.9596,4663.392857,221577.3524,252179.3627,5715.155566,257894.5182,infra
330,330,acc,Ericaceae,Arctous alpinus (L.) Nied. var. japonicus Nakai,GN,705,,GN,GN,GN,GN,GN,29,20,48,887.7680203,17975.27531,87.45436275,18062.72968,18950.4977,60394.19848,256.4027778,60650.60126,151110.0856,265.6260152,151375.7116,infra
340,340,acc,Empetraceae,Empetrum nigrum L. var. japonicum,GN,170,,GN,GN,GN,GN,GN,68,33,120,6857.143671,40006.74611,153.9813018,40160.72742,47017.87109,121521.7591,272.7513615,121794.5104,190098.5495,428.1568043,190526.7063,infra
341,341,acc,Myrsinaceae,Maesa montana A. DC. var. formosana Mez,GD!,301,,GD,GD,GD,BU,GD,35,19,80,29597.75396,2354.138385,4237.453347,6591.591732,36189.3457,7142.932839,4456.847328,11599.78017,8431.723235,4506.709678,12938.43291,infra
360,360,acc,Symplocaceae,Symplocos sonoharae Koidz. var. sonoharae.,GD,724,,GD,GD,GD,BU,GD,3,3,3,718.1532906,0,649.1375401,649.1375401,1367.290831,0,1319.902201,1319.902201,0,1691.844772,1691.844772,infra
380,380,acc,Gentianaceae,Gentianella amarella (L.) B{ou}rner subsp. yuparensis Takeda,BK,738,endemic,BK,BK,BK,GD,GD,3,3,4,0,1506.374878,0,1506.374878,1506.374878,6783.222249,0,6783.222249,24476.09732,0.047726195,24476.14505,infra
395,395,acc,Menyanthaceae,Fauria crista-galli (Menz.) Makino subsp. japonica Fr.,BU,736,endemic,BU,BU,BU,GN,BU,28,15,54,455.4779505,21221.61641,0.0445226,21221.66093,21677.13888,60463.53848,3.90130421,60467.43979,106789.081,14.80790715,106803.8889,infra
415,415,acc,Convolvulaceae,Ipomoea pes-caprae (L.) Sweet subsp. brasiliensis L.,GN,329,,GN,GN,GN,GN,GN,53,32,112,40858.54464,4253.128292,5308.678444,9561.806736,50420.35138,13143.26731,6819.440394,19962.70771,44333.84235,7597.590446,51931.4328,infra
448,448,acc,Boraginaceae,Ehretia acuminata R. Br. var. obovata Lindl.,GN,745,,GN,GN,GN,GN,GN,56,28,134,25068.8781,29498.77744,3815.615007,33314.39245,58383.27055,56590.84585,6308.704115,62899.54996,68835.35907,7470.431828,76305.7909,infra
452,452,acc,Boraginaceae,Mertensia maritima (L.) S. F. Gray subsp. asiatica,GN,746,,GN,GN,GN,GN,GN,40,27,54,11817.89397,8251.093574,535.5208975,8786.614472,20604.50844,38694.83849,1132.681545,39827.52004,82038.67033,1315.314988,83353.98532,infra
457,457,acc,Verbenaceae,Callicarpa oshimensis Hayata var. iriomotensis Masamune,BK,335,endemic,BK,BK,BK,GD,BK,5,3,9,3656.799368,0,555.5802827,555.5802827,4212.379651,0,586.0146731,586.0146731,0,607.8852621,607.8852621,infra
458,458,acc,Verbenaceae,Callicarpa japonica Thunb. var. luxurians,BU,333,,BU,BU,BU,GN,BU,83,45,173,58439.32938,11195.81949,6923.002611,18118.8221,76558.15148,41679.39567,7470.030783,49149.42645,90646.24436,8396.290085,99042.53445,infra
473,473,acc,Labiatae,Prunella vulgaris L. subsp. asiatica (Nakai) Hara,GN,753,,GN,GN,GN,GN,GN,198,75,611,51606.01934,197382.0568,4575.136536,201957.1934,253563.2127,304160.5873,7062.437622,311223.025,338321.3936,8523.348617,346844.7422,infra
499,499,acc,Phrymaceae,Phryma leptostachya L. var. oblongifolia Koidz.,GN,766,,GN,GN,GN,GN,GN,166,69,346,24132.21435,116754.7508,1612.529442,118367.2802,142499.4946,280558.7709,3827.512417,284386.2833,351060.3234,6014.743145,357075.0666,infra
562,562,acc,Acanthaceae,Justicia procumbens L. var. riukiuensis,GN,765,,GN,GN,GN,GN,GN,22,13,50,20113.65072,0,2902.850106,2902.850106,23016.50083,0,3440.976406,3440.976406,0,3457.107735,3457.107735,infra
575,575,acc,Caprifoliaceae,Viburnum odoratissimum Ker-Gawl. var. awabuki K. Koch,GN,366,,GN,GN,GN,GN,GN,80,45,175,47124.71889,23459.38947,5984.022175,29443.41165,76568.13053,59873.95039,7961.238928,67835.18932,101150.6508,9085.230837,110235.8816,infra
588,588,acc,Caprifoliaceae,Abelia chinensis R. Br. var. ionandra Hayata,GD,363,,GD,GD,GD,BU,GD,2,2,2,836.663326,0,74.85624325,74.85624325,911.5195693,0,1097.993607,1097.993607,0,1351.156795,1351.156795,infra
611,611,acc,Valerianaceae,Patrinia triloba (Miq.) Miq. var. takeuchiana Makino,BK/,783,,BK,GD,BK,GD,GD,1,1,1,304.4613057,113.6617631,0.78799019,114.4497533,418.911059,714.489849,1.261280399,715.7511293,6020.46593,2.170102636,6022.636033,infra
625,625,acc,Daphniphyllaceae,Daphniphyllum macropodum Miq. var. humile Maxim. ex Franch. et Sav.,BU!,159,endemic,BU,BU,BU,GN,BU,81,41,181,6922.385567,64890.58983,712.0623275,65602.65216,72525.03773,145540.4932,1133.159858,146673.653,217772.8254,2070.949601,219843.775,infra
626,626,acc,Rutaceae,Boenninghausenia albiflora (Hook.) Meisn. var. japonica Nakai ex Makino et Nemoto,GN,149,,GN,GN,GN,GN,GN,102,43,256,13314.74502,94582.66156,578.2473034,95160.90886,108475.6539,183149.6992,3097.230199,186246.9294,231008.2256,4895.32755,235903.5531,infra
648,648,acc,Aceraceae,Acer pictum Thunb. subsp. mono Maxim.,GN!,660,,GN,GN,GN,GN,GN,191,71,600,36642.88163,202036.285,2205.2672,204241.5522,240884.4338,315172.1864,3446.532342,318618.7188,350954.6946,5657.624213,356612.3188,infra
650,650,acc,Aceraceae,Acer oblongum Wall. ex DC. var. itoanum,BK,662,endemic,BK,BK,BK,GD,GD,8,5,21,8202.326545,0,1448.478559,1448.478559,9650.805104,0,1502.114699,1502.114699,0,1735.261103,1735.261103,infra
654,654,acc,Sabiaceae,Meliosma arnottiana (Wight) Walp. var. hachijoensis Nakai,BK,199,endemic,BK,BK,BK,GD,GD,19,12,31,11511.15333,0,2566.755824,2566.755824,14077.90915,258.3715232,3804.060657,4062.43218,747.8303999,4216.086656,4963.917056,infra
657,657,acc,Aquifoliaceae,Ilex sugerokii Maxim. var. brevipedunculata Maxim.,GN,183,,GN,GN,GN,GN,GN,70,37,137,3706.248028,50343.14523,472.4046652,50815.54989,54521.79792,130769.3025,540.905354,131310.2079,215600.9934,1034.013422,216635.0068,infra
662,662,acc,Celastraceae,Euonymus fortunei (Turcz.) Hand.-Mazz. var. radicans Sieb. ex Miq.,GN,184185,,GN,GN,GN,GN,GN,164,67,377,29572.99275,125167.0442,2018.873558,127185.9178,156758.9105,268422.7224,3559.140907,271981.8633,316719.5827,6174.436175,322894.0189,infra
674,674,acc,Rhamnaceae,Rhamnella franguloides (Maxim.) Weberb. var. inaequilatera Ohwi,BK,668,endemic,BK,BK,BK,GD,GD,13,9,20,7530.955886,0,1628.390976,1628.390976,9159.346863,0,3276.741142,3276.741142,0,3389.331817,3389.331817,infra
675,675,acc,Vitaceae,Vitis ficifolia Bunge var. lobata Regel,GN,674,,GN,GN,GN,GN,GN,224,80,699,104024.7191,182124.2871,9476.585419,191600.8725,295625.5916,280473.8295,11060.29817,291534.1276,287003.7605,11330.95513,298334.7156,infra
682,682,acc,Vitaceae,Ampelopsis glandulosa (Wall.) Momiy. var. hancei,GN,671,,GN,GN,GN,GN,GN,260,96,900,119810.5058,246626.6034,9991.465609,256618.069,376428.5749,321487.2353,11420.17347,332907.4088,349255.8009,11598.53139,360854.3323,infra
717,717,acc,Stachyuraceae,Stachyurus praecox Sieb. et Zucc. var. matsuzakii Nakai,BU,226,endemic,BU,BU,BU,GN,BU,56,33,120,33512.60117,14537.21812,3861.150886,18398.36901,51910.97018,44197.03887,4902.679364,49099.71824,93038.19749,5772.918684,98811.11618,infra
752,752,acc,Araliaceae,Panax pseudoginseng Wall. var. japonicus,GN!,695,endemic,GN,GN,GN,GN,GN,118,50,244,7936.363502,91862.87712,1181.178728,93044.05585,100980.4194,222766.3727,2939.181129,225705.5538,275749.824,5635.143453,281384.9674,infra
781,781,acc,Umbelliferae,Angelica saxicola Makino ex Y. Yabe var. yoshinagae Makino,BK,698,endemic,BK,BK,BK,GD,BK,4,2,5,51.21369474,2092.5724,0.0402416,2092.612641,2143.826336,8496.23383,5.255542591,8501.489372,9417.657769,9.723296617,9427.381066,infra
3138,3138,acc,Pinaceae,Abies veitchii Lindl.,BU,8,endemic,BU,BU,BU,BU,BU,24,13,69,0,28762.51414,0,28762.51414,28762.51414,58718.80421,6.063775373,58724.86799,107469.1793,99.25583917,107568.4352,
3139,3139,acc,Pinaceae,Picea jezoensis Carri{e`}re,GN,13,,GN,GN,GN,GN,GN,46,18,170,8462.76215,54872.19876,207.2469457,55079.44571,63542.20786,67701.30955,265.6418589,67966.9514,73800.22272,276.4615456,74076.68427,
3145,3145,acc,Asteraceae,Sigesbeckia orientalis L.,GN,840,,GN,GN,GN,GN,GN,57,35,114,35038.26826,10329.28381,5326.649353,15655.93316,50694.20142,32776.4569,6675.273614,39451.73051,73135.32775,8169.647986,81304.97574,
3146,3146,acc,Asteraceae,Wedelia prostrata Hemsl.,GN,847,,GN,GN,GN,GN,GN,94,52,174,52527.2077,18442.65391,4705.52071,23148.17462,75675.38231,60387.58201,7892.050911,68279.63292,151822.1246,9083.245834,160905.3705,
3156,3156,acc,Asteraceae,Vernonia cinerea Less.,GN,845,,GN,GN,GN,GN,GN,17,9,28,10128.92718,830.9838007,1819.830159,2650.81396,12779.74114,2821.053637,2702.237866,5523.291503,2821.053637,3230.863371,6051.917008,
3160,3160,acc,Asteraceae,Ainsliaea apiculata Sch.-Bip.,GN,791,,GN,GN,GN,GN,GN,166,63,436,47323.20093,131341.0945,5206.744261,136547.8387,183871.0397,240631.7167,7444.193476,248075.9102,280696.4918,7568.707593,288265.1994,
3164,3164,acc,Symplocaceae,Symplocos cochinchinensis (Lour.) S. Moore,GN,310,,GN,GN,GN,GN,GN,17,11,35,13059.91333,0,2936.383144,2936.383144,15996.29648,0.769177333,3557.045585,3557.814763,0.769177333,4242.18492,4242.954097,
3173,3173,acc,Euphorbiaceae,Glochidion zeylanicum (Gaertn.) A. Juss.,GN,163,,GN,GN,GN,GN,GN,23,14,51,19973.36019,0,3375.626885,3375.626885,23348.98707,0,3994.126267,3994.126267,0.769177333,4189.684195,4190.453372,
3176,3176,acc,Daphniphyllaceae,Daphniphyllum macropodum Miq.,GN,158,,GN,GN,GN,GN,GN,82,42,160,13482.76701,52581.85149,2303.253066,54885.10456,68367.87157,122353.8833,5023.951186,127377.8344,165743.6223,7455.937723,173199.56,
3177,3177,acc,Rutaceae,Zanthoxylum ailanthoides Sieb. et Zucc.,GN,643,,GN,GN,GN,GN,GN,165,67,457,73676.43768,113802.3362,7517.891707,121320.2279,194996.6656,203263.7346,9849.542444,213113.277,252784.5878,10082.69378,262867.2816,
3178,3178,acc,Rutaceae,Phellodendron amurense Rupr.,GN,642,,GN,GN,GN,GN,GN,138,60,351,15543.83593,122809.9534,371.3560142,123181.3094,138725.1453,260927.5419,820.3996545,261747.9415,335244.4797,3934.811225,339179.291,
3180,3180,acc,Aceraceae,Acer tschonoskii Maxim.,BU,663,endemic,BU,BU,BU,BU,BU,72,31,148,2514.37331,56378.8156,35.70179707,56414.5174,58928.89071,144443.4346,299.8306767,144743.2652,195602.0422,736.049639,196338.0918,
3186,3186,acc,Celastraceae,Euonymus alatus (Thunb.) Sieb.,GN,653,,GN,GN,GN,GN,GN,214,75,692,55266.13741,227173.7987,3699.79965,230873.5984,286139.7358,336694.244,5781.371048,342475.615,358828.2489,6459.469294,365287.7182,
3188,3188,acc,Celastraceae,Celastrus orbiculatus Thunb.,GN,652,,GN,GN,GN,GN,GN,241,82,858,85607.28298,262661.9142,5280.327291,267942.2415,353549.5245,355425.7158,7069.862483,362495.5782,359800.4839,7470.718878,367271.2028,
3192,3192,acc,Vitaceae,Vitis flexuosa Thunb.,GN,675,,GN,GN,GN,GN,GN,171,66,457,33741.23697,153248.8732,4115.772953,157364.6461,191105.8831,266083.1992,7384.814203,273468.0134,291750.3002,9147.018836,300897.319,
3200,3200,acc,Elaeagnaceae,Elaeagnus umbellata Thunb.,GN,231,,GN,GN,GN,GN,GN,206,72,705,90989.75071,197723.4731,7368.958235,205092.4313,296082.182,292096.7283,8101.683743,300198.412,302498.2636,8366.975126,310865.2387,
3210,3210,acc,Stachyuraceae,Stachyurus praecox Sieb. et Zucc.,GN,225,endemic,GN,GN,GN,GN,GN,158,55,529,34274.98174,184960.3494,1974.22064,186934.57,221209.5517,267277.9818,3948.451146,271226.4329,278979.5802,5200.994833,284180.5751,
3214,3214,acc,Lythraceae,Lagerstroemia subcostata KoehneKoehne,GN,234,,GN,GN,GN,GN,GN,7,5,16,5925.130997,0,1337.239958,1337.239958,7262.370955,0,1698.537127,1698.537127,0,1732.058225,1732.058225,
3216,3216,acc,Myrtaceae,Syzygium buxifolium Hook. et Arn.,GN,690,,GN,GN,GN,GN,GN,34,20,67,25090.42369,1278.815529,4127.006538,5405.822068,30496.24575,5439.221563,4505.10653,9944.328093,8431.723235,4550.811054,12982.53429,
3217,3217,acc,Melastomataceae,Melastoma candidum D. Don,GN,247,,GN,GN,GN,GN,GN,23,14,59,23752.98095,0,3398.692645,3398.692645,27151.67359,0,3483.464887,3483.464887,0,3499.596216,3499.596216,
3227,3227,acc,Araliaceae,Aralia cordata Thunb.,GN,693,,GN,GN,GN,GN,GN,219,78,727,50054.25297,240546.147,3100.242002,243646.389,293700.642,347786.8673,5517.313184,353304.1804,359651.8663,6551.131805,366202.9981,
3228,3228,acc,Araliaceae,Fatsia japonica (Thunb.) Decne. et Planch.,GN,251,,GN,GN,GN,GN,GN,113,50,257,54509.04032,49893.15456,6131.598741,56024.7533,110533.7936,118017.1395,8888.797065,126905.9366,178329.0041,9362.320171,187691.3242,
3235,3235,acc,Umbelliferae,Oenanthe javanica (Blume) DC.,GN,702,,GN,GN,GN,GN,GN,266,97,833,99243.05988,236850.3709,8638.341497,245488.7124,344731.7722,352966.2231,11337.8197,364304.0428,360296.9005,11715.82527,372012.7258,
3243,3243,acc,Umbelliferae,Angelica saxicola Makino ex Y. Yabe,BK,697,endemic,BK,BK,BK,BK,BK,1,1,2,0,856.2281672,0,856.2281672,856.2281672,2402.553644,1.787685708,2404.341329,6256.002385,2.666701362,6258.669086,
3247,3247,acc,Umbelliferae,Angelica japonica A. GrayA. Gray,GN,696,,GN,GN,GN,GN,GN,85,45,168,49509.62689,17949.35713,5704.023758,23653.38088,73163.00777,62328.7108,7913.421936,70242.13274,122725.7929,9292.615258,132018.4081,
3249,3249,acc,Umbelliferae,Peucedanum japonicum Thunb.,GN,256,,GN,GN,GN,GN,GN,85,45,192,62833.12821,14288.80134,6946.804341,21235.60568,84068.73389,46935.24182,9204.628403,56139.87022,114827.4659,9665.674464,124493.1403,
3296,3296,acc,Equisetaceae,Equisetum sylvaticum L.,GN,441,,GN,GN,GN,GN,GN,2,2,2,317.6473172,434.9541047,0.07992348,435.0340281,752.6813454,2260.742661,2.714528559,2263.45719,7723.555078,8.059633742,7731.614712,
3329,3329,acc,Osmundaceae,Osmunda japonica Thunb.,GN,442,,GN,GN,GN,GN,GN,225,83,848,90501.47707,256803.1722,6301.367987,263104.5401,353606.0172,324585.403,8140.549838,332725.9528,353200.7888,9217.211672,362418.0004,
3337,3337,acc,Plagiogyriaceae,Plagiogyria matsumureana Makino,GN,455,endemic,GN,GN,GN,GN,GN,93,45,192,5435.32776,71687.56101,595.5617014,72283.12271,77718.45047,176245.8879,1986.098413,178231.9863,248150.9734,3229.029709,251380.0031,
3341,3341,acc,Gleicheniaceae,Dicranopteris linearis (Burm. f.) Underw.,GN,444,,GN,GN,GN,GN,GN,143,60,493,87189.69637,116393.8512,8498.162977,124892.0142,212081.7106,156831.0556,9730.771849,166561.8274,195235.9092,10445.8734,205681.7826,
3342,3342,acc,Gleicheniaceae,Gleichenia japonica Spreng.,GN,445,,GN,GN,GN,GN,GN,142,58,516,77574.95583,135340.4829,7698.810832,143039.2938,220614.2496,176646.6929,9340.866194,185987.5591,214698.3909,9794.166981,224492.5579,
3347,3347,acc,Schizaeaceae,Lygodium microphyllum (Cav.) R. Br.,GN,443,,GN,GN,GN,GN,GN,4,3,6,2331.753612,0,476.7028805,476.7028805,2808.456493,0,555.0677753,555.0677753,0,607.8852621,607.8852621,
3380,3380,acc,Cyatheaceae,Cyathea lepifera (J. Sm. ex Hook.) Copel.,GN,456,,GN,GN,GN,GN,GN,13,7,23,8489.385861,0,2126.683145,2126.683145,10616.06901,0,2756.17489,2756.17489,0,2793.903202,2793.903202,
3382,3382,acc,Cyatheaceae,Cyathea podophylla (Hook.) Copel.,GN,457,,GN,GN,GN,GN,GN,8,6,17,5797.25097,0,2014.27934,2014.27934,7811.53031,0,2337.617294,2337.617294,0,3110.96663,3110.96663,
3400,3400,acc,Dennstaedtiaceae,Pteridium aquilinum (L.) Kuhn,GN,450,,GN,GN,GN,GN,GN,277,99,1084,123187.4298,314291.5415,9311.902101,323603.4436,446790.8734,360114.7171,11534.37766,371649.0948,360939.615,11691.70931,372631.3243,
3405,3405,acc,Lindsaeaceae,Sphenomeris chinensis (L.) Maxon,GN,452,,GN,GN,GN,GN,GN,149,64,493,86196.92408,117463.4858,8195.723916,125659.2097,211856.1337,166441.9823,9748.676091,176190.6584,200743.5353,10675.16055,211418.6958,
3424,3424,acc,Oleandraceae,Nephrolepis cordifolia (L.) C. Presl,GN,453,,GN,GN,GN,GN,GN,81,45,174,56497.71369,14429.9572,6195.245303,20625.20251,77122.91619,42851.5779,7544.510968,50396.08886,67906.3001,8541.046722,76447.34682,
3425,3425,acc,Oleandraceae,Nephrolepis biserrata (Sw.) Schott,GN,454,,GN,GN,GN,GN,GN,26,17,60,24146.70125,0,3483.394552,3483.394552,27630.0958,0,3540.341328,3540.341328,0,3646.691599,3646.691599,
3442,3442,acc,Parkeriaceae,Adiantum diaphanum Blume,GN,448,,GN,GN,GN,GN,GN,3,3,3,1062.645299,0,275.9398855,275.9398855,1338.585185,43.19017553,631.8314976,675.0216731,1451.980977,1421.649403,2873.630379,
3447,3447,acc,Parkeriaceae,Adiantum pedatum L.,GN,449,,GN,GN,GN,GN,GN,151,59,406,21498.67012,142028.225,733.2872655,142761.5123,164260.1824,265459.4268,1330.443905,266789.8707,309539.1506,2670.181401,312209.332,
3456,3456,acc,Pteridaceae,Acrostichum aureum L.,GN,447,,GN,GN,GN,GN,GN,4,3,5,1869.238262,0,471.2425359,471.2425359,2340.480798,0,555.0677753,555.0677753,0,607.8852621,607.8852621,
3457,3457,acc,Pteridaceae,Pteris vittata L.,GN,451,,GN,GN,GN,GN,GN,21,13,34,11507.75281,1779.578535,2205.900048,3985.478583,15493.23139,7991.849657,3288.392174,11280.24183,15526.37209,4367.651753,19894.02384,
3524,3524,acc,Aspleniaceae,Asplenium cardiophyllum (Hance) Baker,GD,469,,GD,GD,GD,GD,GD,1,1,1,443.0985326,0,16.6912335,16.6912335,459.7897661,0,26.03969456,26.03969456,0,26.03969456,26.03969456,
3530,3530,acc,Blechnaceae,Blechnum orientale L.,GN,466,,GN,GN,GN,GN,GN,17,11,35,13201.02359,0,2892.797945,2892.797945,16093.82153,0,3624.771229,3624.771229,0.769177333,4089.913057,4090.682234,
3531,3531,acc,Blechnaceae,Blechnum niponicum (Kunze) Makino,GN,465,endemic,GN,GN,GN,GN,GN,208,77,679,54554.30882,223802.08,3587.57528,227389.6553,281943.9641,317969.3542,5497.180046,323466.5342,346764.0245,5957.859177,352721.8837,
3535,3535,acc,Blechnaceae,Woodwardia japonica (L. f.) Sm.,GN,467,,GN,GN,GN,GN,GN,40,19,103,17327.91543,24891.73701,2355.086377,27246.82338,44574.73881,46284.25867,3186.824626,49471.0833,55386.91929,3768.278556,59155.19785,
3537,3537,acc,Blechnaceae,Woodwardia orientalis Sw.,GN,468,,GN,GN,GN,GN,GN,128,58,341,56853.11861,84111.5692,6030.482696,90142.0519,146995.1705,154428.72,8337.256399,162765.9764,209273.8921,9049.731279,218323.6233,
3553,3553,acc,Dryopteridaceae,Cyrtomium falcatum (L. f.) C. Presl,GN,463,,GN,GN,GN,GN,GN,178,80,457,116011.2768,69833.03359,10231.08196,80064.11555,196075.3924,157666.7672,11203.33191,168870.0991,232516.2188,11337.54206,243853.7608,
3556,3556,acc,Dryopteridaceae,Polystichum tripteron (Kunze) C. Presl,GN,464,,GN,GN,GN,GN,GN,188,75,487,25396.34431,171885.6888,1947.050242,173832.739,199229.0834,319062.1377,4598.736565,323660.8743,357393.4569,6506.737297,363900.1941,
3684,3684,acc,Dryopteridaceae,Dryopteris erythrosora (D. C. Eaton) Kuntze,GN,462,,GN,GN,GN,GN,GN,142,55,493,67635.33439,136821.061,4999.027856,141820.0889,209455.4233,189271.6609,6359.54014,195631.201,222830.2606,7715.576177,230545.8368,
3748,3748,acc,Thelypteridaceae,Thelypteris acuminata (Houtt.) C. V. Morton,GN,458,,GN,GN,GN,GN,GN,157,67,504,99720.72085,108678.5484,9115.649075,117794.1974,217514.9183,161366.9791,10576.41726,171943.3963,210432.1558,11272.72185,221704.8776,
3755,3755,acc,Thelypteridaceae,Thelypteris triphylla (Sw.) K. Iwats.,GN,459,,GN,GN,GN,GN,GN,12,8,25,9087.266921,0,2390.761323,2390.761323,11478.02824,0,3515.804981,3515.804981,0.769177333,4009.85784,4010.627017,
