"species","spnumber","star","pref"
"Morus australis Poir. in Lam.",9799,"GN","Shizuoka"
"Celtis sinensis Pers.",9767,"GN","Shizuoka"
"Rubus microphyllus L.f.",11420,"GN","Shizuoka"
"Abies veitchii Lindl.",3138,"BU","Shizuoka"
"Clintonia udensis Trautv. & C.A.Mey.",25816,"GN","Shizuoka"
"Rodgersia podophylla A. Gray",11066,"GN","Shizuoka"
"Cephalotaxus harringtonia (Knight ex Forbes) K. Koch",4002,"GN","Shizuoka"
"Centipeda minima (L.) A. Br. et Asch.",4204,"GN","Shizuoka"
"Chamaecyparis obtusa (Sieb. et Zucc.) Endl.",3992,"BU","Shizuoka"
"Meliosma myriantha Sieb. et Zucc.",5406,"GN","Shizuoka"
"Sorbus gracilis (Siebold et Zucc.) K. Koch",11296,"BU","Shizuoka"
"Stachyurus praecox Sieb. et Zucc.",3210,"GN","Shizuoka"
"Phryma leptostachya L. var. oblongifolia Koidz.",499,"GN","Shizuoka"
"Rhododendron obtusum (Lindl.) Planch. var. kaempferi Planch.",290,"BU","Shizuoka"
"Wisteria brachybotrys Siebold et Zucc.",11648,"BU","Shizuoka"
"Agrimonia pilosa Ledeb.",11492,"GN","Shizuoka"
"Chelidonium majus L. subsp. asiaticum H. Hara",10801,"GN","Shizuoka"
"Stephanandra incisa (Thunb.) Siebold et Zucc. ex Zabel var. incisa",11254,"GN","Shizuoka"
"Buckleya lanceolata (Siebold et Zucc.) Miq.",9889,"GN","Shizuoka"
"Ulmus laciniata (Trautv.) Mayr",9761,"GN","Shizuoka"
"Betula corylifolia Regel et Maxim",9687,"BU","Shizuoka"
"Prunella vulgaris L. subsp. asiatica (Nakai) Hara",473,"GN","Shizuoka"
"Vitis coignetiae Pulliat ex Planch.",5484,"GN","Shizuoka"
"Viburnum urceolatum Sieb. et Zucc.",5213,"GN","Shizuoka"
"Ilex macropoda Miq.",5429,"GN","Shizuoka"
"Carpinus laxiflora (Siebold et Zucc.) Blume",9713,"GN","Shizuoka"
"Magnolia hypoleuca Siebold et Zucc.",10247,"GN","Shizuoka"
"Swida controversa (Hemsl. ex Prain) Soj{a'}rk",5732,"GN","Shizuoka"
"Amelanchier asiatica (Siebold et Zucc.) Endl. ex Walp.",11311,"GN","Yamanashi"
"Amelanchier asiatica (Siebold et Zucc.) Endl. ex Walp.",11311,"GN","Shizuoka"
"Clematis apiifolia DC.",10437,"GN","Shizuoka"
"Thuja standishii (Gordon) Carri{e`}re",3991,"BU","Shizuoka"
"Eleutherococcus sciadophylloides (Franch. et Sav.) H. Ohashi",5746,"GN","Shizuoka"
"Youngia japonica (L.) DC.",4062,"GN","Yamanashi"
"Youngia japonica (L.) DC.",4062,"GN","Shizuoka"
"Thujopsis dolabrata (L. f.) Sieb. et Zucc.",3990,"GD","Shizuoka"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Shizuoka"
"Rubus phoenicolasius Maxim.",11434,"GN","Shizuoka"
"Hydrangea hirta (Thunb.) Siebold",11219,"BU","Shizuoka"
"Plantago asiatica L.",5144,"GN","Shizuoka"
"Euptelea polyandra Siebold et Zucc.",10312,"BU","Shizuoka"
"Styrax japonicus Sieb. et Zucc.",4592,"GN","Shizuoka"
"Styrax obassia Sieb. et Zucc.",4593,"GN","Shizuoka"
"Quercus acutissima Carruth.",9721,"GN","Shizuoka"
"Philadelphus satsumi Siebold ex Lindl. et Paxton",11178,"BU","Shizuoka"
"Aster glehni F. Schmidt var. hondoensis",151,"BU","Shizuoka"
"Sanicula chinensis Bunge",5760,"GN","Shizuoka"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Shizuoka"
"Rhododendron aureum Georgi",4474,"GN","Shizuoka"
"Aralia cordata Thunb.",3227,"GN","Shizuoka"
"Acalypha australis L.",5291,"GN","Shizuoka"
"Sophora flavescens Sol.",11598,"GN","Shizuoka"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Shizuoka"
"Padus ssiori (F. Schmidt) C.K.Schneid.",11328,"GN","Shizuoka"
"Buddleja japonica Hemsl.",5027,"BU","Shizuoka"
"Vitis ficifolia Bunge var. lobata Regel",675,"GN","Shizuoka"
"Actinidia polygama (Siebold et Zucc.) Planch. ex Maxim.",10711,"GN","Shizuoka"
"Actinidia kolomikta (Maxim., et Rupr.) Maxim.",10712,"GN","Shizuoka"
"Rubia argyi (L{e'}v. et Van.) Hara ex Lauener",4839,"GN","Shizuoka"
"Phyllodoce aleutica (Spreng.) A. Heller",4415,"GN","Shizuoka"
"Pteridium aquilinum (L.) Kuhn",3400,"GN","Shizuoka"
"Cocculus trilobus (Thunb.) DC.",10592,"GN","Shizuoka"
"Abies mariesii Mast.",3970,"BU","Shizuoka"
"Quercus glauca Thunb.",9738,"GN","Shizuoka"
"Hylotelephium verticillatum (L.) H. Ohba var. verticillatum",10987,"GN","Shizuoka"
"Quercus variabilis Biume",9722,"GN","Yamanashi"
"Quercus variabilis Biume",9722,"GN","Shizuoka"
"Quercus serrata Murray",9727,"GN","Shizuoka"
"Deutzia crenata Siebold et Zucc. var. crenata",11185,"GN","Shizuoka"
"Adenocaulon himalaicum Edgew.",4072,"GN","Shizuoka"
"Laportea bulbifera (Siebold et Zucc.) Wedd.",9810,"GN","Shizuoka"
"Anaphalis margaritacea (L.) Benth. et Hook. f.",4280,"GN","Shizuoka"
"Leibnitzia anandria (L.) Turcz.",4392,"GN","Shizuoka"
"Akebia trifoliata (Thunb.) Koidz.",10580,"GN","Shizuoka"
"Parasenecio hastata (L.) H. Koyama subsp. orientalis Kitam.",126,"GN","Shizuoka"
"Juglans mandshurica Maxim. var. sachalinensis (Miyabe et Kud{o^}) Kitam.",9579,"GN","Shizuoka"
"Zanthoxylum piperitum (L.) DC.",5338,"GN","Shizuoka"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Shizuoka"
"Miricacalia palmata (Thunb.) Maxim.",4132,"GN","Shizuoka"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Shizuoka"
"Cimicifuga simplex (DC.) Turcz",10328,"GN","Shizuoka"
"Acer tschonoskii Maxim.",3180,"BU","Shizuoka"
"Loiseleuria procumbens (L.) Desv.",4413,"GN","Shizuoka"
"Pennisetum alopecuroides (L.) Spreng.",29565,"GN","Shizuoka"
"Picea polita (Sieb. et Zucc.) Carri{e`}re",3977,"BU","Shizuoka"
"Chamaepericlymenum canadense (L.) Asch. et Graebn.",5737,"GN","Shizuoka"
"Albizia julibrissin Durazz.",11594,"GN","Shizuoka"
"Pinus densiflora Sieb. et Zucc.",3986,"GN","Shizuoka"
"Aesculus turbinata Blume",5402,"GN","Shizuoka"
"Empetrum nigrum L. var. japonicum",340,"GN","Shizuoka"
"Indigofera pseudotinctoria Matsum.",11687,"GN","Shizuoka"
"Picea shirasawae Hayashi",3979,"BK","Shizuoka"
"Cryptotaenia japonica Hassk.",5765,"GN","Shizuoka"
"Vitis flexuosa Thunb.",3192,"GN","Shizuoka"
"Hieracium umbellatum L. var. japonicum",4057,"GN","Shizuoka"
"Hieracium umbellatum L. var. japonicum",4057,"GN","Yamanashi"
"Rhododendron macrosepalum Maxim.",4436,"BU","Shizuoka"
"Rhododendron macrosepalum Maxim.",4436,"BU","Yamanashi"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Shizuoka"
"Pieris japonica (Thunb.) D. Don ex G. Don",4489,"BU","Shizuoka"
"Aster scaber Thunb.",4175,"GN","Shizuoka"
"Styrax shiraianus Makino",4594,"GN","Shizuoka"
"Imperata cylindrica (L.) Raeusch.",29511,"GN","Shizuoka"
"Eupatorium glehni F. Schmidt ex Trautv.",4284,"GN","Shizuoka"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Shizuoka"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Yamanashi"
"Elliottia paniculata (Sieb. et Zucc.) Benth. et Hook. f.",4411,"GN","Shizuoka"
"Hedera rhombea (Miq.) Bean",5740,"GN","Shizuoka"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Shizuoka"
"Stellaria aquatica (L.) Scop.",10117,"GN","Shizuoka"
"Polystichum tripteron (Kunze) C. Presl",3556,"GN","Shizuoka"
"Ulmus davidiana Planch. var. japonica (RENDER) Nakai",9760,"GN","Shizuoka"
"Hydrangea petiolaris Siebold et Zucc.",11203,"GN","Shizuoka"
"Deutzia scabra Thunb. var. scabra",11195,"BU","Shizuoka"
"Acer diabolicum Blume ex K. Koch",5396,"BU","Shizuoka"
"Vicia unijuga A.Braun",11620,"GN","Shizuoka"
"Elaeagnus umbellata Thunb.",3200,"GN","Shizuoka"
"Parasenecio delphiniifolia (Sieb. et Zucc.) H. Koyama",4138,"GN","Shizuoka"
"Sanguisorba officinalis L.",11499,"GN","Shizuoka"
"Blechnum niponicum (Kunze) Makino",3531,"GN","Shizuoka"
"Metaplexis japonica (Thunb.) Makino",4699,"GN","Shizuoka"
"Viburnum erosum Thunb. ex Murray",5217,"GN","Shizuoka"
"Actinidia arguta (Siebold et Zucc.) Planch. ex Miq. var. arguta",10709,"GN","Shizuoka"
"Aria japonica Decne.",11298,"BU","Shizuoka"
"Lobelia chinensis Lour.",5208,"GN","Shizuoka"
"Lobelia chinensis Lour.",5208,"GN","Yamanashi"
"Schisandra chinensis (Turcz.) Baill.",10256,"GN","Shizuoka"
"Eurya japonica Thunb.",10738,"GN","Yamanashi"
"Eurya japonica Thunb.",10738,"GN","Kanagawa"
"Larix kaempferi (Lamb.) Carri{e`}re",3975,"GD","Kanagawa"
"Litsea coreana H.Lev.",10295,"GN","Yamanashi"
"Litsea coreana H.Lev.",10295,"GN","Kanagawa"
"Oenanthe javanica (Blume) DC.",3235,"GN","Kanagawa"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Kanagawa"
"Camellia japonica L.",10714,"GN","Kanagawa"
"Houttuynia cordata Thunb.",10614,"GN","Kanagawa"
"Sanicula chinensis Bunge",5760,"GN","Kanagawa"
"Picrasma quassioides (D. Don) Benn.",5354,"GN","Kanagawa"
"Rhus ambigua Lavall{e'}e ex Dippel",5371,"GN","Kanagawa"
"Cleyera japonica Thunb. var. japonica",10731,"GN","Yamanashi"
"Cleyera japonica Thunb. var. japonica",10731,"GN","Kanagawa"
"Stewartia monadelpha Siebold et Zucc.",10724,"BU","Tokyo"
"Stewartia monadelpha Siebold et Zucc.",10724,"BU","Kanagawa"
"Senecio cannabifolius Less.",4119,"GN","Kanagawa"
"Abies homolepis Sieb. et Zucc.",3967,"BU","Kanagawa"
"Euscaphis japonica (Thunb.) Kanitz",5455,"GN","Yamanashi"
"Euscaphis japonica (Thunb.) Kanitz",5455,"GN","Kanagawa"
"Rhododendron japonicum (A. Gray) Suringar",4465,"BU","Kanagawa"
"Paederia foetida L.",4835,"GN","Kanagawa"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Tokyo"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Kanagawa"
"Acer argutum Maxim.",5378,"BU","Kanagawa"
"Hylodesmum oldhamii (Oliv.) H.Ohashi et R.R.Mill",11735,"GN","Kanagawa"
"Ostrya japonica Sarg.",9710,"GN","Kanagawa"
"Acer crataegifolium Sieb. et Zucc.",5383,"BU","Kanagawa"
"Tripterospermum japonicum (Sieb. et Zucc.) Maxim.",4682,"GN","Kanagawa"
"Hylodesmum podocarpum (DC.) H.Ohashi et R.R.Mill var. oxyphyllum (DC.) H.Ohashi et R.R.Mill",11743,"GN","Kanagawa"
"Aria japonica Decne.",11298,"BU","Kanagawa"
"Rhus trichocarpa Miq.",5373,"GN","Kanagawa"
"Cocculus trilobus (Thunb.) DC.",10592,"GN","Kanagawa"
"Juniperus rigida Sieb. et Zucc.",3997,"GN","Kanagawa"
"Dendranthema japonicum (Makino) Kitam.",4242,"BU","Kanagawa"
"Salix integra Thunb.",9613,"GN","Kanagawa"
"Lophatherum gracile Brongn.",29531,"GN","Tokyo"
"Lophatherum gracile Brongn.",29531,"GN","Yamanashi"
"Lophatherum gracile Brongn.",29531,"GN","Kanagawa"
"Geranium nepalense Sweet",11856,"GN","Kanagawa"
"Parnassia palustris L.",11056,"GN","Kanagawa"
"Caesalpinia decapetala (Roth) Alston",11581,"GN","Tokyo"
"Caesalpinia decapetala (Roth) Alston",11581,"GN","Yamanashi"
"Caesalpinia decapetala (Roth) Alston",11581,"GN","Kanagawa"
"Hedera rhombea (Miq.) Bean",5740,"GN","Kanagawa"
"Acer diabolicum Blume ex K. Koch",5396,"BU","Kanagawa"
"Ficus nipponica Franch. et Sav.",9777,"GN","Yamanashi"
"Ficus nipponica Franch. et Sav.",9777,"GN","Kanagawa"
"Lespedeza buergeri Miq.",11745,"GN","Kanagawa"
"Elaeagnus glabra Thunb.",5554,"GN","Yamanashi"
"Elaeagnus glabra Thunb.",5554,"GN","Kanagawa"
"Boninia albiflora (Hook.) Meisn. var. japonica Nakai ex Makino et Nemoto",626,"GN","Kanagawa"
"Aria alnifolia (Siebold et Zucc.) Decne.",11297,"GN","Kanagawa"
"Quercus dentata Thunb.",9723,"GN","Kanagawa"
"Schisandra repanda (Siebold et Zucc.) Radlk.",10257,"GN","Kanagawa"
"Zanthoxylum ailanthoides Sieb. et Zucc.",3177,"GN","Tokyo"
"Zanthoxylum ailanthoides Sieb. et Zucc.",3177,"GN","Yamanashi"
"Zanthoxylum ailanthoides Sieb. et Zucc.",3177,"GN","Kanagawa"
"Acer micranthum Sieb. et Zucc.",5384,"BU","Kanagawa"
"Quercus acuta Thunb.",9734,"GN","Yamanashi"
"Quercus acuta Thunb.",9734,"GN","Kanagawa"
"Padus grayana (Maxim.) C.K.Schneid.",11327,"GN","Kanagawa"
"Ajuga decumbens Thunb.",4925,"GN","Kanagawa"
"Fraxinus sieboldiana Bl.",4625,"GN","Kanagawa"
"Haloragis micrantha (Thunb.) R. Br. ex Sieb. et Zucc.",5723,"GN","Tokyo"
"Haloragis micrantha (Thunb.) R. Br. ex Sieb. et Zucc.",5723,"GN","Kanagawa"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Kanagawa"
"Meliosma tenuis Maxim.",5407,"GN","Kanagawa"
"Aralia cordata Thunb.",3227,"GN","Kanagawa"
"Magnolia kobus DC.",10251,"GN","Kanagawa"
"Viburnum urceolatum Sieb. et Zucc.",5213,"GN","Tokyo"
"Viburnum urceolatum Sieb. et Zucc.",5213,"GN","Kanagawa"
"Salix udensis Trautv. et C. A. Mey.",9622,"GN","Kanagawa"
"Juglans mandshurica Maxim. var. sachalinensis (Miyabe et Kud{o^}) Kitam.",9579,"GN","Kanagawa"
"Xanthium strumarium L.",4077,"GN","Kanagawa"
"Ulmus davidiana Planch. var. japonica (RENDER) Nakai",9760,"GN","Tokyo"
"Ulmus davidiana Planch. var. japonica (RENDER) Nakai",9760,"GN","Kanagawa"
"Actinidia kolomikta (Maxim., et Rupr.) Maxim.",10712,"GN","Kanagawa"
"Acalypha australis L.",5291,"GN","Kanagawa"
"Rubia argyi (L{e'}v. et Van.) Hara ex Lauener",4839,"GN","Kanagawa"
"Deutzia crenata Siebold et Zucc. var. crenata",11185,"GN","Kanagawa"
"Prunella vulgaris L. subsp. asiatica (Nakai) Hara",473,"GN","Kanagawa"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Kanagawa"
"Illicium anisatum L.",10259,"BU","Yamanashi"
"Illicium anisatum L.",10259,"BU","Kanagawa"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Kanagawa"
"Laportea bulbifera (Siebold et Zucc.) Wedd.",9810,"GN","Kanagawa"
"Rumex japonicus Houtt.",9910,"GN","Kanagawa"
"Rhynchospermum verticillatum Reinw.",4164,"GN","Tokyo"
"Rhynchospermum verticillatum Reinw.",4164,"GN","Yamanashi"
"Rhynchospermum verticillatum Reinw.",4164,"GN","Kanagawa"
"Swertia bimaculata (Sieb. et Zucc.) Hook. f. et Thoms. ex C. B. Clarke",4654,"GN","Tokyo"
"Swertia bimaculata (Sieb. et Zucc.) Hook. f. et Thoms. ex C. B. Clarke",4654,"GN","Kanagawa"
"Actinidia arguta (Siebold et Zucc.) Planch. ex Miq. var. arguta",10709,"GN","Kanagawa"
"Morus australis Poir. in Lam.",9799,"GN","Kanagawa"
"Quercus sessilifolia Blume",9736,"GN","Tokyo"
"Quercus sessilifolia Blume",9736,"GN","Yamanashi"
"Quercus sessilifolia Blume",9736,"GN","Kanagawa"
"Chloranthus japonicus Siebold",10620,"GN","Kanagawa"
"Lindera obtusiloba Blume",10281,"GN","Kanagawa"
"Acer nikoense Maxim.",5394,"BU","Kanagawa"
"Leucothoe grayana Maxim.",4488,"BU","Tokyo"
"Leucothoe grayana Maxim.",4488,"BU","Kanagawa"
"Rubus phoenicolasius Maxim.",11434,"GN","Kanagawa"
"Philadelphus satsumi Siebold ex Lindl. et Paxton",11178,"BU","Kanagawa"
"Plantago asiatica L.",5144,"GN","Kanagawa"
"Gynostemma pentaphyllum (Thunb.) Makino",5635,"GN","Kanagawa"
"Ilex integra Thunb.",5415,"GN","Yamanashi"
"Ilex integra Thunb.",5415,"GN","Kanagawa"
"Osmanthus heterophyllus (G. Don) P. S. Green",4634,"BU","Yamanashi"
"Osmanthus heterophyllus (G. Don) P. S. Green",4634,"BU","Kanagawa"
"Polygala japonica Houtt.",5362,"GN","Kanagawa"
"Swida macrophylla (Wall.) Soj{a'}rk",5733,"GN","Kanagawa"
"Rodgersia podophylla A. Gray",11066,"GN","Kanagawa"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Kanagawa"
"Imperata cylindrica (L.) Raeusch.",29511,"GN","Kanagawa"
"Miricacalia palmata (Thunb.) Maxim.",4132,"GN","Kanagawa"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Yamanashi"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Kanagawa"
"Smilax sieboldii Miq.",30389,"GN","Kanagawa"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Kanagawa"
"Euonymus fortunei (Turcz.) Hand.-Mazz. var. radicans Sieb. ex Miq.",662,"GN","Kanagawa"
"Rubus microphyllus L.f.",11420,"GN","Kanagawa"
"Cimicifuga simplex (DC.) Turcz",10328,"GN","Kanagawa"
"Cinnamomum yabunikkei H. Ohba",10274,"GN","Tokyo"
"Cinnamomum yabunikkei H. Ohba",10274,"GN","Yamanashi"
"Cinnamomum yabunikkei H. Ohba",10274,"GN","Kanagawa"
"Blechnum niponicum (Kunze) Makino",3531,"GN","Kanagawa"
"Akebia trifoliata (Thunb.) Koidz.",10580,"GN","Kanagawa"
"Pennisetum alopecuroides (L.) Spreng.",29565,"GN","Kanagawa"
"Parasenecio delphiniifolia (Sieb. et Zucc.) H. Koyama",4138,"GN","Kanagawa"
"Cynanchum caudatum (Miq.) Maxim.",4720,"GN","Kanagawa"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Kanagawa"
"Dendropanax trifidus (Thunb.) Makino ex H. Hara",5743,"GN","Tokyo"
"Dendropanax trifidus (Thunb.) Makino ex H. Hara",5743,"GN","Yamanashi"
"Dendropanax trifidus (Thunb.) Makino ex H. Hara",5743,"GN","Kanagawa"
"Mimulus nepalensis Benth.",5050,"GN","Kanagawa"
"Sophora flavescens Sol.",11598,"GN","Kanagawa"
"Kadsura japonica (L.) Dunal",10258,"BU","Yamanashi"
"Kadsura japonica (L.) Dunal",10258,"BU","Kanagawa"
"Lobelia chinensis Lour.",5208,"GN","Tokyo"
"Lobelia chinensis Lour.",5208,"GN","Kanagawa"
"Cryptotaenia japonica Hassk.",5765,"GN","Kanagawa"
"Quercus salicina Blume",9742,"GN","Tokyo"
"Quercus salicina Blume",9742,"GN","Kanagawa"
"Eleutherococcus sciadophylloides (Franch. et Sav.) H. Ohashi",5746,"GN","Kanagawa"
"Acer carpinifolium Sieb. et Zucc.",5397,"BU","Kanagawa"
"Marsdenia tomentosa Morr. et Decne.",4723,"GN","Tokyo"
"Marsdenia tomentosa Morr. et Decne.",4723,"GN","Yamanashi"
"Marsdenia tomentosa Morr. et Decne.",4723,"GN","Kanagawa"
"Staphylea bumalda DC.",5456,"GN","Kanagawa"
"Youngia japonica (L.) DC.",4062,"GN","Kanagawa"
"Vitis flexuosa Thunb.",3192,"GN","Kanagawa"
"Zanthoxylum piperitum (L.) DC.",5338,"GN","Kanagawa"
"Ilex macropoda Miq.",5429,"GN","Kanagawa"
"Alnus japonica (Thunb.) Steud.",9676,"GN","Kanagawa"
"Chloranthus fortunei (A. Gray) Solms",10619,"GN","Tokyo"
"Chloranthus fortunei (A. Gray) Solms",10619,"GN","Kanagawa"
"Phellodendron amurense Rupr.",3178,"GN","Kanagawa"
"Rubus buergeri Miq.",11408,"GN","Tokyo"
"Rubus buergeri Miq.",11408,"GN","Kanagawa"
"Gnaphalium japonicum Thunb.",4271,"GN","Kanagawa"
"Woodwardia orientalis Sw.",3537,"GN","Tokyo"
"Woodwardia orientalis Sw.",3537,"GN","Kanagawa"
"Ilex pedunculosa Miq.",5413,"GN","Tokyo"
"Ilex pedunculosa Miq.",5413,"GN","Kanagawa"
"Gleichenia japonica Spreng.",3342,"GN","Kanagawa"
"Buckleya lanceolata (Siebold et Zucc.) Miq.",9889,"GN","Kanagawa"
"Lysimachia vulgaris L. var. davurica Ledeb.",4552,"GN","Kanagawa"
"Drosera rotundifolia L.",10961,"GN","Kanagawa"
"Schizophragma hydrangeoides Siebold et Zucc.",11199,"GN","Kanagawa"
"Semiaquilegia adoxoides (DC.) Makino",10507,"GN","Kanagawa"
"Quercus gilva Blume",9737,"GN","Kanagawa"
"Quercus gilva Blume",9737,"GN","Tokyo"
"Nandina domestica Thunb.",10558,"GN","Kanagawa"
"Metaplexis japonica (Thunb.) Makino",4699,"GN","Kanagawa"
"Cyrtomium falcatum (L. f.) C. Presl",3553,"GN","Kanagawa"
"Sphenomeris chinensis (L.) Maxon",3405,"GN","Kanagawa"
"Sphenomeris chinensis (L.) Maxon",3405,"GN","Tokyo"
"Ligustrum japonicum Thunb.",4636,"GN","Kanagawa"
"Fatsia japonica (Thunb.) Decne. et Planch.",3228,"GN","Kanagawa"
"Fatsia japonica (Thunb.) Decne. et Planch.",3228,"GN","Tokyo"
"Mitchella undulata Sieb. et Zucc.",4830,"GN","Kanagawa"
"Mitchella undulata Sieb. et Zucc.",4830,"GN","Tokyo"
"Thelypteris acuminata (Houtt.) C. V. Morton",3748,"GN","Kanagawa"
"Ardisia crenata Sims",4533,"GN","Kanagawa"
"Eclipta prostrata (L.) L.",4096,"GN","Kanagawa"
"Staphylea bumalda DC.",5456,"GN","Chiba"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Chiba"
"Impatiens textorii Miq.",5408,"GN","Chiba"
"Dendranthema japonicum (Makino) Kitam.",4242,"BU","Chiba"
"Laportea bulbifera (Siebold et Zucc.) Wedd.",9810,"GN","Chiba"
"Stephanandra incisa (Thunb.) Siebold et Zucc. ex Zabel var. incisa",11254,"GN","Chiba"
"Ohwia caudata (Thunb.) H. Ohashi",11729,"GN","Chiba"
"Salix udensis Trautv. et C. A. Mey.",9622,"GN","Chiba"
"Mitchella undulata Sieb. et Zucc.",4830,"GN","Chiba"
"Ilex rotunda Thunb.",5414,"GN","Chiba"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Chiba"
"Actinidia arguta (Siebold et Zucc.) Planch. ex Miq. var. arguta",10709,"GN","Chiba"
"Anaphalis margaritacea (L.) Benth. et Hook. f.",4280,"GN","Chiba"
"Vaccinium bracteatum Thunb.",4503,"GN","Chiba"
"Elaeagnus pungens Thunb.",5553,"GN","Chiba"
"Osmanthus heterophyllus (G. Don) P. S. Green",4634,"BU","Chiba"
"Swertia bimaculata (Sieb. et Zucc.) Hook. f. et Thoms. ex C. B. Clarke",4654,"GN","Shimane"
"Vaccinium japonicum Miq.",4498,"GN","Shimane"
"Meliosma myriantha Sieb. et Zucc.",5406,"GN","Shimane"
"Philadelphus satsumi Siebold ex Lindl. et Paxton",11178,"BU","Shimane"
"Rapanaea neriifolia (Sieb. et Zucc.) Mez",4539,"GN","Shimane"
"Lindera praecox (Siebold et Zucc.) Blume",10282,"BU","Shimane"
"Osmanthus heterophyllus (G. Don) P. S. Green",4634,"BU","Shimane"
"Piper kadsura (Choisy) Ohwi",10617,"GN","Shimane"
"Maesa japonica (Thunb.) Moritzi",4530,"GN","Shimane"
"Quercus variabilis Biume",9722,"GN","Shimane"
"Chelidonium majus L. subsp. asiaticum H. Hara",10801,"GN","Shimane"
"Nandina domestica Thunb.",10558,"GN","Shimane"
"Quercus sessilifolia Blume",9736,"GN","Shimane"
"Machilus japonica Siebold et Zucc. ex Meisn.",10298,"GN","Shimane"
"Aruncus dioicus (Walter) Fernaid var. kamtschaticus (Maxim.) H. Hara",11247,"GN","Shimane"
"Quercus myrsinifolia Blume",9741,"GN","Shimane"
"Magnolia salicifolia (Siebold et Zucc.) Maxim.",10250,"BU","Shimane"
"Hydrangea hirta (Thunb.) Siebold",11219,"BU","Shimane"
"Drosera rotundifolia L.",10961,"GN","Shimane"
"Schisandra repanda (Siebold et Zucc.) Radlk.",10257,"GN","Shimane"
"Sapium japonicum (Sieb. et Zucc.) Pax et K. Hoffm.",5301,"GN","Shimane"
"Woodwardia orientalis Sw.",3537,"GN","Shimane"
"Acer crataegifolium Sieb. et Zucc.",5383,"BU","Shimane"
"Kerria japonica (L.) DC.",11510,"GN","Shimane"
"Padus grayana (Maxim.) C.K.Schneid.",11327,"GN","Shimane"
"Alnus serrulatoides Callier",9674,"GD","Shimane"
"Miscanthus floridulus (Labill.) Warb. ex K. Schum. & Lauterb.",29539,"GN","Shimane"
"Laurocerasus spinulosa (Siebold et Zucc.) C.K.Schneid.",11325,"BU","Tottori"
"Laurocerasus spinulosa (Siebold et Zucc.) C.K.Schneid.",11325,"BU","Shimane"
"Aletris spicata",30113,"GN","Tottori"
"Centipeda minima (L.) A. Br. et Asch.",4204,"GN","Tottori"
"Actinidia arguta (Siebold et Zucc.) Planch. ex Miq. var. arguta",10709,"GN","Tottori"
"Michelia compressa (Maxim.) Sarg.",10254,"GN","Tottori"
"Michelia compressa (Maxim.) Sarg.",10254,"GN","Shimane"
"Acer japonicum Thunb.",5389,"BU","Tottori"
"Maesa japonica (Thunb.) Moritzi",4530,"GN","Tottori"
"Viburnum odoratissimum Ker-Gawl. var. awabuki K. Koch",575,"GN","Tottori"
"Elliottia paniculata (Sieb. et Zucc.) Benth. et Hook. f.",4411,"GN","Shimane"
"Taraxacum albidum Dahlst.",4022,"BU","Tottori"
"Taraxacum albidum Dahlst.",4022,"BU","Shimane"
"Sanguisorba officinalis L.",11499,"GN","Tottori"
"Ilex rotunda Thunb.",5414,"GN","Tottori"
"Euryale ferox Salisb.",10609,"GN","Tottori"
"Euryale ferox Salisb.",10609,"GN","Shimane"
"Stephanandra incisa (Thunb.) Siebold et Zucc. ex Zabel var. incisa",11254,"GN","Tottori"
"Rosa rugosa Thunb.",11476,"GN","Shimane"
"Ixeris repens (L.) A. Gray",4036,"GN","Shimane"
"Rhododendron japonicum (A. Gray) Suringar",4465,"BU","Shimane"
"Rhododendron japonicum (A. Gray) Suringar",4465,"BU","Tottori"
"Gaultheria adenothrix (Miq.) Maxim.",4496,"GN","Shimane"
"Gaultheria adenothrix (Miq.) Maxim.",4496,"GN","Tottori"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Tottori"
"Acer pictum Thunb. subsp. mono Maxim.",648,"GN","Tottori"
"Rhynchospermum verticillatum Reinw.",4164,"GN","Tottori"
"Vitex rotundifolia L. f.",4896,"GN","Okayama"
