scode,sampname,lat,ns,long,ew,rectotal,spcount,GHI,BK,GD,BU,GN,horim_end,sum_WE,CWE,ocean,mainisl,smallisl,totalland,totalarea
1000,horim1000,34.25,n,134.125,e,175,175,27,0,1,13,161,16,0.448127,0.002560726,2.458536863,423.1890277,0,423.1890277,425.6475645
1001,horim1001,34.25,n,134.375,e,155,155,34,0,1,15,139,16,0.43332,0.002795613,225.1226925,200.381266,0.143606037,200.5248721,425.6475645
1002,horim1002,34.25,n,134.625,e,175,175,20,0,0,12,163,9,0.572511,0.003271491,265.3444621,62.66246817,97.6406343,160.3031025,425.6475645
1003,horim1003,34.25,n,134.875,e,136,136,20,0,0,9,126,5,0.412743,0.003034875,211.8462956,0,213.801269,213.801269,425.6475645
1004,horim1004,34.25,n,135.125,e,105,105,25,0,0,9,95,7,0.378451,0.003604295,198.2063805,224.7579534,2.683230683,227.4411841,425.6475645
1005,horim1005,34.25,n,135.375,e,127,127,33,0,0,14,111,14,0.405237,0.003190843,0,425.6475645,0,425.6475645,425.6475645
1006,horim1006,34.25,n,135.625,e,254,254,66,1,3,37,207,48,0.89649,0.003529488,0,425.6475645,0,425.6475645,425.6475645
1007,horim1007,34.25,n,135.875,e,235,235,77,1,4,38,185,52,1.07974,0.004594638,0,425.6475645,0,425.6475645,425.6475645
1008,horim1008,34.25,n,136.125,e,260,260,79,1,5,43,204,57,1.140466,0.004386408,0,425.6475645,0,425.6475645,425.6475645
1009,horim1009,34.25,n,136.375,e,166,166,36,0,1,17,146,18,0.481747,0.00290209,79.36314513,345.8557669,0.42865253,346.2844194,425.6475645
1010,horim1010,34.25,n,136.625,e,101,101,30,0,0,10,90,10,0.357645,0.00354104,294.9631535,130.2643074,0.420103582,130.684411,425.6475645
1011,horim1011,34.25,n,136.875,e,106,106,19,0,0,7,99,6,0.30638,0.002890377,344.1248447,80.1133088,1.409410996,81.52271979,425.6475645
1012,horim1012,34.25,n,139.125,e,145,145,50,1,3,6,132,7,1.516961,0.0104618,403.1253734,0,22.5221911,22.5221911,425.6475645
1013,horim1013,34.25,n,139.375,e,2,2,450,0,1,0,1,1,0.014335,0.0071675,424.9565302,0,0.691034293,0.691034293,425.6475645
1014,horim1014,34.083333,n,129.125,e,153,153,28,0,1,11,138,7,0.658935,0.004306765,376.7358508,0,49.73752128,49.73752128,426.4733721
1015,horim1015,34.083333,n,129.375,e,45,45,26,0,0,4,41,3,0.117412,0.002609156,409.2851628,0,17.18820923,17.18820923,426.4733721
1016,horim1016,34.083333,n,130.625,e,2,2,0,0,0,0,2,0,0.014689,0.0073445,425.2568738,0,1.216498246,1.216498246,426.4733721
1017,horim1017,34.083333,n,130.875,e,212,212,34,0,3,15,193,14,0.735542,0.003469538,248.0019078,176.0730302,2.398434041,178.4714643,426.4733721
1018,horim1018,34.083333,n,131.125,e,183,183,24,0,1,12,170,13,0.53212,0.00290776,37.27261945,389.2007526,0,389.2007526,426.4733721
1019,horim1019,34.083333,n,131.375,e,191,191,25,0,1,13,177,14,0.604825,0.003166623,20.03579636,406.4295727,0.008002984,406.4375757,426.4733721
1020,horim1020,34.083333,n,131.625,e,173,173,22,0,0,13,159,13,0.504103,0.00291389,67.44085341,348.055474,10.97704467,359.0325187,426.4733721
1021,horim1021,34.083333,n,131.875,e,184,184,29,0,2,12,169,17,0.501878,0.002727598,29.25515092,394.820644,2.39757719,397.2182212,426.4733721
1022,horim1022,34.083333,n,132.125,e,198,198,32,0,2,15,178,17,0.614556,0.003103818,48.45750424,378.0158678,0,378.0158678,426.4733721
1023,horim1023,34.083333,n,132.375,e,168,168,26,0,0,15,152,12,0.419597,0.002497601,380.1365126,0.229022741,46.10783669,46.33685943,426.4733721
1024,horim1024,34.083333,n,132.625,e,128,128,30,0,0,13,114,9,0.369592,0.002887438,379.1950153,0,47.27835674,47.27835674,426.4733721
1025,horim1025,34.083333,n,132.875,e,89,89,10,0,0,3,86,4,0.178993,0.002011157,270.0566051,143.576946,12.83982095,156.416767,426.4733721
1026,horim1026,34.083333,n,133.125,e,55,55,5,0,0,1,54,1,0.107597,0.001956309,367.8639322,25.93032866,32.67911119,58.60943985,426.4733721
1027,horim1027,34.083333,n,133.375,e,58,58,36,0,1,4,53,4,0.28583,0.004928103,425.5778999,0,0.895472225,0.895472225,426.4733721
1028,horim1028,34.083333,n,133.625,e,212,212,31,0,1,19,188,22,0.643607,0.003035882,210.7707485,214.6716157,1.031007949,215.7026236,426.4733721
1029,horim1029,34.083333,n,133.875,e,181,181,43,0,3,17,159,22,0.587432,0.003245481,0,426.4733721,0,426.4733721,426.4733721
1030,horim1030,34.083333,n,134.125,e,236,236,52,0,3,32,198,40,0.871386,0.003692314,0,426.4733721,0,426.4733721,426.4733721
1031,horim1031,34.083333,n,134.375,e,188,188,32,0,2,14,169,14,0.588772,0.003131766,0,426.4733721,0,426.4733721,426.4733721
1032,horim1032,34.083333,n,134.625,e,189,189,19,0,0,12,176,11,0.571569,0.003024175,242.8221405,183.6298966,0.021335012,183.6512316,426.4733721
1033,horim1033,34.083333,n,134.875,e,3,3,0,0,0,0,3,0,0.008293,0.002764333,424.4441024,0,2.029269728,2.029269728,426.4733721
1034,horim1034,34.083333,n,135.125,e,101,101,18,0,0,6,94,6,0.309723,0.003066564,244.0219484,181.0490799,1.402343774,182.4514236,426.4733721
1035,horim1035,34.083333,n,135.375,e,206,206,36,0,1,22,180,26,0.567526,0.002754981,0,426.4733721,0,426.4733721,426.4733721
1036,horim1036,34.083333,n,135.625,e,216,216,46,0,1,30,180,36,0.6605,0.00305787,0,426.4733721,0,426.4733721,426.4733721
1037,horim1037,34.083333,n,135.875,e,223,223,75,1,3,36,176,46,0.880929,0.003950354,0,426.4733721,0,426.4733721,426.4733721
1038,horim1038,34.083333,n,136.125,e,228,228,67,1,3,32,187,40,0.907644,0.003980895,11.41192052,415.0187982,0.042653363,415.0614516,426.4733721
1039,horim1039,34.083333,n,136.375,e,179,179,23,0,0,14,162,14,0.651205,0.003638017,386.1768424,39.31337993,0.983149728,40.29652965,426.4733721
1040,horim1040,34.083333,n,139.375,e,139,139,58,1,4,6,127,7,0.502004,0.00361154,417.1592445,0,9.314127596,9.314127596,426.4733721
1041,horim1041,34.083333,n,139.625,e,6,6,150,0,1,0,5,1,0.02491,0.004151667,380.3127884,0,46.16058366,46.16058366,426.4733721
1042,horim1042,33.916667,n,129.625,e,68,68,88,1,2,5,60,5,0.594524,0.008743,414.0116088,0,13.28393826,13.28393826,427.2955471
1043,horim1043,33.916667,n,129.875,e,1,1,0,0,0,0,1,0,0.005208,0.005208,425.0662574,0,2.229289701,2.229289701,427.2955471
1044,horim1044,33.916667,n,130.125,e,6,6,0,0,0,0,6,0,0.009227,0.001537833,426.8359279,0,0.459619195,0.459619195,427.2955471
1045,horim1045,33.916667,n,130.375,e,160,160,26,0,2,8,148,5,0.520135,0.003250844,416.3767723,2.729033772,8.18974097,10.91877474,427.2955471
1046,horim1046,33.916667,n,130.625,e,107,107,25,0,0,9,98,4,0.344667,0.003221187,271.229126,155.1850209,0.881400149,156.0664211,427.2955471
1047,horim1047,33.916667,n,130.875,e,243,243,31,0,2,19,220,20,0.852528,0.003508346,156.9725189,268.3747975,1.948230629,270.3230282,427.2955471
1048,horim1048,33.916667,n,131.125,e,199,199,21,0,1,11,186,12,0.616836,0.003099678,361.4561191,65.74066969,0.098758305,65.83942799,427.2955471
1049,horim1049,33.916667,n,131.375,e,123,123,19,0,0,8,114,6,0.332552,0.002703675,354.7325101,72.48029931,0.082737687,72.563037,427.2955471
1050,horim1050,33.916667,n,131.625,e,115,115,13,0,0,5,109,5,0.239185,0.00207987,420.0452935,0.797760857,6.452492734,7.250253591,427.2955471
1051,horim1051,33.916667,n,131.875,e,130,130,25,0,1,8,121,6,0.381625,0.002935577,340.6259825,74.08532411,12.58424048,86.66956459,427.2955471
1052,horim1052,33.916667,n,132.125,e,195,195,27,0,1,15,178,14,0.593333,0.003042733,176.9291091,185.700792,64.66564591,250.3664379,427.2955471
1053,horim1053,33.916667,n,132.375,e,182,182,21,0,0,13,166,10,0.546595,0.003003269,347.1118894,0,80.18365765,80.18365765,427.2955471
1054,horim1054,33.916667,n,132.625,e,168,168,16,0,0,9,158,6,0.487696,0.002902952,353.3473449,29.30273693,44.64546526,73.94820219,427.2955471
1055,horim1055,33.916667,n,132.875,e,261,261,23,0,0,20,236,24,0.793227,0.003039184,18.66073309,408.5040365,0.130777463,408.634814,427.2955471
1056,horim1056,33.916667,n,133.125,e,171,171,35,0,2,14,154,15,0.627589,0.003670111,111.3600278,315.9355192,0,315.9355192,427.2955471
1057,horim1057,33.916667,n,133.375,e,302,302,54,0,6,36,257,50,1.455888,0.004820821,52.97585539,372.532006,1.787685708,374.3196917,427.2955471
1058,horim1058,33.916667,n,133.625,e,235,235,48,0,4,25,198,32,1.012858,0.004310034,13.53974763,413.7557994,0,413.7557994,427.2955471
1059,horim1059,33.916667,n,133.875,e,186,186,53,0,4,21,159,31,0.763976,0.004107398,0,427.2955471,0,427.2955471,427.2955471
1060,horim1060,33.916667,n,134.125,e,217,217,81,2,3,30,174,41,1.477058,0.006806719,0,427.2955471,0,427.2955471,427.2955471
1061,horim1061,33.916667,n,134.375,e,218,218,109,3,7,30,174,40,2.390811,0.010967023,0,427.2955471,0,427.2955471,427.2955471
1062,horim1062,33.916667,n,134.625,e,230,230,75,3,2,23,196,28,2.211182,0.009613835,125.2576228,300.1005307,1.937393579,302.0379243,427.2955471
1063,horim1063,33.916667,n,134.875,e,77,77,31,0,0,8,69,4,0.228191,0.00296352,425.4753447,0,1.820202344,1.820202344,427.2955471
1064,horim1064,33.916667,n,135.125,e,146,146,18,0,0,9,137,8,0.519081,0.003555349,187.9477992,238.5732867,0.774461154,239.3477479,427.2955471
1065,horim1065,33.916667,n,135.375,e,164,164,71,1,2,24,136,32,0.58366,0.003558902,0,427.2955471,0,427.2955471,427.2955471
1066,horim1066,33.916667,n,135.625,e,204,204,72,1,3,30,165,40,0.742418,0.003639304,0,427.2955471,0,427.2955471,427.2955471
1067,horim1067,33.916667,n,135.875,e,244,244,68,1,3,36,198,45,0.987092,0.004045459,0,427.2955471,0,427.2955471,427.2955471
1068,horim1068,33.916667,n,136.125,e,225,225,64,1,3,29,186,35,0.882112,0.003920498,147.3639642,279.8327607,0.098822205,279.9315829,427.2955471
1069,horim1069,33.916667,n,136.375,e,150,150,26,0,0,13,135,13,0.4982,0.003321333,419.8128052,7.482741915,0,7.482741915,427.2955471
1070,horim1070,33.916667,n,138.875,e,0,0,0,0,0,0,0,0,0,0,427.2902075,0,0.005339555,0.005339555,427.2955471
1071,horim1071,33.916667,n,139.625,e,108,108,89,2,3,5,97,9,0.760294,0.007039759,406.7559518,0,20.53959529,20.53959529,427.2955471
1072,horim1072,33.75,n,129.625,e,136,136,35,0,2,10,122,5,0.985569,0.007246831,331.7272907,0,96.3867929,96.3867929,428.1140836
1073,horim1073,33.75,n,129.875,e,70,70,42,0,2,4,64,4,0.449366,0.006419514,402.0705661,0,26.04351752,26.04351752,428.1140836
1074,horim1074,33.75,n,130.125,e,8,8,37,0,0,1,7,0,0.017755,0.002219375,426.9225122,0,1.191571398,1.191571398,428.1140836
1075,horim1075,33.75,n,130.375,e,177,177,24,0,1,11,163,7,0.546887,0.003089757,337.5374984,85.53240043,5.044184773,90.5765852,428.1140836
1076,horim1076,33.75,n,130.625,e,175,175,20,0,0,12,163,9,0.536986,0.003068491,0,428.1140836,0,428.1140836,428.1140836
1077,horim1077,33.75,n,130.875,e,194,194,26,0,0,17,176,16,0.689292,0.003553052,10.25068124,417.7912208,0.072181524,417.8634023,428.1140836
1078,horim1078,33.75,n,131.125,e,88,88,30,0,1,6,81,5,0.221434,0.002516296,395.218463,32.81270866,0.082911917,32.89562057,428.1140836
1079,horim1079,33.75,n,131.625,e,152,152,20,0,0,10,140,6,0.395695,0.002603257,406.5141618,14.8578415,6.742080326,21.59992183,428.1140836
1080,horim1080,33.75,n,131.875,e,146,146,20,0,0,10,136,5,0.373495,0.002558185,419.8863955,0,8.227688082,8.227688082,428.1140836
1081,horim1081,33.75,n,132.125,e,155,155,17,0,0,9,146,7,0.397803,0.002566471,398.28622,0.943644943,28.88421866,29.82786361,428.1140836
1082,horim1082,33.75,n,132.375,e,38,38,7,0,0,1,37,2,0.072853,0.001917184,423.2433297,0,4.8707539,4.8707539,428.1140836
1083,horim1083,33.75,n,132.625,e,187,187,20,0,0,13,174,12,0.486916,0.002603829,304.9508559,123.1605522,0.002675478,123.1632277,428.1140836
1084,horim1084,33.75,n,132.875,e,241,241,39,0,1,28,208,33,0.79342,0.003292199,0,428.1140836,0,428.1140836,428.1140836
1085,horim1085,33.75,n,133.125,e,261,261,91,2,8,35,208,53,2.52487,0.009673831,0,428.1140836,0,428.1140836,428.1140836
1086,horim1086,33.75,n,133.375,e,209,209,105,2,8,30,164,47,2.057739,0.009845641,0,428.1140836,0,428.1140836,428.1140836
1087,horim1087,33.75,n,133.625,e,251,251,62,1,4,30,209,40,1.257857,0.005011383,0,428.1140836,0,428.1140836,428.1140836
1088,horim1088,33.75,n,133.875,e,245,245,76,1,5,37,195,47,1.55424,0.006343837,0,428.1140836,0,428.1140836,428.1140836
1089,horim1089,33.75,n,134.125,e,192,192,121,3,6,31,148,45,1.692307,0.008814099,0,428.1140836,0,428.1140836,428.1140836
1090,horim1090,33.75,n,134.375,e,208,208,89,3,4,22,175,32,1.692439,0.008136726,6.113915639,421.992135,0.008032899,422.0001679,428.1140836
1091,horim1091,33.75,n,134.625,e,160,160,46,1,0,16,143,14,0.661129,0.004132056,266.3574965,161.5505649,0.206022215,161.7565871,428.1140836
1092,horim1092,33.75,n,134.875,e,0,0,0,0,0,0,0,0,0,0,428.0419059,0.072177637,0,0.072177637,428.1140836
1093,horim1093,33.75,n,135.125,e,110,110,19,0,0,7,103,5,0.341858,0.0031078,406.6976189,21.41646468,0,21.41646468,428.1140836
1094,horim1094,33.75,n,135.375,e,220,220,38,0,2,22,192,24,0.923107,0.004195941,116.3345798,311.5011159,0.278387892,311.7795038,428.1140836
1095,horim1095,33.75,n,135.625,e,232,232,55,1,2,27,198,32,0.826961,0.003564487,0,428.1140836,0,428.1140836,428.1140836
1096,horim1096,33.75,n,135.875,e,270,270,59,1,3,34,226,42,1.139008,0.004218548,4.322153271,423.6982016,0.093728692,423.7919303,428.1140836
1097,horim1097,33.75,n,136.125,e,101,101,27,0,0,9,91,8,0.283483,0.002806762,381.3221488,46.79193475,0,46.79193475,428.1140836
1098,horim1098,33.583333,n,129.625,e,0,0,0,0,0,0,0,0,0,0,427.3439331,0,1.585042573,1.585042573,428.9289756
1099,horim1099,33.583333,n,129.875,e,132,132,27,0,2,6,124,4,0.434758,0.003293621,373.5741788,43.19017553,12.16462134,55.35479687,428.9289756
1100,horim1100,33.583333,n,130.125,e,105,105,25,0,1,6,97,6,0.268746,0.002559486,273.3397945,154.7338371,0.855343986,155.5891811,428.9289756
1101,horim1101,33.583333,n,130.375,e,174,174,24,0,1,11,161,11,0.560494,0.00322123,115.4107841,307.537997,5.98019459,313.5181916,428.9289756
1102,horim1102,33.583333,n,130.625,e,221,221,34,0,2,19,197,20,0.673709,0.003048457,0,428.9289756,0,428.9289756,428.9289756
1103,horim1103,33.583333,n,130.875,e,195,195,40,0,1,23,169,25,0.70589,0.003619949,0,428.9289756,0,428.9289756,428.9289756
1104,horim1104,33.583333,n,131.125,e,118,118,38,0,0,15,101,17,0.360217,0.003052686,91.03443601,337.8570212,0.037518424,337.8945396,428.9289756
1105,horim1105,33.583333,n,131.375,e,156,156,19,0,0,10,145,7,0.477597,0.003061519,202.1318767,226.7944182,0.002680763,226.797099,428.9289756
1106,horim1106,33.583333,n,131.625,e,194,194,23,0,0,15,178,11,0.559921,0.002886191,56.88560772,372.0433679,0,372.0433679,428.9289756
1107,horim1107,33.583333,n,132.375,e,143,143,23,0,0,11,130,12,0.392363,0.002743797,340.1934752,88.73281749,0.002682984,88.73550048,428.9289756
1108,horim1108,33.583333,n,132.625,e,191,191,23,0,1,12,175,15,0.575854,0.003014942,29.54647324,399.3798231,0.002679313,399.3825024,428.9289756
1109,horim1109,33.583333,n,132.875,e,231,231,51,0,4,27,196,37,0.826866,0.003579507,0,428.9289756,0,428.9289756,428.9289756
1110,horim1110,33.583333,n,133.125,e,237,237,65,1,5,27,199,34,1.468787,0.006197414,0,428.9289756,0,428.9289756,428.9289756
1111,horim1111,33.583333,n,133.375,e,231,231,84,3,3,28,194,33,1.801789,0.007799952,0,428.9289756,0,428.9289756,428.9289756
1112,horim1112,33.583333,n,133.625,e,295,295,91,5,3,34,248,43,4.089269,0.013861929,51.21369474,377.6750393,0.040241598,377.7152809,428.9289756
1113,horim1113,33.583333,n,133.875,e,224,224,58,1,2,28,190,31,0.921241,0.004112683,13.94140794,414.9795196,0.008048076,414.9875677,428.9289756
1114,horim1114,33.583333,n,134.125,e,204,204,86,2,4,27,164,36,1.229343,0.006026191,0,428.9289756,0,428.9289756,428.9289756
1115,horim1115,33.583333,n,134.375,e,201,201,42,1,0,19,178,19,0.957738,0.004764866,262.0514542,164.2457262,2.631795236,166.8775214,428.9289756
1116,horim1116,33.583333,n,134.625,e,0,0,0,0,0,0,0,0,0,0,428.5672729,0,0.361702731,0.361702731,428.9289756
1117,horim1117,33.583333,n,135.375,e,183,183,26,0,0,16,167,15,0.692154,0.003782262,302.0868293,126.7268637,0.115282639,126.8421464,428.9289756
1118,horim1118,33.583333,n,135.625,e,153,153,52,1,1,15,136,17,0.608708,0.003978484,16.92734088,411.8621171,0.139517662,412.0016348,428.9289756
1119,horim1119,33.583333,n,135.875,e,191,191,38,0,1,21,166,21,0.784784,0.004108817,131.0442911,297.3914733,0.4932112,297.8846845,428.9289756
1120,horim1120,33.583333,n,139.375,e,0,0,0,0,0,0,0,0,0,0,428.9182603,0,0.010715345,0.010715345,428.9289756
1121,horim1121,33.416667,n,129.375,e,125,125,41,0,2,11,110,11,0.455696,0.003645568,403.5813646,0,26.15885283,26.15885283,429.7402174
1122,horim1122,33.416667,n,129.625,e,139,139,41,0,3,10,125,8,0.570908,0.004107252,321.2448708,54.36462529,54.13072129,108.4953466,429.7402174
1123,horim1123,33.416667,n,129.875,e,135,135,31,0,2,8,123,8,0.458776,0.003398341,131.9446125,268.1954679,29.60013695,297.7956049,429.7402174
1124,horim1124,33.416667,n,130.125,e,224,224,28,0,1,18,203,22,0.660055,0.002946674,27.26532607,402.4722067,0.002684644,402.4748913,429.7402174
1125,horim1125,33.416667,n,130.375,e,268,268,34,0,2,24,235,30,0.876328,0.003269881,0,429.7402174,0,429.7402174,429.7402174
1126,horim1126,33.416667,n,130.625,e,220,220,30,0,0,22,197,23,0.685471,0.003115777,0,429.7402174,0,429.7402174,429.7402174
1127,horim1127,33.416667,n,130.875,e,237,237,36,0,0,28,205,33,0.775152,0.003270684,0,429.7402174,0,429.7402174,429.7402174
1128,horim1128,33.416667,n,131.125,e,203,203,33,0,1,19,177,20,0.696117,0.003429148,0,429.7402174,0,429.7402174,429.7402174
1129,horim1129,33.416667,n,131.375,e,103,103,35,0,1,9,91,9,0.344267,0.003342398,0.166670743,429.5735466,0,429.5735466,429.7402174
1130,horim1130,33.416667,n,131.625,e,91,91,16,0,0,5,86,5,0.264133,0.00290256,145.2037608,284.496172,0.040284616,284.5364566,429.7402174
1131,horim1131,33.416667,n,132.125,e,180,180,21,0,0,13,167,10,0.636689,0.003537161,369.5207549,60.19796844,0.021494042,60.21946248,429.7402174
1132,horim1132,33.416667,n,132.375,e,169,169,28,0,0,16,153,12,0.471152,0.002787882,217.8928706,209.1634414,2.683905331,211.8473467,429.7402174
1133,horim1133,33.416667,n,132.625,e,159,159,30,0,1,13,143,13,0.431672,0.002714918,0,429.7402174,0,429.7402174,429.7402174
1134,horim1134,33.416667,n,132.875,e,231,231,59,1,4,24,198,34,1.237346,0.005356476,0,429.7402174,0,429.7402174,429.7402174
1135,horim1135,33.416667,n,133.125,e,248,248,95,3,6,33,202,47,1.967381,0.007932988,0,429.7402174,0,429.7402174,429.7402174
1136,horim1136,33.416667,n,133.375,e,239,239,33,0,1,23,212,22,1.347942,0.005639925,181.5195628,247.6187161,0.601938489,248.2206546,429.7402174
1137,horim1137,33.416667,n,133.625,e,123,123,17,0,0,7,115,3,0.688667,0.005598919,413.8445191,15.87154752,0.024150745,15.89569826,429.7402174
1138,horim1138,33.416667,n,133.875,e,127,127,62,2,0,8,114,8,1.061877,0.008361236,387.9443589,41.76902233,0.026836161,41.79585849,429.7402174
1139,horim1139,33.416667,n,134.125,e,211,211,60,2,0,24,182,25,1.050965,0.004980877,82.98268044,346.7467903,0.010746669,346.7575369,429.7402174
1140,horim1140,33.416667,n,134.375,e,122,122,55,1,0,13,106,12,0.537613,0.004406664,425.6744628,4.063071022,0.00268358,4.065754601,429.7402174
1141,horim1141,33.416667,n,135.625,e,112,112,29,0,0,11,101,11,0.36795,0.003285268,412.7877472,16.85316824,0.099301983,16.95247022,429.7402174
1142,horim1142,33.416667,n,135.875,e,174,174,26,0,0,15,158,13,0.616479,0.003542983,399.1529078,20.38094442,10.20636515,30.58730957,429.7402174
1143,horim1143,33.25,n,128.875,e,3,3,0,0,0,0,3,0,0.009746,0.003248667,429.4275557,0,1.120247197,1.120247197,430.5478029
1144,horim1144,33.25,n,129.125,e,163,163,31,0,2,11,149,7,0.671088,0.004117104,379.8335682,0,50.71423474,50.71423474,430.5478029
1145,horim1145,33.25,n,129.375,e,207,207,33,0,2,17,185,12,1.020768,0.004931246,315.0984712,0,115.4493317,115.4493317,430.5478029
1146,horim1146,33.25,n,129.625,e,160,160,28,0,1,12,146,10,0.541337,0.003383356,138.5166961,272.694607,19.33649985,292.0311069,430.5478029
1147,horim1147,33.25,n,129.875,e,211,211,63,2,3,17,187,21,2.774509,0.013149332,10.80700086,419.7085283,0.032273761,419.7408021,430.5478029
1148,horim1148,33.25,n,130.125,e,169,169,26,0,1,12,155,14,0.523305,0.003096479,5.482970408,425.0648325,0,425.0648325,430.5478029
1149,horim1149,33.25,n,130.375,e,149,149,14,0,0,7,141,6,0.461373,0.003096463,4.039624099,426.5081788,0,426.5081788,430.5478029
1150,horim1150,33.25,n,130.625,e,190,190,25,0,1,13,174,13,0.576419,0.003033784,0,430.5478029,0,430.5478029,430.5478029
1151,horim1151,33.25,n,130.875,e,166,166,32,0,0,18,146,21,0.455544,0.002744241,0,430.5478029,0,430.5478029,430.5478029
1152,horim1152,33.25,n,131.125,e,136,136,18,0,0,8,125,10,0.322087,0.002368287,0,430.5478029,0,430.5478029,430.5478029
1153,horim1153,33.25,n,131.375,e,237,237,29,0,0,23,209,26,1.238746,0.005226776,0.104853183,430.4429497,0,430.4429497,430.5478029
1154,horim1154,33.25,n,131.625,e,168,168,18,0,0,10,156,8,0.434729,0.002587673,189.2904257,241.2197119,0.037665224,241.2573772,430.5478029
1155,horim1155,33.25,n,131.875,e,167,167,27,0,0,15,151,11,0.516249,0.003091311,333.3583316,95.91943984,1.270031449,97.18947129,430.5478029
1156,horim1156,33.25,n,132.375,e,137,137,22,0,0,10,126,7,0.503042,0.003671839,378.4475464,45.80482274,6.295433763,52.10025651,430.5478029
1157,horim1157,33.25,n,132.625,e,272,272,38,0,1,31,236,30,0.969717,0.003565136,25.733744,401.398334,3.415724934,404.8140589,430.5478029
1158,horim1158,33.25,n,132.875,e,211,211,54,0,4,25,176,29,0.817287,0.003873398,0,430.5478029,0,430.5478029,430.5478029
1159,horim1159,33.25,n,133.125,e,230,230,43,0,3,24,199,28,0.839414,0.003649626,13.94748345,416.5922493,0.008070181,416.6003195,430.5478029
1160,horim1160,33.25,n,133.375,e,120,120,22,0,0,9,111,9,0.447806,0.003731717,424.8441098,5.647214705,0.056478377,5.703693082,430.5478029
1161,horim1161,33.25,n,134.125,e,165,165,34,1,0,10,154,8,0.8384,0.005081212,379.2195517,51.25023516,0.078016002,51.32825117,430.5478029
1162,horim1162,33.083333,n,128.875,e,12,12,250,1,0,1,10,0,0.237056,0.019754667,430.8506999,0,0.501026493,0.501026493,431.3517264
1163,horim1163,33.083333,n,129.125,e,155,155,29,0,0,15,137,11,0.664613,0.004287826,387.5701135,0,43.78161289,43.78161289,431.3517264
1164,horim1164,33.083333,n,129.375,e,122,122,39,0,2,10,109,7,0.46528,0.003813771,427.4124444,0,3.939281969,3.939281969,431.3517264
1165,horim1165,33.083333,n,129.625,e,179,179,32,0,2,13,162,12,0.768711,0.004294475,301.8524919,98.13665123,31.36258331,129.4992345,431.3517264
1166,horim1166,33.083333,n,129.875,e,143,143,31,0,1,12,129,11,0.423177,0.00295928,106.1239429,294.921744,30.30603957,325.2277836,431.3517264
1167,horim1167,33.083333,n,130.125,e,200,200,24,0,0,16,182,13,0.626454,0.00313227,137.915979,293.433052,0.002695404,293.4357474,431.3517264
1168,horim1168,33.083333,n,130.375,e,154,154,17,0,1,6,145,6,0.449066,0.002916013,236.7399486,194.5875001,0.024277675,194.6117778,431.3517264
1169,horim1169,33.083333,n,130.625,e,217,217,26,0,2,13,198,13,0.692497,0.00319123,0,431.3517264,0,431.3517264,431.3517264
1170,horim1170,33.083333,n,130.875,e,192,192,32,0,1,18,172,21,1.546766,0.008056073,0,431.3517264,0,431.3517264,431.3517264
1171,horim1171,33.083333,n,131.125,e,190,190,32,0,0,20,166,27,0.765116,0.004026926,0,431.3517264,0,431.3517264,431.3517264
1172,horim1172,33.083333,n,131.375,e,196,196,38,0,1,22,171,30,0.834927,0.004259832,0,431.3517264,0,431.3517264,431.3517264
1173,horim1173,33.083333,n,131.625,e,97,97,25,0,0,8,86,7,0.253974,0.002618289,0,431.3517264,0,431.3517264,431.3517264
1174,horim1174,33.083333,n,131.875,e,247,247,36,0,2,24,218,25,0.902571,0.003654134,183.5913836,244.3785427,3.381800089,247.7603428,431.3517264
1175,horim1175,33.083333,n,132.125,e,141,141,27,0,1,10,129,7,0.483107,0.003426291,428.4343825,2.084463199,0.832880678,2.917343876,431.3517264
1176,horim1176,33.083333,n,132.375,e,203,203,26,0,1,15,186,11,0.931697,0.00458964,371.203806,55.66167422,4.486246185,60.14792041,431.3517264
1177,horim1177,33.083333,n,132.625,e,244,244,50,0,3,31,205,33,0.877242,0.003595254,0.81169591,430.5400305,0,430.5400305,431.3517264
1178,horim1178,33.083333,n,132.875,e,205,205,48,0,3,23,174,26,0.789425,0.003850854,0,431.3517264,0,431.3517264,431.3517264
1179,horim1179,33.083333,n,133.125,e,181,181,43,0,3,17,160,20,0.671036,0.003707381,224.962773,206.2757014,0.113252027,206.3889534,431.3517264
1180,horim1180,33.083333,n,139.625,e,128,128,76,2,3,5,116,10,0.843482,0.006589703,426.1888174,0,5.162909029,5.162909029,431.3517264
1181,horim1181,33.083333,n,139.875,e,128,128,76,2,3,5,116,10,0.843482,0.006589703,363.8967861,0,67.45494029,67.45494029,431.3517264
1182,horim1182,32.916667,n,128.875,e,58,58,31,0,0,6,52,5,0.289627,0.004993569,390.3616801,0,41.79030198,41.79030198,432.1519821
1183,horim1183,32.916667,n,129.125,e,197,197,35,0,2,17,176,13,0.847942,0.004304274,276.3278489,0,155.8241332,155.8241332,432.1519821
1184,horim1184,32.916667,n,129.375,e,89,89,47,0,2,8,79,5,0.33878,0.003806517,431.2641599,0,0.887822209,0.887822209,432.1519821
1185,horim1185,32.916667,n,129.625,e,95,95,25,0,0,8,87,6,0.453859,0.004777463,267.0313956,155.6278095,9.492776967,165.1205865,432.1519821
1186,horim1186,32.916667,n,129.875,e,153,153,49,1,1,13,136,10,0.549662,0.003592562,211.1841107,216.6405275,4.327343919,220.9678714,432.1519821
