scode,sampname,lat,ns,long,ew,rectotal,spcount,GHI,BK,GD,BU,GN,horim_end,sum_WE,CWE,ocean,mainisl,smallisl,totalland,totalarea
605,horim605,36.583333,n,137.375,e,103,103,67,0,3,13,82,23,0.363855,0.003532573,0,413.7082588,0,413.7082588,413.7082588
606,horim606,36.583333,n,137.625,e,143,143,133,1,8,28,100,46,1.401081,0.009797769,0,413.7082588,0,413.7082588,413.7082588
607,horim607,36.583333,n,137.875,e,133,133,100,1,3,26,102,37,0.777822,0.005848286,0,413.7082588,0,413.7082588,413.7082588
608,horim608,36.583333,n,138.125,e,101,101,33,0,0,11,89,13,0.229186,0.002269168,0,413.7082588,0,413.7082588,413.7082588
609,horim609,36.583333,n,138.375,e,56,56,101,0,1,16,39,18,0.386813,0.006907375,0,413.7082588,0,413.7082588,413.7082588
610,horim610,36.583333,n,138.625,e,188,188,60,0,2,31,151,43,0.76781,0.004084096,0,413.7082588,0,413.7082588,413.7082588
611,horim611,36.583333,n,138.875,e,106,106,22,0,0,8,97,13,0.226358,0.002135453,0,413.7082588,0,413.7082588,413.7082588
612,horim612,36.583333,n,139.125,e,201,201,59,0,2,33,163,42,0.638789,0.003178055,0,413.7082588,0,413.7082588,413.7082588
613,horim613,36.583333,n,139.375,e,190,190,60,0,3,29,155,42,0.578066,0.003042453,0,413.7082588,0,413.7082588,413.7082588
614,horim614,36.583333,n,139.625,e,196,196,53,0,2,29,164,40,0.73526,0.003751327,0,413.7082588,0,413.7082588,413.7082588
615,horim615,36.583333,n,139.875,e,176,176,41,0,2,18,154,27,0.62414,0.00354625,0,413.7082588,0,413.7082588,413.7082588
616,horim616,36.583333,n,140.125,e,142,142,34,0,2,10,129,19,0.310738,0.002188296,0,413.7082588,0,413.7082588,413.7082588
617,horim617,36.583333,n,140.375,e,179,179,45,0,2,21,154,32,0.6506,0.003634637,0,413.7082588,0,413.7082588,413.7082588
618,horim618,36.583333,n,140.625,e,158,158,43,0,2,17,138,22,0.421838,0.002669861,133.0281012,280.6749904,0.005167196,280.6801576,413.7082588
619,horim619,36.416667,n,133.375,e,109,109,46,1,1,5,102,6,0.381784,0.003502606,413.5234793,0,1.060798313,1.060798313,414.5842776
620,horim620,36.416667,n,136.375,e,43,43,6,0,0,1,42,1,0.07587,0.001764419,264.3482171,150.2360605,0,150.2360605,414.5842776
621,horim621,36.416667,n,136.625,e,126,126,21,0,0,9,116,14,0.265266,0.002105286,0,414.5842776,0,414.5842776,414.5842776
622,horim622,36.416667,n,136.875,e,101,101,45,0,1,12,86,19,0.234503,0.002321812,0,414.5842776,0,414.5842776,414.5842776
623,horim623,36.416667,n,137.125,e,51,51,47,0,1,5,45,8,0.106566,0.002089529,0,414.5842776,0,414.5842776,414.5842776
624,horim624,36.416667,n,137.375,e,142,142,82,0,5,23,110,36,0.604984,0.004260451,0,414.5842776,0,414.5842776,414.5842776
625,horim625,36.416667,n,137.625,e,189,189,117,1,9,35,137,55,1.535744,0.00812563,0,414.5842776,0,414.5842776,414.5842776
626,horim626,36.416667,n,137.875,e,142,142,68,0,3,23,114,33,0.429212,0.00302262,0,414.5842776,0,414.5842776,414.5842776
627,horim627,36.416667,n,138.125,e,99,99,30,0,0,10,89,12,0.216697,0.002188859,0,414.5842776,0,414.5842776,414.5842776
628,horim628,36.416667,n,138.375,e,150,150,54,0,2,21,125,25,0.534618,0.00356412,0,414.5842776,0,414.5842776,414.5842776
629,horim629,36.416667,n,138.625,e,227,227,58,0,3,35,187,47,0.878288,0.00386911,0,414.5842776,0,414.5842776,414.5842776
630,horim630,36.416667,n,138.875,e,153,153,64,0,2,26,121,33,0.446675,0.002919444,0,414.5842776,0,414.5842776,414.5842776
631,horim631,36.416667,n,139.125,e,142,142,34,0,1,13,127,16,0.314408,0.002214141,0,414.5842776,0,414.5842776,414.5842776
632,horim632,36.416667,n,139.375,e,151,151,35,0,1,15,135,21,0.332749,0.002203636,0,414.5842776,0,414.5842776,414.5842776
633,horim633,36.416667,n,139.625,e,201,201,37,0,1,22,177,32,0.50086,0.002491841,0,414.5842776,0,414.5842776,414.5842776
634,horim634,36.416667,n,139.875,e,117,117,23,0,0,9,107,11,0.238167,0.002035615,0,414.5842776,0,414.5842776,414.5842776
635,horim635,36.416667,n,140.125,e,161,161,29,0,1,13,147,19,0.370576,0.002301714,0,414.5842776,0,414.5842776,414.5842776
636,horim636,36.416667,n,140.375,e,150,150,20,0,0,10,139,10,0.352066,0.002347107,0,414.5842776,0,414.5842776,414.5842776
637,horim637,36.416667,n,140.625,e,95,95,31,0,1,7,87,5,0.244088,0.002569347,221.3239691,193.21365,0.046658384,193.2603084,414.5842776
638,horim638,36.25,n,133.125,e,58,58,118,2,1,2,53,4,0.446081,0.007691052,344.6070118,0,70.84973889,70.84973889,415.4567507
639,horim639,36.25,n,133.375,e,203,203,44,2,0,11,184,15,0.79859,0.003933941,244.7192655,0,170.7374852,170.7374852,415.4567507
640,horim640,36.25,n,136.125,e,115,115,7,0,0,3,112,5,0.235508,0.002047896,298.2029984,117.0667665,0.186985842,117.2537523,415.4567507
641,horim641,36.25,n,136.375,e,99,99,15,0,0,5,94,7,0.172519,0.001742616,8.986824439,406.4699263,0,406.4699263,415.4567507
642,horim642,36.25,n,136.625,e,113,113,70,0,3,17,91,27,0.31784,0.002812743,0,415.4567507,0,415.4567507,415.4567507
643,horim643,36.25,n,136.875,e,187,187,85,0,8,27,144,43,0.967639,0.00517454,0,415.4567507,0,415.4567507,415.4567507
644,horim644,36.25,n,137.125,e,37,37,72,0,1,6,30,9,0.102109,0.002759703,0,415.4567507,0,415.4567507,415.4567507
645,horim645,36.25,n,137.375,e,137,137,48,0,2,16,117,27,0.346262,0.00252746,0,415.4567507,0,415.4567507,415.4567507
646,horim646,36.25,n,137.625,e,213,213,109,1,11,33,161,54,1.557396,0.007311718,0,415.4567507,0,415.4567507,415.4567507
647,horim647,36.25,n,137.875,e,164,164,61,0,2,27,133,35,0.578162,0.003525378,0,415.4567507,0,415.4567507,415.4567507
648,horim648,36.25,n,138.125,e,169,169,66,0,3,28,137,38,0.556249,0.003291414,0,415.4567507,0,415.4567507,415.4567507
649,horim649,36.25,n,138.375,e,112,112,40,0,1,12,98,14,0.310523,0.002772527,0,415.4567507,0,415.4567507,415.4567507
650,horim650,36.25,n,138.625,e,192,192,53,0,2,28,161,39,0.598791,0.003118703,0,415.4567507,0,415.4567507,415.4567507
651,horim651,36.25,n,138.875,e,137,137,39,0,1,15,120,21,0.317604,0.002318277,0,415.4567507,0,415.4567507,415.4567507
652,horim652,36.25,n,139.125,e,58,58,10,0,0,2,56,4,0.096356,0.00166131,0,415.4567507,0,415.4567507,415.4567507
653,horim653,36.25,n,139.375,e,80,80,11,0,0,3,77,3,0.136645,0.001708063,0,415.4567507,0,415.4567507,415.4567507
654,horim654,36.25,n,139.625,e,134,134,20,0,0,9,124,12,0.284012,0.002119493,0,415.4567507,0,415.4567507,415.4567507
655,horim655,36.25,n,139.875,e,90,90,30,0,1,6,83,8,0.167432,0.001860356,0,415.4567507,0,415.4567507,415.4567507
656,horim656,36.25,n,140.125,e,213,213,40,0,1,25,183,31,0.578225,0.002714671,0,415.4567507,0,415.4567507,415.4567507
657,horim657,36.25,n,140.375,e,107,107,11,0,0,4,102,6,0.230935,0.002158271,0,415.4567507,0,415.4567507,415.4567507
658,horim658,36.25,n,140.625,e,81,81,26,0,1,4,75,4,0.219808,0.002713679,295.4017655,120.0342284,0.020756779,120.0549852,415.4567507
659,horim659,36.083333,n,132.875,e,102,102,44,1,1,3,97,3,0.377968,0.003705569,396.7568873,0,19.56878448,19.56878448,416.3256718
660,horim660,36.083333,n,133.125,e,165,165,51,2,0,10,152,11,0.650489,0.003942358,331.3772548,0,84.948417,84.948417,416.3256718
661,horim661,36.083333,n,133.375,e,85,85,52,1,1,3,80,4,0.331877,0.003904435,415.0935318,0,1.23214003,1.23214003,416.3256718
662,horim662,36.083333,n,135.875,e,8,8,0,0,0,0,8,0,0.019377,0.002422125,414.6509275,1.666931622,0.007812641,1.674744263,416.3256718
663,horim663,36.083333,n,136.125,e,139,139,43,1,1,8,127,17,0.376317,0.002707317,67.51832015,348.7735405,0.033811149,348.8073517,416.3256718
664,horim664,36.083333,n,136.375,e,114,114,27,0,1,7,102,11,0.302257,0.002651377,0,416.3256718,0,416.3256718,416.3256718
665,horim665,36.083333,n,136.625,e,175,175,74,0,5,27,138,40,0.608806,0.003478891,0,416.3256718,0,416.3256718,416.3256718
666,horim666,36.083333,n,136.875,e,190,190,98,1,7,31,147,48,1.066422,0.005612747,0,416.3256718,0,416.3256718,416.3256718
667,horim667,36.083333,n,137.125,e,119,119,71,0,2,22,93,34,0.464074,0.003899782,0,416.3256718,0,416.3256718,416.3256718
668,horim668,36.083333,n,137.375,e,160,160,69,0,4,25,130,36,0.530309,0.003314431,0,416.3256718,0,416.3256718,416.3256718
669,horim669,36.083333,n,137.625,e,224,224,99,1,8,40,171,61,1.465855,0.006543996,0,416.3256718,0,416.3256718,416.3256718
670,horim670,36.083333,n,137.875,e,133,133,54,0,2,18,111,28,0.380892,0.00286385,0,416.3256718,0,416.3256718,416.3256718
671,horim671,36.083333,n,138.125,e,123,123,74,0,2,24,95,29,0.574288,0.004669008,0,416.3256718,0,416.3256718,416.3256718
672,horim672,36.083333,n,138.375,e,150,150,128,2,5,28,107,39,1.123736,0.007491573,0,416.3256718,0,416.3256718,416.3256718
673,horim673,36.083333,n,138.625,e,95,95,82,0,2,20,73,28,0.324376,0.003414484,0,416.3256718,0,416.3256718,416.3256718
674,horim674,36.083333,n,138.875,e,156,156,63,0,3,24,128,33,0.451079,0.002891532,0,416.3256718,0,416.3256718,416.3256718
675,horim675,36.083333,n,139.125,e,144,144,44,0,1,18,124,26,0.342349,0.002377424,0,416.3256718,0,416.3256718,416.3256718
676,horim676,36.083333,n,139.375,e,103,103,20,0,0,7,95,9,0.220765,0.00214335,0,416.3256718,0,416.3256718,416.3256718
677,horim677,36.083333,n,139.625,e,47,47,6,0,0,1,45,1,0.090225,0.001919681,0,416.3256718,0,416.3256718,416.3256718
678,horim678,36.083333,n,139.875,e,49,49,18,0,0,3,46,3,0.096431,0.00196798,0,416.3256718,0,416.3256718,416.3256718
679,horim679,36.083333,n,140.125,e,81,81,18,0,0,5,76,6,0.156588,0.001933185,0,416.3256718,0,416.3256718,416.3256718
680,horim680,36.083333,n,140.375,e,90,90,13,0,0,4,85,5,0.166904,0.001854489,0,416.3256718,0,416.3256718,416.3256718
681,horim681,36.083333,n,140.625,e,65,65,9,0,0,2,63,3,0.122707,0.0018878,224.9468717,191.3788001,0,191.3788001,416.3256718
682,horim682,35.916667,n,133.125,e,1,1,0,0,0,0,1,0,0.002513,0.002513,415.4118934,0,1.779141081,1.779141081,417.1910344
683,horim683,35.916667,n,135.875,e,13,13,207,1,0,0,12,2,0.088846,0.006834308,399.8999839,17.28062399,0.010426567,17.29105056,417.1910344
684,horim684,35.916667,n,136.125,e,138,138,46,1,0,12,123,18,0.358563,0.002598283,13.84139866,403.3470261,0.002609703,403.3496358,417.1910344
685,horim685,35.916667,n,136.375,e,38,38,78,0,2,4,32,8,0.104217,0.002742553,0,417.1910344,0,417.1910344,417.1910344
686,horim686,35.916667,n,136.625,e,178,178,63,0,5,22,148,36,0.615145,0.003455871,0,417.1910344,0,417.1910344,417.1910344
687,horim687,35.916667,n,136.875,e,194,194,78,0,6,32,154,48,0.673517,0.003471737,0,417.1910344,0,417.1910344,417.1910344
688,horim688,35.916667,n,137.125,e,74,74,94,0,4,11,58,23,0.231227,0.003124689,0,417.1910344,0,417.1910344,417.1910344
689,horim689,35.916667,n,137.375,e,167,167,130,2,8,28,123,47,1.256251,0.007522461,0,417.1910344,0,417.1910344,417.1910344
690,horim690,35.916667,n,137.625,e,234,234,86,1,5,41,179,55,1.264772,0.005405009,0,417.1910344,0,417.1910344,417.1910344
691,horim691,35.916667,n,137.875,e,201,201,70,0,4,34,158,44,0.765068,0.003806309,0,417.1910344,0,417.1910344,417.1910344
692,horim692,35.916667,n,138.125,e,155,155,54,0,3,19,133,24,0.577134,0.003723445,0,417.1910344,0,417.1910344,417.1910344
693,horim693,35.916667,n,138.375,e,185,185,129,4,4,29,142,42,2.419506,0.013078411,0,417.1910344,0,417.1910344,417.1910344
694,horim694,35.916667,n,138.625,e,106,106,121,1,2,27,74,34,0.681226,0.00642666,0,417.1910344,0,417.1910344,417.1910344
695,horim695,35.916667,n,138.875,e,172,172,87,0,5,33,127,46,0.67867,0.003945756,0,417.1910344,0,417.1910344,417.1910344
696,horim696,35.916667,n,139.125,e,173,173,61,0,4,23,144,36,0.573505,0.003315058,0,417.1910344,0,417.1910344,417.1910344
697,horim697,35.916667,n,139.375,e,89,89,37,0,1,8,80,13,0.175573,0.00197273,0,417.1910344,0,417.1910344,417.1910344
698,horim698,35.916667,n,139.625,e,67,67,13,0,0,3,64,4,0.128004,0.001910508,0,417.1910344,0,417.1910344,417.1910344
699,horim699,35.916667,n,139.875,e,87,87,10,0,0,3,84,3,0.165543,0.001902793,0,417.1910344,0,417.1910344,417.1910344
700,horim700,35.916667,n,140.125,e,93,93,9,0,0,3,89,3,0.181102,0.001947333,0,417.1910344,0,417.1910344,417.1910344
701,horim701,35.916667,n,140.375,e,120,120,12,0,0,5,114,5,0.244126,0.002034383,0,417.1910344,0,417.1910344,417.1910344
702,horim702,35.916667,n,140.625,e,150,150,12,0,0,6,142,6,0.349853,0.002332353,68.05362773,348.960163,0.177243694,349.1374067,417.1910344
703,horim703,35.916667,n,140.875,e,0,0,0,0,0,0,0,0,0,0,414.8917409,2.299293532,0,2.299293532,417.1910344
704,horim704,35.75,n,134.625,e,4,4,75,0,0,1,3,1,0.009623,0.00240575,418.0449858,0.007846528,0,0.007846528,418.0528323
705,horim705,35.75,n,134.875,e,101,101,18,0,0,6,93,10,0.208717,0.002066505,412.9374313,5.099709289,0.0156917,5.115400989,418.0528323
706,horim706,35.75,n,135.125,e,100,100,30,0,1,7,90,11,0.253507,0.00253507,247.5548209,170.4614274,0.03658408,170.4980114,418.0528323
707,horim707,35.75,n,135.375,e,15,15,200,1,0,1,13,2,0.091989,0.0061326,383.9555344,33.66059175,0.43670613,34.09729788,418.0528323
708,horim708,35.75,n,135.875,e,58,58,77,1,0,6,51,6,0.192548,0.003319793,397.7344819,20.31835043,0,20.31835043,418.0528323
709,horim709,35.75,n,136.125,e,188,188,56,1,2,20,162,27,0.54485,0.002898138,118.193669,299.8460998,0.013063502,299.8591633,418.0528323
710,horim710,35.75,n,136.375,e,23,23,104,0,2,2,19,6,0.099064,0.00430713,0,418.0528323,0,418.0528323,418.0528323
711,horim711,35.75,n,136.625,e,192,192,63,0,4,28,157,40,0.605018,0.003151135,0,418.0528323,0,418.0528323,418.0528323
712,horim712,35.75,n,136.875,e,166,166,54,0,3,21,141,30,0.468292,0.002821036,0,418.0528323,0,418.0528323,418.0528323
713,horim713,35.75,n,137.125,e,127,127,63,0,4,15,108,28,0.320623,0.002524591,0,418.0528323,0,418.0528323,418.0528323
714,horim714,35.75,n,137.375,e,152,152,82,0,5,27,120,39,0.525302,0.003455934,0,418.0528323,0,418.0528323,418.0528323
715,horim715,35.75,n,137.625,e,225,225,73,0,4,42,175,56,0.966575,0.004295889,0,418.0528323,0,418.0528323,418.0528323
716,horim716,35.75,n,137.875,e,237,237,117,3,9,36,181,55,3.115409,0.013145186,0,418.0528323,0,418.0528323,418.0528323
717,horim717,35.75,n,138.125,e,246,246,137,5,8,40,185,58,3.452444,0.014034325,0,418.0528323,0,418.0528323,418.0528323
718,horim718,35.75,n,138.375,e,241,241,73,1,3,39,190,52,1.093035,0.004535415,0,418.0528323,0,418.0528323,418.0528323
719,horim719,35.75,n,138.625,e,171,171,45,0,1,23,146,30,0.491119,0.002872041,0,418.0528323,0,418.0528323,418.0528323
720,horim720,35.75,n,138.875,e,162,162,62,0,2,27,129,36,0.513256,0.003168247,0,418.0528323,0,418.0528323,418.0528323
721,horim721,35.75,n,139.125,e,127,127,71,0,3,20,98,28,0.377465,0.002972165,0,418.0528323,0,418.0528323,418.0528323
722,horim722,35.75,n,139.375,e,130,130,32,0,1,11,117,19,0.272242,0.002094169,0,418.0528323,0,418.0528323,418.0528323
723,horim723,35.75,n,139.625,e,137,137,30,0,1,11,124,11,0.33522,0.002446861,0,418.0528323,0,418.0528323,418.0528323
724,horim724,35.75,n,139.875,e,99,99,15,0,0,5,93,4,0.203223,0.002052758,3.802648505,412.7542052,1.495978607,414.2501838,418.0528323
725,horim725,35.75,n,140.125,e,90,90,6,0,0,2,87,3,0.183542,0.002039356,0,418.0528323,0,418.0528323,418.0528323
726,horim726,35.75,n,140.375,e,131,131,16,0,1,4,125,8,0.286766,0.002189053,0,418.0528323,0,418.0528323,418.0528323
727,horim727,35.75,n,140.625,e,84,84,10,0,0,3,80,3,0.180944,0.002154095,27.63121298,390.4111597,0.010459609,390.4216193,418.0528323
728,horim728,35.75,n,140.875,e,84,84,3,0,0,1,83,2,0.170508,0.002029857,319.3756124,98.64585585,0.031364059,98.67721991,418.0528323
729,horim729,35.583333,n,132.875,e,140,140,17,0,0,8,131,10,0.306135,0.002186679,395.3189536,23.54756754,0.044537873,23.59210541,418.911059
730,horim730,35.583333,n,133.125,e,147,147,18,0,0,9,135,13,0.336121,0.002286537,251.9577209,166.0002614,0.953076717,166.9533381,418.911059
731,horim731,35.583333,n,133.375,e,149,149,20,0,0,10,139,10,0.342008,0.002295356,401.524753,17.31822591,0.068080109,17.38630602,418.911059
732,horim732,35.583333,n,133.625,e,109,109,33,1,0,3,104,5,0.389074,0.003569486,386.2091013,32.69147546,0.010482219,32.70195768,418.911059
733,horim733,35.583333,n,133.875,e,109,109,41,1,1,3,104,5,0.401031,0.003679184,403.5201134,15.3909456,0,15.3909456,418.911059
734,horim734,35.583333,n,134.125,e,218,218,44,2,0,14,198,22,0.768699,0.003526142,349.6021548,69.28008855,0.028815639,69.30890419,418.911059
735,horim735,35.583333,n,134.375,e,185,185,32,1,0,11,171,15,0.506371,0.002737141,158.1490891,260.6598845,0.102085397,260.7619699,418.911059
736,horim736,35.583333,n,134.625,e,110,110,42,1,0,6,100,11,0.315901,0.002871827,29.57138127,389.0467084,0.292969315,389.3396777,418.911059
737,horim737,35.583333,n,134.875,e,134,134,64,2,0,10,119,18,0.512557,0.003825052,29.61341152,389.2741042,0.023543229,389.2976475,418.911059
738,horim738,35.583333,n,135.125,e,132,132,27,0,0,12,119,17,0.265897,0.002014371,22.20499235,396.7060667,0,396.7060667,418.911059
739,horim739,35.583333,n,135.375,e,144,144,68,2,0,14,125,21,1.395021,0.009687646,304.4613057,113.6617631,0.787990189,114.4497533,418.911059
740,horim740,35.583333,n,135.625,e,97,97,59,1,0,10,85,12,0.270016,0.00278367,382.4717676,36.35545286,0.083838566,36.43929143,418.911059
741,horim741,35.583333,n,135.875,e,114,114,55,1,0,12,101,17,0.323479,0.002837535,187.5269948,230.9967499,0.387314279,231.3840642,418.911059
742,horim742,35.583333,n,136.125,e,171,171,62,1,2,20,144,30,0.511481,0.002991117,3.520728842,415.3903302,0,415.3903302,418.911059
743,horim743,35.583333,n,136.375,e,160,160,34,0,0,18,140,23,0.383149,0.002394681,0,418.911059,0,418.911059,418.911059
744,horim744,35.583333,n,136.625,e,226,226,48,0,3,27,194,38,0.662834,0.002932894,0,418.911059,0,418.911059,418.911059
745,horim745,35.583333,n,136.875,e,216,216,54,0,4,27,183,40,0.670856,0.003105815,0,418.911059,0,418.911059,418.911059
746,horim746,35.583333,n,137.125,e,171,171,55,0,3,22,144,32,0.480082,0.002807497,0,418.911059,0,418.911059,418.911059
747,horim747,35.583333,n,137.375,e,134,134,54,0,2,18,113,25,0.331469,0.002473649,0,418.911059,0,418.911059,418.911059
748,horim748,35.583333,n,137.625,e,269,269,80,1,7,41,214,59,1.204853,0.004479007,0,418.911059,0,418.911059,418.911059
749,horim749,35.583333,n,137.875,e,252,252,79,1,6,39,203,56,1.083783,0.004300726,0,418.911059,0,418.911059,418.911059
750,horim750,35.583333,n,138.125,e,256,256,119,4,7,41,195,56,2.02784,0.00792125,0,418.911059,0,418.911059,418.911059
751,horim751,35.583333,n,138.375,e,216,216,97,2,4,39,167,52,1.068079,0.00494481,0,418.911059,0,418.911059,418.911059
752,horim752,35.583333,n,138.625,e,57,57,36,0,0,7,50,7,0.119993,0.00210514,0,418.911059,0,418.911059,418.911059
753,horim753,35.583333,n,138.875,e,162,162,63,0,3,25,133,34,0.521018,0.003216161,0,418.911059,0,418.911059,418.911059
754,horim754,35.583333,n,139.125,e,225,225,51,0,1,35,187,41,0.662089,0.002942618,0,418.911059,0,418.911059,418.911059
755,horim755,35.583333,n,139.375,e,215,215,40,0,1,26,187,29,0.735752,0.003422102,0,418.911059,0,418.911059,418.911059
756,horim756,35.583333,n,139.625,e,144,144,16,0,0,8,135,9,0.307702,0.002136819,0.87260787,417.3020126,0.73643857,418.0384511,418.911059
757,horim757,35.583333,n,139.875,e,27,27,0,0,0,0,27,0,0.041176,0.001525037,308.2765299,80.76491338,29.86961575,110.6345291,418.911059
758,horim758,35.583333,n,140.125,e,134,134,6,0,0,3,131,6,0.268261,0.002001948,108.0752438,310.8358152,0,310.8358152,418.911059
759,horim759,35.583333,n,140.375,e,145,145,23,0,1,8,134,10,0.361263,0.002491469,24.90100104,394.010058,0,394.010058,418.911059
760,horim760,35.583333,n,140.625,e,78,78,7,0,0,2,76,2,0.149414,0.001915564,364.5643544,54.34670462,0,54.34670462,418.911059
761,horim761,35.416667,n,132.625,e,177,177,22,0,0,13,162,12,0.443398,0.002505073,322.7694984,96.94899949,0.047210408,96.9962099,419.7657083
762,horim762,35.416667,n,132.875,e,178,178,25,0,1,12,164,17,0.413621,0.002323714,16.10004014,403.6630466,0.002621596,403.6656682,419.7657083
763,horim763,35.416667,n,133.125,e,183,183,23,0,0,14,167,18,0.450739,0.002463055,0,419.7657083,0,419.7657083,419.7657083
764,horim764,35.416667,n,133.375,e,179,179,18,0,0,11,165,17,0.412319,0.002303458,66.98179864,352.7839097,0,352.7839097,419.7657083
765,horim765,35.416667,n,133.625,e,195,195,43,0,2,22,167,33,0.594215,0.003047256,0.222775523,419.5429328,0,419.5429328,419.7657083
766,horim766,35.416667,n,133.875,e,186,186,37,0,1,20,161,26,0.517588,0.002782731,1.590886626,418.1748217,0,418.1748217,419.7657083
767,horim767,35.416667,n,134.125,e,154,154,43,0,1,19,131,27,0.424183,0.002754435,0,419.7657083,0,419.7657083,419.7657083
768,horim768,35.416667,n,134.375,e,180,180,35,0,0,21,156,28,0.466448,0.002591378,0,419.7657083,0,419.7657083,419.7657083
769,horim769,35.416667,n,134.625,e,217,217,40,0,1,26,186,34,0.652217,0.003005608,0,419.7657083,0,419.7657083,419.7657083
770,horim770,35.416667,n,134.875,e,103,103,38,0,0,13,89,17,0.240505,0.002335,0,419.7657083,0,419.7657083,419.7657083
771,horim771,35.416667,n,135.125,e,154,154,37,0,0,19,134,25,0.41516,0.002695844,0,419.7657083,0,419.7657083,419.7657083
772,horim772,35.416667,n,135.375,e,158,158,22,0,1,9,147,17,0.329306,0.002084215,17.54512723,401.8510017,0.369579349,402.2205811,419.7657083
773,horim773,35.416667,n,135.625,e,114,114,71,1,2,12,98,20,0.355825,0.003121272,28.38965373,391.3183911,0.057663476,391.3760546,419.7657083
774,horim774,35.416667,n,135.875,e,87,87,52,0,1,12,73,18,0.235678,0.002708943,0,419.7657083,0,419.7657083,419.7657083
775,horim775,35.416667,n,136.125,e,169,169,32,0,0,18,149,22,0.382598,0.002263894,0,419.7657083,0,419.7657083,419.7657083
776,horim776,35.416667,n,136.375,e,243,243,48,0,2,33,207,43,0.687338,0.002828551,0,419.7657083,0,419.7657083,419.7657083
777,horim777,35.416667,n,136.625,e,175,175,34,0,1,17,155,23,0.423189,0.002418223,0,419.7657083,0,419.7657083,419.7657083
778,horim778,35.416667,n,136.875,e,189,189,40,0,2,19,166,25,0.481034,0.002545153,0,419.7657083,0,419.7657083,419.7657083
779,horim779,35.416667,n,137.125,e,195,195,43,0,2,22,170,27,0.493809,0.002532354,0,419.7657083,0,419.7657083,419.7657083
780,horim780,35.416667,n,137.375,e,149,149,52,0,2,20,127,26,0.41474,0.00278349,0,419.7657083,0,419.7657083,419.7657083
781,horim781,35.416667,n,137.625,e,283,283,75,1,6,43,227,60,1.272421,0.004496187,0,419.7657083,0,419.7657083,419.7657083
782,horim782,35.416667,n,137.875,e,253,253,66,0,5,41,206,54,0.860659,0.003401814,0,419.7657083,0,419.7657083,419.7657083
783,horim783,35.416667,n,138.125,e,250,250,114,3,8,41,189,61,1.698112,0.006792448,0,419.7657083,0,419.7657083,419.7657083
784,horim784,35.416667,n,138.375,e,188,188,88,1,3,37,146,46,0.804254,0.004277947,0,419.7657083,0,419.7657083,419.7657083
785,horim785,35.416667,n,138.625,e,156,156,111,1,5,31,111,44,1.358252,0.008706744,0,419.7657083,0,419.7657083,419.7657083
786,horim786,35.416667,n,138.875,e,180,180,93,1,6,28,142,40,1.286198,0.007145544,0,419.7657083,0,419.7657083,419.7657083
787,horim787,35.416667,n,139.125,e,252,252,64,0,5,38,205,49,0.839828,0.003332651,0,419.7657083,0,419.7657083,419.7657083
788,horim788,35.416667,n,139.375,e,175,175,36,0,1,18,154,20,0.424456,0.002425463,0,419.7657083,0,419.7657083,419.7657083
789,horim789,35.416667,n,139.625,e,150,150,28,0,1,11,137,10,0.338006,0.002253373,128.2390535,277.2972708,14.22938394,291.5266548,419.7657083
790,horim790,35.416667,n,139.875,e,85,85,14,0,0,4,81,5,0.167016,0.001964894,288.8148971,127.6560112,3.294800021,130.9508112,419.7657083
791,horim791,35.416667,n,140.125,e,133,133,18,0,1,5,126,8,0.27453,0.002064135,6.970041194,412.7773183,0.018348851,412.7956671,419.7657083
792,horim792,35.416667,n,140.375,e,137,137,19,0,1,6,129,7,0.325734,0.00237762,157.6409903,262.124718,0,262.124718,419.7657083
793,horim793,35.25,n,132.375,e,118,118,20,0,0,8,109,8,0.284446,0.002410559,390.1199398,30.4521025,0.044731664,30.49683416,420.6167739
794,horim794,35.25,n,132.625,e,157,157,23,0,1,9,146,10,0.377742,0.002406,107.958706,312.6396682,0.018399754,312.658068,420.6167739
795,horim795,35.25,n,132.875,e,156,156,21,0,1,8,147,13,0.347999,0.002230763,0,420.6167739,0,420.6167739,420.6167739
796,horim796,35.25,n,133.125,e,92,92,35,0,2,5,85,11,0.194077,0.002109533,0,420.6167739,0,420.6167739,420.6167739
797,horim797,35.25,n,133.375,e,157,157,46,0,2,18,135,22,0.398158,0.002536038,0,420.6167739,0,420.6167739,420.6167739
798,horim798,35.25,n,133.625,e,182,182,53,0,2,26,151,38,0.516558,0.002838231,0,420.6167739,0,420.6167739,420.6167739
799,horim799,35.25,n,133.875,e,161,161,41,0,1,19,139,28,0.409786,0.002545255,0,420.6167739,0,420.6167739,420.6167739
800,horim800,35.25,n,134.125,e,214,214,45,0,1,29,181,39,0.622093,0.002906977,0,420.6167739,0,420.6167739,420.6167739
801,horim801,35.25,n,134.375,e,195,195,61,1,1,27,160,38,0.597992,0.003066626,0,420.6167739,0,420.6167739,420.6167739
802,horim802,35.25,n,134.625,e,149,149,40,0,0,20,128,30,0.422572,0.002836054,0,420.6167739,0,420.6167739,420.6167739
803,horim803,35.25,n,134.875,e,123,123,22,0,0,9,112,15,0.275822,0.002242455,0,420.6167739,0,420.6167739,420.6167739
804,horim804,35.25,n,135.125,e,124,124,29,0,0,12,111,15,0.271964,0.002193258,0,420.6167739,0,420.6167739,420.6167739
