tag,del,spnumber,taxstat,family,species,genus,sp1,author1,rank1,sp2,author2,rank2,sp3,author3,hybrid,spquick,star,star_geo,star_geod,star_geou,star_infa,star_infs,tdwgtotals,origin,kew_fam,apg_fam,apg_order,moss
"*"," ",3733,"acc","Thelypteridaceae","Thelypteris ogasawarensis (Nakai) H. It{o^} ex Honda","Thelypteris","ogasawarensis","(Nakai) H. It{o^} ex Honda","","","","","",""," ","THEOGA","BK","BK","BK","BK","BK","BK",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3734,"acc","Thelypteridaceae","Thelypteris viridifrons Tagawa","Thelypteris","viridifrons","Tagawa","","","","","",""," ","THEVIR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3735,"acc","Thelypteridaceae","Thelypteris palustris (Salisb.) Schott","Thelypteris","palustris","(Salisb.) Schott","","","","","",""," ","THEPAL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3736,"acc","Thelypteridaceae","Thelypteris interrupta (Willd.) K. Iwats.","Thelypteris","interrupta","(Willd.) K. Iwats.","","","","","",""," ","THEINT","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3737,"acc","Thelypteridaceae","Thelypteris quelpaertensis (H. Christ) Ching","Thelypteris","quelpaertensis","(H. Christ) Ching","","","","","",""," ","THEQUE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3738,"acc","Thelypteridaceae","Thelypteris angulariloba Ching","Thelypteris","angulariloba","Ching","","","","","",""," ","THEANG","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3739,"acc","Thelypteridaceae","Thelypteris japonica (Baker) Ching","Thelypteris","japonica","(Baker) Ching","","","","","",""," ","THEJAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3740,"acc","Thelypteridaceae","Thelypteris castanea (Tagawa) Ching","Thelypteris","castanea","(Tagawa) Ching","","","","","",""," ","THECAS","GD","GD","GD","GD","GD","GD",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3741,"acc","Thelypteridaceae","Thelypteris beddomei (Baker) Ching","Thelypteris","beddomei","(Baker) Ching","","","","","",""," ","THEBED","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3742,"acc","Thelypteridaceae","Thelypteris nipponica (Franch. et Sav.) Ching","Thelypteris","nipponica","(Franch. et Sav.) Ching","","","","","",""," ","THENIP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3743,"acc","Thelypteridaceae","Thelypteris glanduligera (Kunze) Ching","Thelypteris","glanduligera","(Kunze) Ching","","","","","",""," ","THEGLA1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3744,"acc","Thelypteridaceae","Thelypteris angustifrons (Miq.) Ching","Thelypteris","angustifrons","(Miq.) Ching","","","","","",""," ","THEANG1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3745,"acc","Thelypteridaceae","Thelypteris cystopteroides (D. C. Eaton) Ching","Thelypteris","cystopteroides","(D. C. Eaton) Ching","","","","","",""," ","THECYS","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3746,"acc","Thelypteridaceae","Thelypteris erubescens (N. Wall. ex Hook.) Ching","Thelypteris","erubescens","(N. Wall. ex Hook.) Ching","","","","","",""," ","THEERU","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3747,"acc","Thelypteridaceae","Thelypteris truncata (Poir.) K. Iwats.","Thelypteris","truncata","(Poir.) K. Iwats.","","","","","",""," ","THETRU","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3748,"acc","Thelypteridaceae","Thelypteris acuminata (Houtt.) C. V. Morton","Thelypteris","acuminata","(Houtt.) C. V. Morton","","","","","",""," ","THEACU","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3749,"acc","Thelypteridaceae","Thelypteris subpubescens (Blume) K. Iwats.","Thelypteris","subpubescens","(Blume) K. Iwats.","","","","","",""," ","THESUB1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3750,"acc","Thelypteridaceae","Thelypteris dentata (Forssk.) H. St. John","Thelypteris","dentata","(Forssk.) H. St. John","","","","","",""," ","THEDEN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3751,"acc","Thelypteridaceae","Thelypteris parasitica (L.) K. Iwats.","Thelypteris","parasitica","(L.) K. Iwats.","","","","","",""," ","THEPAR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3752,"acc","Thelypteridaceae","Thelypteris boninensis (Kodama ex Koidz.) K. Iwats.","Thelypteris","boninensis","(Kodama ex Koidz.) K. Iwats.","","","","","",""," ","THEBON","BK","BK","BK","BK","BK","BK",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3753,"acc","Thelypteridaceae","Thelypteris taiwanensis (C. Chr.) K. Iwats.","Thelypteris","taiwanensis","(C. Chr.) K. Iwats.","","","","","",""," ","THETAI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3754,"acc","Thelypteridaceae","Thelypteris liukiuensis (H. Christ) K. Iwats.","Thelypteris","liukiuensis","(H. Christ) K. Iwats.","","","","","",""," ","THELIU","GD","GD","GD","GD","GD","GD",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3755,"acc","Thelypteridaceae","Thelypteris triphylla (Sw.) K. Iwats.","Thelypteris","triphylla","(Sw.) K. Iwats.","","","","","",""," ","THETRI1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3756,"acc","Thelypteridaceae","Thelypteris simplex (Hook.) K. Iwats.","Thelypteris","simplex","(Hook.) K. Iwats.","","","","","",""," ","THESIM","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3757,"acc","Thelypteridaceae","Thelypteris insularis (K. Iwats.) K. Iwats.","Thelypteris","insularis","(K. Iwats.) K. Iwats.","","","","","",""," ","THEINS","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Thelypteridaceae","","",""
"*"," ",3758,"acc","Woodsiaceae","Matteuccia struthiopteris (L.) Tod.","Matteuccia","struthiopteris","(L.) Tod.","","","","","",""," ","MATSTR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3759,"acc","Woodsiaceae","Onoclea orientalis (Hook.) Hook.","Onoclea","orientalis","(Hook.) Hook.","","","","","",""," ","ONOORI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3760,"acc","Woodsiaceae","Onoclea sensibilis L. var. interrupta","Onoclea","sensibilis","L.","var.","interrupta","","","",""," ","ONOSEN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3761,"acc","Woodsiaceae","Woodsia glabella R. Br. ex Rich.","Woodsia","glabella","R. Br. ex Rich.","","","","","",""," ","WOOGLA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3762,"acc","Woodsiaceae","Woodsia ilvensis (L.) R. Br.","Woodsia","ilvensis","(L.) R. Br.","","","","","",""," ","WOOILV","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3763,"acc","Woodsiaceae","Woodsia macrochlaena Mett. ex Kuhn","Woodsia","macrochlaena","Mett. ex Kuhn","","","","","",""," ","WOOMAC","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3764,"acc","Woodsiaceae","Woodsia polystichoides D. C. Eaton","Woodsia","polystichoides","D. C. Eaton","","","","","",""," ","WOOPOL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3765,"acc","Woodsiaceae","Woodsia intermedia Tagawa","Woodsia","intermedia","Tagawa","","","","","",""," ","WOOINT1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3766,"acc","Woodsiaceae","Woodsia subcordata Turcz.","Woodsia","subcordata","Turcz.","","","","","",""," ","WOOSUB","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3767,"acc","Woodsiaceae","Woodsia manchuriensis Hook.","Woodsia","manchuriensis","Hook.","","","","","",""," ","WOOMAN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3768,"acc","Woodsiaceae","Hypodematium crenatum (Forssk.) Kuhn subsp. fauriei Kodama","Hypodematium","crenatum","(Forssk.) Kuhn","subsp.","fauriei","Kodama","","",""," ","HYPCRE","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3769,"acc","Woodsiaceae","Hypodematium glanduloso-pilosum (Tagawa) Ohwi","Hypodematium","glanduloso-pilosum","(Tagawa) Ohwi","","","","","",""," ","HYPGLA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3770,"acc","Woodsiaceae","Hypodematium fordii (Baker) Ching","Hypodematium","fordii","(Baker) Ching","","","","","",""," ","HYPFOR","BU","BU","BU","BU","BU","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3771,"acc","Woodsiaceae","Acystopteris japonica (Luerss.) Nakai","Acystopteris","japonica","(Luerss.) Nakai","","","","","",""," ","ACYJAP","BU","BU","BU","BU","BU","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3772,"acc","Woodsiaceae","Acystopteris tenuisecta (Blume) Tagawa","Acystopteris","tenuisecta","(Blume) Tagawa","","","","","",""," ","ACYTEN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3773,"acc","Woodsiaceae","Cystopteris sudetica A. Br. et Milde","Cystopteris","sudetica","A. Br. et Milde","","","","","",""," ","CYSSUD","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3774,"acc","Woodsiaceae","Cystopteris fragilis (L.) Bernh.","Cystopteris","fragilis","(L.) Bernh.","","","","","",""," ","CYSFRA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3775,"acc","Woodsiaceae","Gymnocarpium dryopteris (L.) Newman","Gymnocarpium","dryopteris","(L.) Newman","","","","","",""," ","GYMDRY","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3776,"acc","Woodsiaceae","Gymnocarpium jessoense (Koidz.) Koidz.","Gymnocarpium","jessoense","(Koidz.) Koidz.","","","","","",""," ","GYMJES","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3777,"acc","Woodsiaceae","Gymnocarpium oyamense (Baker) Ching","Gymnocarpium","oyamense","(Baker) Ching","","","","","",""," ","GYMOYA1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3778,"acc","Woodsiaceae","Gymnocarpium bipinnatifidum Miyam.","Gymnocarpium","bipinnatifidum","Miyam.","","","","","",""," ","GYMBIP","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3779,"acc","Woodsiaceae","Athyrium nakanoi Makino","Athyrium","nakanoi","Makino","","","","","",""," ","ATHNAK","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3780,"acc","Woodsiaceae","Athyrium atkinsonii Bedd.","Athyrium","atkinsonii","Bedd.","","","","","",""," ","ATHATK","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3781,"acc","Woodsiaceae","Athyrium spinulosum (Maxim.) Milde","Athyrium","spinulosum","(Maxim.) Milde","","","","","",""," ","ATHSPI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3782,"acc","Woodsiaceae","Athyrium sheareri (Baker) Ching","Athyrium","sheareri","(Baker) Ching","","","","","",""," ","ATHSHE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3783,"acc","Woodsiaceae","Athyrium yokoscense (Franch. et Sav.) H. Christ","Athyrium","yokoscense","(Franch. et Sav.) H. Christ","","","","","",""," ","ATHYOK2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3784,"acc","Woodsiaceae","Athyrium nikkoense Makino","Athyrium","nikkoense","Makino","","","","","",""," ","ATHNIK","BU","BU","BU","BU","BU","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3785,"acc","Woodsiaceae","Athyrium rupestre Kodama","Athyrium","rupestre","Kodama","","","","","",""," ","ATHRUP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3786,"acc","Woodsiaceae","Athyrium kirisimaense Tagawa","Athyrium","kirisimaense","Tagawa","","","","","",""," ","ATHKIR","GD","GD","GD","GD","GD","GD",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3787,"acc","Woodsiaceae","Athyrium strigillosum (Lowe) T. Moore ex Salomon","Athyrium","strigillosum","(Lowe) T. Moore ex Salomon","","","","","",""," ","ATHSTR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3788,"acc","Woodsiaceae","Athyrium iseanum Rosenst.","Athyrium","iseanum","Rosenst.","","","","","",""," ","ATHISE1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3789,"acc","Woodsiaceae","Athyrium tozanense (Hayata) Hayata","Athyrium","tozanense","(Hayata) Hayata","","","","","",""," ","ATHTOZ","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3790,"acc","Woodsiaceae","Athyrium masamunei Seriz.","Athyrium","masamunei","Seriz.","","","","","",""," ","ATHMAS","BK","BK","BK","BK","BK","BK",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3791,"acc","Woodsiaceae","Athyrium silvicola Tagawa","Athyrium","silvicola","Tagawa","","","","","",""," ","ATHSIL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3792,"acc","Woodsiaceae","Athyrium frangulum Tagawa","Athyrium","frangulum","Tagawa","","","","","",""," ","ATHFRA","BU","BU","BU","BU","BU","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3793,"acc","Woodsiaceae","Athyrium alpestre (Hoppe) Clairv.","Athyrium","alpestre","(Hoppe) Clairv.","","","","","",""," ","ATHALP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3794,"acc","Woodsiaceae","Athyrium reflexipinnatum Hayata","Athyrium","reflexipinnatum","Hayata","","","","","",""," ","ATHREF","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3795,"acc","Woodsiaceae","Athyrium palustre Seriz.","Athyrium","palustre","Seriz.","","","","","",""," ","ATHPAL","GD","GD","GD","GD","GD","GD",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3796,"acc","Woodsiaceae","Athyrium melanolepis (Franch. et Sav.) H. Christ","Athyrium","melanolepis","(Franch. et Sav.) H. Christ","","","","","",""," ","ATHMEL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3797,"acc","Woodsiaceae","Athyrium brevifrons Nakai ex Kitag.","Athyrium","brevifrons","Nakai ex Kitag.","","","","","",""," ","ATHBRE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3798,"acc","Woodsiaceae","Athyrium deltoidofrons Makino","Athyrium","deltoidofrons","Makino","","","","","",""," ","ATHDEL2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3799,"acc","Woodsiaceae","Athyrium pinetorum Tagawa","Athyrium","pinetorum","Tagawa","","","","","",""," ","ATHPIN","BU","BU","BU","BU","BU","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3800,"acc","Woodsiaceae","Athyrium neglectum Seriz.","Athyrium","neglectum","Seriz.","","","","","",""," ","ATHNEG1","BU","BU","BU","BU","BU","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3801,"acc","Woodsiaceae","Athyrium otophorum (Miq.) Koidz.","Athyrium","otophorum","(Miq.) Koidz.","","","","","",""," ","ATHOTO2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3802,"acc","Woodsiaceae","Athyrium oblitescens Sa. Kurata","Athyrium","oblitescens","Sa. Kurata","","","","","",""," ","ATHOBL","BU","BU","BU","BU","BU","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3803,"acc","Woodsiaceae","Athyrium yakusimense Tagawa","Athyrium","yakusimense","Tagawa","","","","","",""," ","ATHYAK","BK","BK","BK","BK","BK","BK",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3804,"acc","Woodsiaceae","Athyrium viridescentipes Sa. Kurata","Athyrium","viridescentipes","Sa. Kurata","","","","","",""," ","ATHVIR","BK","BK","BK","BK","BK","BK",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3805,"acc","Woodsiaceae","Athyrium subrigescens (Hayata) Hayata ex H. It{o^}","Athyrium","subrigescens","(Hayata) Hayata ex H. It{o^}","","","","","",""," ","ATHSUB1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3806,"acc","Woodsiaceae","Athyrium eremicola Oka et Sa. Kurata","Athyrium","eremicola","Oka et Sa. Kurata","","","","","",""," ","ATHERE","GD","GD","GD","GD","GD","GD",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3807,"acc","Woodsiaceae","Athyrium kenzo-satakei Sa. Kurata","Athyrium","kenzo-satakei","Sa. Kurata","","","","","",""," ","ATHKEN","BK","BK","BK","BK","BK","BK",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3808,"acc","Woodsiaceae","Athyrium arisanense (Hayata) Tagawa","Athyrium","arisanense","(Hayata) Tagawa","","","","","",""," ","ATHARI","GD","GD","GD","GD","GD","GD",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3809,"acc","Woodsiaceae","Athyrium kuratae Seriz.","Athyrium","kuratae","Seriz.","","","","","",""," ","ATHKUR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3810,"acc","Woodsiaceae","Athyrium vidalii (Franch. et Sav.) Nakai","Athyrium","vidalii","(Franch. et Sav.) Nakai","","","","","",""," ","ATHVID2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3811,"acc","Woodsiaceae","Athyrium clivicola Tagawa","Athyrium","clivicola","Tagawa","","","","","",""," ","ATHCLI","BU","BU","BU","BU","BU","BU",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3812,"acc","Woodsiaceae","Athyrium wardii (Hook.) Makino","Athyrium","wardii","(Hook.) Makino","","","","","",""," ","ATHWAR3","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3813,"acc","Woodsiaceae","Athyrium niponicum (Mett.) Hance","Athyrium","niponicum","(Mett.) Hance","","","","","",""," ","ATHNIP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3814,"acc","Woodsiaceae","Athyrium inouei Sa. Kurata","Athyrium","inouei","Sa. Kurata","","","","","",""," ","ATHINO","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3815,"acc","Woodsiaceae","Athyrium mentiense Sa. Kurata","Athyrium","mentiense","Sa. Kurata","","","","","",""," ","ATHMEN","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3816,"acc","Woodsiaceae","Athyrium saitoanum (Sugim.) Seriz.","Athyrium","saitoanum","(Sugim.) Seriz.","","","","","",""," ","ATHSAI","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3817,"acc","Woodsiaceae","Athyrium pseudo-iseanum Sa. Kurata","Athyrium","pseudo-iseanum","Sa. Kurata","","","","","",""," ","ATHPSE","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3818,"acc","Woodsiaceae","Athyrium yakumonticola Sa. Kurata","Athyrium","yakumonticola","Sa. Kurata","","","","","",""," ","ATHYAK1","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3819,"acc","Woodsiaceae","Athyrium masayukianum Sa. Kurata","Athyrium","masayukianum","Sa. Kurata","","","","","",""," ","ATHMAS1","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3820,"acc","Woodsiaceae","Athyrium hisatsuanum Sa. Kurata","Athyrium","hisatsuanum","Sa. Kurata","","","","","",""," ","ATHHIS","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3821,"acc","Woodsiaceae","Athyrium ikutae Sa. Kurata","Athyrium","ikutae","Sa. Kurata","","","","","",""," ","ATHIKU","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3822,"acc","Woodsiaceae","Athyrium kawabataeoides Sa. Kurata","Athyrium","kawabataeoides","Sa. Kurata","","","","","",""," ","ATHKAW","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3823,"acc","Woodsiaceae","Athyrium shikoku-montanum Seriz.","Athyrium","shikoku-montanum","Seriz.","","","","","",""," ","ATHSHI","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3824,"acc","Woodsiaceae","Athyrium paludicola Sa. Kurata ex Seriz.","Athyrium","paludicola","Sa. Kurata ex Seriz.","","","","","",""," ","ATHPAL1","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
"*"," ",3825,"acc","Woodsiaceae","Athyrium multifidum Rosenst.","Athyrium","multifidum","Rosenst.","","","","","",""," ","ATHMUL","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan Vol. I","Woodsiaceae","","",""
