tag,del,spnumber,taxstat,synof,family,species,genus,sp1,homonym,author1,rank1,sp2,author2,rank2,sp3,author3,star,tdwgtotals,origin,star_geo,star_geod,star_geou,star_infa,star_infs,horim_page,horim_uniq,kewstar,xtdwgtotal,tdwgareas
*, ,28562,acc,0,Orchidaceae,Platanthera tipuloides  var. tipuloides,Platanthera,tipuloides,0,,var.,tipuloides,,,,,GN,13,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,13,1467.986257
*, ,28563,acc,0,Orchidaceae,Platanthera ussuriensis (Regel) Maxim.,Platanthera,ussuriensis,0,(Regel) Maxim.,,,,,,,GN,9,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,9,586.212104
*, ,28564,acc,0,Orchidaceae,Platanthera yakumontana Masam.,Platanthera,yakumontana,0,Masam.,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,38.084234
*, ,28673,acc,0,Orchidaceae,Pogonia japonica Rchb.f.,Pogonia,japonica,0,Rchb.f.,,,,,,,GN,12,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,12,845.245416
*, ,28674,acc,0,Orchidaceae,Pogonia minor (Makino) Makino,Pogonia,minor,0,(Makino) Makino,,,,,,,GN,3,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,3,63.865778
*, ,28686,acc,0,Orchidaceae,Ponerorchis chidorii (Makino) Ohwi,Ponerorchis,chidorii,0,(Makino) Ohwi,,,,,,,BU/,1,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,1,37.894518
*, ,28687,acc,0,Orchidaceae,Ponerorchis curtipes (Ohwi) J.M.H.Shaw,Ponerorchis,curtipes,0,(Ohwi) J.M.H.Shaw,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,37.894518
*, ,28688,acc,0,Orchidaceae,Ponerorchis graminifolia Rchb.f.,Ponerorchis,graminifolia,0,Rchb.f.,,,,,,,BU/,2,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,2,60.6627
*, ,28689,acc,0,Orchidaceae,Ponerorchis joo-iokiana (Makino) So?,Ponerorchis,joo-iokiana,0,(Makino) So?,,,,,,,BU/,2,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,2,60.6627
*, ,28690,acc,0,Orchidaceae,Ponerorchis kurokamiana (Hatus. & Ohwi) J.M.H.Shaw,Ponerorchis,kurokamiana,0,(Hatus. & Ohwi) J.M.H.Shaw,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,862,*,BK,1,37.894518
*, ,28702,acc,0,Orchidaceae,Rhomboda yakusimensis (Masam.) Ormerod,Rhomboda,yakusimensis,0,(Masam.) Ormerod,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,200.094408
*, ,28723,acc,0,Orchidaceae,Sedirea japonica (Rchb.f.) Garay & H.R.Sweet,Sedirea,japonica,0,(Rchb.f.) Garay & H.R.Sweet,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,312.723945
*, ,28736,acc,0,Orchidaceae,Spiranthes sinensis (Pers.) Ames,Spiranthes,sinensis,0,(Pers.) Ames,,,,,,,GN,65,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,65,4748.802111
*, ,28769,acc,0,Orchidaceae,Stigmatodactylus sikokianus Maxim. ex Makino,Stigmatodactylus,sikokianus,0,Maxim. ex Makino,,,,,,,GN,3,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,3,172.243842
*, ,28775,acc,0,Orchidaceae,Taeniophyllum glandulosum Blume,Taeniophyllum,glandulosum,0,Blume,,,,,,,GN,15,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,15,546.650694
*, ,28783,acc,0,Orchidaceae,Tainia laxiflora Makino,Tainia,laxiflora,0,Makino,,,,,,,BU,3,Kew WCSP,BU,BU,BU,BU,BU,0,,BU,3,41.287312
*, ,28789,acc,0,Orchidaceae,Thrixspermum japonicum (Miq.) Rchb.f.,Thrixspermum,japonicum,0,(Miq.) Rchb.f.,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,315.737307
*, ,28790,acc,0,Orchidaceae,Thrixspermum laurisilvaticum (Fukuy.) Garay,Thrixspermum,laurisilvaticum,0,(Fukuy.) Garay,,,,,,,GN,4,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,4,199.904692
*, ,28792,acc,0,Orchidaceae,Tipularia harae (Maek.) S.C.Chen,Tipularia,harae,0,(Maek.) S.C.Chen,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,37.894518
*, ,28793,acc,0,Orchidaceae,Tipularia japonica Matsum.,Tipularia,japonica,0,Matsum.,,,,,,,BU/,2,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,2,60.6627
*, ,28798,acc,0,Orchidaceae,Tropidia nipponica Masam.,Tropidia,nipponica,0,Masam.,,,,,,,BU/,3,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,3,41.287312
*, ,28820,acc,0,Orchidaceae,Yoania amagiensis Nakai & F. Maek.,Yoania,amagiensis,0,Nakai & F. Maek.,,,,,,,BU/,1,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,1,37.894518
*, ,28821,acc,0,Orchidaceae,Yoania flava K.Inoue & T.Yukawa,Yoania,flava,0,K.Inoue & T.Yukawa,,,,,,,BU/,1,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,1,37.894518
*, ,28822,acc,0,Orchidaceae,Yoania japonica Maxim.,Yoania,japonica,0,Maxim.,,,,,,,GN,4,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,4,187.624737
*, ,28826,acc,0,Orchidaceae,Zeuxine agyokuana Fukuy.,Zeuxine,agyokuana,0,Fukuy.,,,,,,,BU/,3,Kew WCSP,BU,GN,GD,BU,BU,0,,GN,3,41.287312
*, ,28827,acc,0,Orchidaceae,Zeuxine strateumatica (L.) Schltr.,Zeuxine,strateumatica,0,(L.) Schltr.,,,,,,,GN,32,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,53,1417.167249
*, ,28846,acc,0,Orchidaceae,Acanthephippium pictum Fukuy.,Acanthephippium,pictum,0,Fukuy.,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,28847,acc,0,Orchidaceae,Acanthephippium sylhetense Lindl.,Acanthephippium,sylhetense,0,Lindl.,,,,,,,GN,12,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,12,554.161389
*, ,28862,acc,0,Orchidaceae,Anoectochilus formosanus Hayata,Anoectochilus,formosanus,0,Hayata,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,28863,acc,0,Orchidaceae,Anoectochilus koshunensis Hayata,Anoectochilus,koshunensis,0,Hayata,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,28872,acc,0,Orchidaceae,Arachnis labrosa (Lindl. & Paxton) Rchb.f.,Arachnis,labrosa,0,(Lindl. & Paxton) Rchb.f.,,,,,,,GN,10,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,10,414.542971
*, ,28873,acc,0,Orchidaceae,Arachnis labrosa  var. labrosa,Arachnis,labrosa,0,,var.,labrosa,,,,,GN,10,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,10,414.542971
*, ,28883,acc,0,Orchidaceae,Arundina graminifolia (D. Don) Hochr.,Arundina,graminifolia,0,(D. Don) Hochr.,,,,,,,GN,26,Kew WCSP,GN,GN,GN,GN,GN,440,*,GN,42,1062.454209
*, ,28910,acc,0,Orchidaceae,Bletilla formosana (Hayata) Schltr.,Bletilla,formosana,0,(Hayata) Schltr.,,,,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,476.339152
*, ,28919,acc,0,Orchidaceae,Bulbophyllum affine Wall. ex Lindl.,Bulbophyllum,affine,0,Wall. ex Lindl.,,,,,,,GN,14,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,14,491.563319
*, ,28921,acc,0,Orchidaceae,Calanthe densiflora Lindl.,Calanthe,densiflora,0,Lindl.,,,,,,,GN,13,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,13,548.519902
*, ,28922,acc,0,Orchidaceae,Calanthe sieboldii Decne. ex Regel,Calanthe,sieboldii,0,Decne. ex Regel,,,,,,,GN,4,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,4,157.307222
*, ,28923,acc,0,Orchidaceae,Calanthe speciosa (Blume) Lindl.,Calanthe,speciosa,0,(Blume) Lindl.,,,,,,,GN,12,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,12,345.100713
*, ,28941,acc,0,Orchidaceae,Cheirostylis liukiuensis Masam.,Cheirostylis,liukiuensis,0,Masam.,,,,,,,GD,3,Kew WCSP,GD,GD,GD,GD,GD,0,,GN,3,134.53904
*, ,28942,acc,0,Orchidaceae,Cheirostylis takeoi (Hayata) Schltr.,Cheirostylis,takeoi,0,(Hayata) Schltr.,,,,,,,BU,3,Kew WCSP,BU,BU,BU,BU,BU,0,,GN,3,31.053644
*, ,28951,acc,0,Orchidaceae,Cleisostoma uraiense (Hayata) Garay & H.R.Sweet,Cleisostoma,uraiense,0,(Hayata) Garay & H.R.Sweet,,,,,,,GN,3,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,87.888605
*, ,28968,acc,0,Orchidaceae,Corymborkis veratrifolia (Reinw.) Blume,Corymborkis,veratrifolia,0,(Reinw.) Blume,,,,,,,GN,38,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,38,1101.364131
*, ,28987,acc,0,Orchidaceae,Crepidium bancanoides (Ames) Szlach.,Crepidium,bancanoides,0,(Ames) Szlach.,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,86.201815
*, ,28988,acc,0,Orchidaceae,Crepidium kandae (T.Hashim.) Marg.,Crepidium,kandae,0,(T.Hashim.) Marg.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,28989,acc,0,Orchidaceae,Crepidium matsudae (Yamam.) Szlach.,Crepidium,matsudae,0,(Yamam.) Szlach.,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,28993,acc,0,Orchidaceae,Cymbidium macrorhizon Lindl.,Cymbidium,macrorhizon,0,Lindl.,,,,,,,GN,13,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,13,439.079982
*, ,28994,acc,0,Orchidaceae,Cymbidium sinense (Jacks.) Willd.,Cymbidium,sinense,0,(Jacks.) Willd.,,,,,,,GN,10,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,10,414.732687
*, ,29021,acc,0,Orchidaceae,Dendrobium okinawense Hatus. & Ida,Dendrobium,okinawense,0,Hatus. & Ida,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,29023,acc,0,Orchidaceae,Didymoplexis pallens Griff.,Didymoplexis,pallens,0,Griff.,,,,,,,GN,24,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,24,1250.25939
*, ,29028,acc,0,Orchidaceae,Dienia ophrydis (J.K?nig) Seidenf.,Dienia,ophrydis,0,(J.K?nig) Seidenf.,,,,,,,GN,28,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,28,1108.856886
*, ,29035,acc,0,Orchidaceae,Disperis neilgherrensis Wight,Disperis,neilgherrensis,0,Wight,,,,,,,GN,13,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,13,547.916829
*, ,29069,acc,0,Orchidaceae,Eulophia graminea Lindl.,Eulophia,graminea,0,Lindl.,,,,,,,GN,24,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,26,946.749667
*, ,29077,acc,0,Orchidaceae,Gastrodia javanica (Blume) Lindl.,Gastrodia,javanica,0,(Blume) Lindl.,,,,,,,GN,9,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,9,322.190091
*, ,29078,acc,0,Orchidaceae,Gastrodia shimizuana Tuyama,Gastrodia,shimizuana,0,Tuyama,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,29087,acc,0,Orchidaceae,Geodorum densiflorum (Lam.) Schltr.,Geodorum,densiflorum,0,(Lam.) Schltr.,,,,,,,GN,38,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,38,1449.611105
*, ,29099,acc,0,Orchidaceae,Goodyera rubicunda (Blume) Lindl.,Goodyera,rubicunda,0,(Blume) Lindl.,,,,,,,GN,23,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,23,582.941606
*, ,29123,acc,0,Orchidaceae,Habenaria pantlingiana Kraenzl.,Habenaria,pantlingiana,0,Kraenzl.,,,,,,,GN,7,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,7,190.767912
*, ,29124,acc,0,Orchidaceae,Habenaria polytricha Rolfe,Habenaria,polytricha,0,Rolfe,,,,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,291.864045
*, ,29125,acc,0,Orchidaceae,Habenaria robustior (Wight) Hook. f.,Habenaria,robustior,0,(Wight) Hook. f.,,,,,,,GN,4,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,4,297.744837
*, ,29126,acc,0,Orchidaceae,Habenaria stenopetala Lindl.,Habenaria,stenopetala,0,Lindl.,,,,,,,GN,15,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,15,706.748478
*, ,29143,acc,0,Orchidaceae,Hetaeria oblongifolia Blume,Hetaeria,oblongifolia,0,Blume,,,,,,,GN,27,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,27,532.983571
*, ,29163,acc,0,Orchidaceae,Lecanorchis brachycarpa Ohwi,Lecanorchis,brachycarpa,0,Ohwi,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,29164,acc,0,Orchidaceae,Lecanorchis flavicans Fukuy.,Lecanorchis,flavicans,0,Fukuy.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,29175,syn,29298,Orchidaceae,Liparis elliptica Wight,Liparis,elliptica,0,Wight,,,,,,,!,18,Kew WCSP,,,,,!,0,,GN,0,0
*, ,29182,acc,0,Orchidaceae,Macodes petola (Blume) Lindl.,Macodes,petola,0,(Blume) Lindl.,,,,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,144.653735
*, ,29224,acc,0,Orchidaceae,Oberonia arisanensis Hayata,Oberonia,arisanensis,0,Hayata,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,29226,acc,0,Orchidaceae,Odontochilus tashiroi (Maxim.) Makino,Odontochilus,tashiroi,0,(Maxim.) Makino,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,29238,acc,0,Orchidaceae,Phaius mishmensis (Lindl. & Paxton) Rchb.f.,Phaius,mishmensis,0,(Lindl. & Paxton) Rchb.f.,,,,,,,GN,12,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,12,563.930092
*, ,29248,acc,0,Orchidaceae,Pinalia ovata (Lindl.) W.Suarez & Cootes,Pinalia,ovata,0,(Lindl.) W.Suarez & Cootes,,,,,,,GN,7,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,7,180.636381
*, ,29252,acc,0,Orchidaceae,Platanthera sonoharae Masam.,Platanthera,sonoharae,0,Masam.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,29253,acc,0,Orchidaceae,Platanthera stenoglossa  subsp. iriomotensis (Masam.) K.Inoue,Platanthera,stenoglossa,0,,subsp.,iriomotensis,(Masam.) K.Inoue,,,,BK,1,Kew WCSP,BK,BK,BK,GD,GD,0,,BK,1,0.189716
*, ,29275,acc,0,Orchidaceae,X sedirisia liukiuensis (Schltr.) J.M.H.Shaw,X sedirisia,liukiuensis,0,(Schltr.) J.M.H.Shaw,,,,,,,hyb,1,Kew WCSP,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,0.189716
*, ,29277,acc,0,Orchidaceae,Spathoglottis plicata Blume,Spathoglottis,plicata,0,Blume,,,,,,,GN,37,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,50,851.072277
*, ,29290,acc,0,Orchidaceae,Staurochilus luchuensis (Rolfe) Fukuy.,Staurochilus,luchuensis,0,(Rolfe) Fukuy.,,,,,,,GN,3,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,3,27.884551
*, ,29293,acc,0,Orchidaceae,Stereosandra javanica Blume,Stereosandra,javanica,0,Blume,,,,,,,GN,14,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,14,421.492893
*, ,29300,acc,0,Orchidaceae,Thrixspermum fantasticum L.O.Williams,Thrixspermum,fantasticum,0,L.O.Williams,,,,,,,BU,3,Kew WCSP,BU,BU,BU,BU,BU,0,,GN,3,27.884551
*, ,29304,acc,0,Orchidaceae,Tropidia somae Hayata,Tropidia,somae,0,Hayata,,,,,,,BK,3,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,3,3.392794
*, ,29307,acc,0,Orchidaceae,Vanda lamellata Lindl.,Vanda,lamellata,0,Lindl.,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,88.178547
*, ,29308,acc,0,Orchidaceae,Vanda lamellata  var. lamellata,Vanda,lamellata,0,,var.,lamellata,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,88.178547
*, ,29321,acc,0,Orchidaceae,Zeuxine affinis (Lindl.) Benth. ex Hook. f.,Zeuxine,affinis,0,(Lindl.) Benth. ex Hook. f.,,,,,,,GN,17,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,17,705.437023
*, ,29322,acc,0,Orchidaceae,Zeuxine nervosa (Wall. ex Lindl.) Benth. ex Trimen,Zeuxine,nervosa,0,(Wall. ex Lindl.) Benth. ex Trimen,,,,,,,GN,16,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,16,614.125595
*, ,29323,acc,0,Orchidaceae,Zeuxine odorata Fukuy.,Zeuxine,odorata,0,Fukuy.,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,3.392794
*, ,29324,acc,0,Orchidaceae,Zeuxine parvifolia (Ridl.) Seidenf.,Zeuxine,parvifolia,0,(Ridl.) Seidenf.,,,,,,,GN,14,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,14,524.00438
*, ,29345,acc,0,Orchidaceae,Bulbophyllum boninense (Schltr.) J.J.Sm.,Bulbophyllum,boninense,0,(Schltr.) J.J.Sm.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29347,acc,0,Orchidaceae,Calanthe hattorii Schltr.,Calanthe,hattorii,0,Schltr.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29348,acc,0,Orchidaceae,Calanthe hoshii S.Kobay.,Calanthe,hoshii,0,S.Kobay.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29351,acc,0,Orchidaceae,Eulophia toyoshimae Nakai,Eulophia,toyoshimae,0,Nakai,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29352,acc,0,Orchidaceae,Gastrodia boninensis Tuyama,Gastrodia,boninensis,0,Tuyama,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29353,acc,0,Orchidaceae,Goodyera boninensis Nakai,Goodyera,boninensis,0,Nakai,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29355,acc,0,Orchidaceae,Liparis hostifolia (Koidz.) Koidz. ex Nakai,Liparis,hostifolia,0,(Koidz.) Koidz. ex Nakai,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,0.010638
*, ,29357,acc,0,Orchidaceae,Luisia boninensis Schltr.,Luisia,boninensis,0,Schltr.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29358,acc,0,Orchidaceae,Malaxis boninensis (Koidz.) K.Nakaj.,Malaxis,boninensis,0,(Koidz.) K.Nakaj.,,,,,,,BK,2,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,2,0.010638
*, ,29359,acc,0,Orchidaceae,Malaxis hahajimensis S.Kobay.,Malaxis,hahajimensis,0,S.Kobay.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29362,acc,0,Orchidaceae,Platanthera boninensis Koidz.,Platanthera,boninensis,0,Koidz.,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.00696
*, ,29364,acc,0,Gramineae,Agrostis clavata Trin.,Agrostis,clavata,0,Trin.,,,,,,,GN,9,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,9,1056.454123
*, ,29365,acc,0,Gramineae,Agrostis flaccida Hack.,Agrostis,flaccida,0,Hack.,,,,,,,GN,3,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,3,61.922787
*, ,29367,acc,0,Gramineae,Agrostis hideoi Ohwi,Agrostis,hideoi,0,Ohwi,,,,,,,BK,1,Kew WCSP GrassL,BK,BK,BK,BK,BK,0,,,1,37.894518
*, ,29369,acc,0,Gramineae,Agrostis nipponensis Honda,Agrostis,nipponensis,0,Honda,,,,,,,GN,1,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,1,37.894518
*, ,29373,acc,0,Gramineae,Alopecurus aequalis SOBOL.,Alopecurus,aequalis,0,SOBOL.,,,,,,,GN,95,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,99,5219.869322
*, ,29374,acc,0,Gramineae,Alopecurus japonicus Steud.,Alopecurus,japonicus,0,Steud.,,,,,,,GN,4,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,4,402.895725
*, ,29378,acc,0,Gramineae,Anthoxanthum japonicum (Maxim.) Hackel ex Matsumura,Anthoxanthum,japonicum,0,(Maxim.) Hackel ex Matsumura,,,,,,,GN/,1,Kew WCSP GrassL,GN,GN,BU,GN,GN,0,,,1,37.894518
*, ,29381,acc,0,Gramineae,Arthraxon hispidus (Thunb.) Makino,Arthraxon,hispidus,0,(Thunb.) Makino,,,,,,,GN,48,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,48,2872.989289
*, ,29395,acc,0,Gramineae,Arundo donax L.,Arundo,donax,0,L.,,,,,,,GN,16,Kew WCSP GrassL,GN,GN,GN,GN,GN,406,*,,73,861.200451
*, ,29402,acc,0,Gramineae,Brachyelytrum japonicum (Hack.) Matsum. ex Honda,Brachyelytrum,japonicum,0,(Hack.) Matsum. ex Honda,,,,,,,GN,3,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,3,173.792378
*, ,29404,acc,0,Gramineae,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium,sylvaticum,0,(Huds.) Beauv.,,,,,,,GN,69,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,71,2979.627282
*, ,29406,acc,0,Gramineae,Bromus ciliatus L.,Bromus,ciliatus,0,L.,,,,,,,GN,53,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,53,2146.646251
*, ,29408,acc,0,Gramineae,Bromus inermis Leyss.,Bromus,inermis,0,Leyss.,,,,,,,GN,42,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,129,3914.647976
*, ,29409,acc,0,Gramineae,Bromus japonicus Thunb.,Bromus,japonicus,0,Thunb.,,,,,,,GN,35,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,39,2078.113187
*, ,29415,acc,0,Gramineae,Brylkinia caudata (Munro) F. Schmidt,Brylkinia,caudata,0,(Munro) F. Schmidt,,,,,,,GN,4,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,4,140.222436
*, ,29417,acc,0,Gramineae,Calamagrostis autumnalis Koidz.,Calamagrostis,autumnalis,0,Koidz.,,,,,,,BK,1,Kew WCSP GrassL,BK,BK,BK,BK,BK,0,,,1,37.894518
*, ,29418,acc,0,Gramineae,Calamagrostis deschampsioides Trin.,Calamagrostis,deschampsioides,0,Trin.,,,,,,,GN,16,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,16,2952.782251
*, ,29419,acc,0,Gramineae,Calamagrostis epigeios (L.) Roth,Calamagrostis,epigeios,0,(L.) Roth,,,,,,,GN,51,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,71,2221.068958
*, ,29420,acc,0,Gramineae,Calamagrostis fauriei Hack.,Calamagrostis,fauriei,0,Hack.,,,,,,,BU/,1,Kew WCSP GrassL,BU,GN,GD,BU,BU,0,,,1,37.894518
*, ,29421,acc,0,Gramineae,Calamagrostis gigas Takeda,Calamagrostis,gigas,0,Takeda,,,,,,,GD/,1,Kew WCSP GrassL,GD,BU,BK,GD,GD,0,,,1,37.894518
*, ,29422,acc,0,Gramineae,Calamagrostis hakonensis Franch. & Sav.,Calamagrostis,hakonensis,0,Franch. & Sav.,,,,,,,GN,3,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,3,152.284283
*, ,29423,acc,0,Gramineae,Calamagrostis longiseta Hack.,Calamagrostis,longiseta,0,Hack.,,,,,,,BK/,1,Kew WCSP GrassL,BK,GD,BK,BK,BK,0,,,1,37.894518
*, ,29424,acc,0,Gramineae,Calamagrostis matsumurae Maxim.,Calamagrostis,matsumurae,0,Maxim.,,,,,,,GD/,1,Kew WCSP GrassL,GD,BU,BK,GD,GD,0,,,1,37.894518
*, ,29425,acc,0,Gramineae,Calamagrostis pseudophragmites (Hall.) Koel.,Calamagrostis,pseudophragmites,0,(Hall.) Koel.,,,,,,,GN,36,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,36,2007.120724
*, ,29426,acc,0,Gramineae,Calamagrostis purpurascens R. Br.,Calamagrostis,purpurascens,0,R. Br.,,,,,,,GN,31,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,31,3927.839467
*, ,29427,acc,0,Gramineae,Calamagrostis purpurea (Trin.) Trin.,Calamagrostis,purpurea,0,(Trin.) Trin.,,,,,,,GN,42,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,42,4683.406323
*, ,29428,acc,0,Gramineae,Calamagrostis sachalinensis F. Schmidt,Calamagrostis,sachalinensis,0,F. Schmidt,,,,,,,GN,4,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,4,121.191989
*, ,29430,acc,0,Gramineae,Calamagrostis tashiroi Ohwi,Calamagrostis,tashiroi,0,Ohwi,,,,,,,GD,1,Kew WCSP GrassL,GD,GD,GD,GD,GD,0,,,1,37.894518
*, ,29431,acc,0,Gramineae,Capillipedium parviflorum (R. Br.) Stapf,Capillipedium,parviflorum,0,(R. Br.) Stapf,,,,,,,GN,18,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,18,1349.619681
*, ,29433,acc,0,Gramineae,Chikusichloa aquatica Koidz.,Chikusichloa,aquatica,0,Koidz.,,,,,,,GN/,4,Kew WCSP GrassL,GN,GN,BU,GN,GN,0,,,4,207.537184
*, ,29434,acc,0,Gramineae,Chimonobambusa marmorea (Mitf.) Makino,Chimonobambusa,marmorea,0,(Mitf.) Makino,,,,,,,GN,2,Kew WCSP GrassL,GN,GN,GN,GN,GN,0,,,2,169.040764
