tag,del,spnumber,taxstat,synof,family,species,genus,sp1,homonym,author1,rank1,sp2,author2,rank2,sp3,author3,star,tdwgtotals,origin,star_geo,star_geod,star_geou,star_infa,star_infs,horim_page,horim_uniq,kewstar,xtdwgtotal,tdwgareas
*, ,7647,syn,4794,Rubiaceae,Aidia canthioides (Champ. ex Benth.) Masamune,Aidia,canthioides,0,(Champ. ex Benth.) Masamune,,,,,,,!,6,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7654,syn,4800,Rubiaceae,Leptopetalum grayi (Benth. et Hook. f.) Hatusima,Leptopetalum,grayi,0,(Benth. et Hook. f.) Hatusima,,,,,,,!,1,Flora of Japan IIIa,,,,,!,0,,BK,0,0
*, ,7655,syn,4801,Rubiaceae,Leptopetalum mexicanum Hook. et Arn.,Leptopetalum,mexicanum,0,Hook. et Arn.,,,,,,,!,2,Flora of Japan IIIa,,,,,!,0,,BK,0,0
*, ,7657,syn,4805,Rubiaceae,Oldenlandia verticillata L.,Oldenlandia,verticillata,0,L.,,,,,,,!,24,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7678,syn,425,Rubiaceae,Lasianthus formosensis Matsum.,Lasianthus,formosensis,0,Matsum.,,,,,,,!,7,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7683,syn,428,Rubiaceae,Damnacanthus major Sieb. et Zucc.,Damnacanthus,major,0,Sieb. et Zucc.,,,,,,,!,4,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7699,syn,4836,Rubiaceae,Spermacoce hispida L.,Spermacoce,hispida,0,L.,,,,,,,!,17,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7700,syn,4836,Rubiaceae,Spermacoce articularis L. f.,Spermacoce,articularis,0,L. f.,,,,,,,!,16,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7706,syn,439,Rubiaceae,Galium japonicum (Maxim.) Makino et Nakai,Galium,japonicum,0,(Maxim.) Makino et Nakai,,,,,,,!,2,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7774,syn,4892,,Volkameria inermis L.,Volkameria,inermis,0,L.,,,,,,,!,39,Flora of Japan IIIa,,,,,!,336,,GN,0,0
*, ,7797,syn,4916,Verbenaceae,Stachytarpheta cayennensis Hatusima,Stachytarpheta,cayennensis,0,Hatusima,,,,,,,!,35,Flora of Japan IIIa,,,,,!,0,,GNx,0,0
*, ,7853,syn,468,Labiatae,Glechoma grandis (A. Gray) Kudo,Glechoma,grandis,0,(A. Gray) Kudo,,,,,,,!,3,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7860,syn,4966,Labiatae,Ajugoides humilis (Miq.) Makino,Ajugoides,humilis,0,(Miq.) Makino,,,,,,,!,1,Flora of Japan IIIa,,,,,!,0,,BU,0,0
*, ,7862,syn,4967,Labiatae,Matsumurella tuberifera (Makino) Makino,Matsumurella,tuberifera,0,(Makino) Makino,,,,,,,!,4,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7871,syn,4972,Labiatae,Anisomeles indica (L.) O. Kuntze,Anisomeles,indica,0,(L.) O. Kuntze,,,,,,,!,29,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7890,syn,4977,Labiatae,Comanthosphace japonica (Miq.) S. Moore,Comanthosphace,japonica,0,(Miq.) S. Moore,,,,,,,!,2,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,7894,syn,4978,Labiatae,Comanthosphace stellipila (Miq.) S. Moore,Comanthosphace,stellipila,0,(Miq.) S. Moore,,,,,,,!,1,Flora of Japan IIIa,,,,,!,0,,GD,0,0
*, ,8154,syn,5197,Campanulaceae,Campanula dasyantha Matsum.,Campanula,dasyantha,0,Matsum.,,,,,,,!,15,Flora of Japan IIIa,,,,,!,0,,GN,0,0
*, ,8231,syn,5269,Euphorbiaceae,Putranjiva matsumurae Koidz.,Putranjiva,matsumurae,0,Koidz.,,,,,,,!,2,Flora of Japan Vol. IIc,,,,,!,0,,BK,0,0
*, ,8253,syn,5275,Euphorbiaceae,Phyllanthus urinaria Hayata,Phyllanthus,urinaria,0,Hayata,,,,,,,!,60,Flora of Japan Vol. IIc,,,,,!,0,,GN,0,0
*, ,8299,syn,5290,Euphorbiaceae,Alchornea ulmifolia (M{uu}ll. Arg.) Hurus.,Alchornea,ulmifolia,0,(M{uu}ll. Arg.) Hurus.,,,,,,,!,1,Flora of Japan Vol. IIc,,,,,!,0,,BK,0,0
*, ,8335,syn,5300,Euphorbiaceae,Vernicia cordata (Thunb.) Airy Shaw,Vernicia,cordata,0,(Thunb.) Airy Shaw,,,,,,,!,1,Flora of Japan Vol. IIc,,,,,!,0,,BU,0,0
*, ,8349,syn,5302,Euphorbiaceae,Triadica sebifera (L.) Small,Triadica,sebifera,0,(L.) Small,,,,,,,!,5,Flora of Japan Vol. IIc,,,,,!,0,,GN,0,0
*, ,8353,syn,5304,Euphorbiaceae,Euphorbia hirta L.,Euphorbia,hirta,0,L.,,,,,,,!,46,Flora of Japan Vol. IIc,,,,,!,0,,GNx,0,0
*, ,8356,syn,5305,Euphorbiaceae,Euphorbia atoto G. Forst.,Euphorbia,atoto,0,G. Forst.,,,,,,,!,34,Flora of Japan Vol. IIc,,,,,!,161,,GN,0,0
*, ,8358,syn,5305,Euphorbiaceae,Euphorbia chamissonis Hatus.,Euphorbia,chamissonis,0,Hatus.,,,,,,,!,14,Flora of Japan Vol. IIc,,,,,!,161,,GN,0,0
*, ,8359,syn,5307,Euphorbiaceae,Euphorbia liukiuensis Hayata,Euphorbia,liukiuensis,0,Hayata,,,,,,,!,1,Flora of Japan Vol. IIc,,,,,!,0,,BK,0,0
*, ,8360,syn,5308,Euphorbiaceae,Euphorbia makinoi Hayata,Euphorbia,makinoi,0,Hayata,,,,,,,!,4,Flora of Japan Vol. IIc,,,,,!,0,,GNx,0,0
*, ,8361,syn,5309,Euphorbiaceae,Euphorbia humifusa Willd. ex D. F. K. Schltdl.,Euphorbia,humifusa,0,Willd. ex D. F. K. Schltdl.,,,,,,,!,33,Flora of Japan Vol. IIc,,,,,!,0,,GN,0,0
*, ,8364,syn,5310,Euphorbiaceae,Euphorbia nutans Lag.,Euphorbia,nutans,0,Lag.,,,,,,,!,56,Flora of Japan Vol. IIc,,,,,!,0,,GNx,0,0
*, ,8365,syn,5315,Euphorbiaceae,Euphorbia maculata Ohwi,Euphorbia,maculata,0,Ohwi,,,,,,,!,53,Flora of Japan Vol. IIc,,,,,!,0,,GNx,0,0
*, ,8367,syn,5311,Euphorbiaceae,Euphorbia hyssopifolia L.,Euphorbia,hyssopifolia,0,L.,,,,,,,!,51,Flora of Japan Vol. IIc,,,,,!,0,,GNx,0,0
*, ,8372,syn,5313,Euphorbiaceae,Euphorbia prostrata Aiton,Euphorbia,prostrata,0,Aiton,,,,,,,!,49,Flora of Japan Vol. IIc,,,,,!,0,,GNx,0,0
*, ,8374,syn,5314,Euphorbiaceae,Euphorbia thymifolia L.,Euphorbia,thymifolia,0,L.,,,,,,,!,76,Flora of Japan Vol. IIc,,,,,!,0,,GNx,0,0
*, ,9116,syn,734,Myrtaceae,Syzygium cleyerifolium (Yatabe) Makino,Syzygium,cleyerifolium,0,(Yatabe) Makino,,,,,,,!,1,Flora of Japan Vol. IIc,,,,,!,0,,BK,0,0
*, ,9253,syn,5732,Cornaceae,Cornus controversa Hemsl. ex Prain,Cornus,controversa,0,Hemsl. ex Prain,,,,,,,!,14,Flora of Japan Vol. IIc,,,,,!,259,,GN,0,0
*, ,9257,syn,5733,Cornaceae,Cornus macrophylla C. B. Clarke,Cornus,macrophylla,0,C. B. Clarke,,,,,,,!,16,Flora of Japan Vol. IIc,,,,,!,257,,GN,0,0
*, ,9262,syn,5734,Cornaceae,Cornus kousa Buerger ex Miq.,Cornus,kousa,0,Buerger ex Miq.,,,,,,,!,8,Flora of Japan Vol. IIc,,,,,!,0,,GN,0,0
*, ,9272,syn,5737,Cornaceae,Cornus canadensis L.,Cornus,canadensis,0,L.,,,,,,,!,37,Flora of Japan Vol. IIc,,,,,!,258,,GN,0,0
*, ,9313,syn,755,Araliaceae,Eleutherococcus japonicus (Franch. et Sav.) Nakai,Eleutherococcus,japonicus,0,(Franch. et Sav.) Nakai,,,,,,,!,1,Flora of Japan Vol. IIc,,,,,!,0,,BU,0,0
*, ,9317,syn,756,Araliaceae,Eleutherococcus nikaianus (Nakai) H. Ohashi,Eleutherococcus,nikaianus,0,(Nakai) H. Ohashi,,,,,,,!,1,Flora of Japan Vol. IIc,,,,,!,0,,BU,0,0
*, ,9570,acc,0,Casuarinaceae,Casuarina equisetifolia J.R.Forst. et G.Forst.,Casuarina,equisetifolia,0,J.R.Forst. et G.Forst.,,,,,,,GN,24,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GNx,51,955.387456
*, ,9571,acc,0,Casuarinaceae,Casuarina cunninghamiana Miq.,Casuarina,cunninghamiana,0,Miq.,,,,,,,GN,4,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GNx,16,345.462906
*, ,9662,acc,0,Betulaceae,Alnus viridis (Chaix) Lam. et DC.,Alnus,viridis,0,(Chaix) Lam. et DC.,,,,,,,GN,65,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,67,5244.250257
*, ,9664,acc,0,Betulaceae,Alnus pendula Matsum.,Alnus,pendula,0,Matsum.,,,,,,,GN,2,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,2,60.6627
*, ,9665,acc,0,Betulaceae,Alnus sieboldiana Matsum.,Alnus,sieboldiana,0,Matsum.,,,,,,,BK,2,Flora of Japan IIa,BK,BK,BK,BK,BK,0,,BU,2,38.084234
*, ,9666,acc,0,Betulaceae,Alnus firma Siebold et Zucc.,Alnus,firma,0,Siebold et Zucc.,,,,,,,BK,1,Flora of Japan IIa,BK,BK,BK,BK,BK,0,,BK,1,37.894518
*, ,9668,acc,0,Betulaceae,Alnus hirsuta (Spach) Fisch. ex Rupr.,Alnus,hirsuta,0,(Spach) Fisch. ex Rupr.,,,,,,,GN,13,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,13,1494.998114
*, ,9671,acc,0,Betulaceae,Alnus matsumurae Callier,Alnus,matsumurae,0,Callier,,,,,,,GD,1,Flora of Japan IIa,GD,GD,GD,GD,GD,31,*,GD,1,37.894518
*, ,9672,acc,0,Betulaceae,Alnus hakkodensis Hayashi,Alnus,hakkodensis,0,Hayashi,,,,,,,BU,1,Flora of Japan IIa,BU,BU,BU,BU,BU,0,,BU,1,37.894518
*, ,9673,acc,0,Betulaceae,Alnus fauriei H.Lev.,Alnus,fauriei,0,H.Lev.,,,,,,,GD,1,Flora of Japan IIa,GD,GD,GD,GD,GD,0,,GD,1,37.894518
*, ,9674,acc,0,Betulaceae,Alnus serrulatoides Callier,Alnus,serrulatoides,0,Callier,,,,,,,GD,1,Flora of Japan IIa,GD,GD,GD,GD,GD,523,*,GD,1,37.894518
*, ,9676,acc,0,Betulaceae,Alnus japonica (Thunb.) Steud.,Alnus,japonica,0,(Thunb.) Steud.,,,,,,,GN,6,Flora of Japan IIa,GN,GN,GN,GN,GN,521,*,GN,6,181.873399
*, ,9679,acc,0,Betulaceae,Alnus trabeculosa Hand.-Mazz.,Alnus,trabeculosa,0,Hand.-Mazz.,,,,,,,GN,3,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,3,282.170442
*, ,9682,acc,0,Betulaceae,Alnus x hosoii M.Mizush.,Alnus,x hosoii,0,M.Mizush.,,,,,,,hyb,1,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,9683,acc,0,Betulaceae,Alnus x mayrii Callier ex C.K.Schneid.,Alnus,x mayrii,0,Callier ex C.K.Schneid.,,,,,,,hyb,2,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,2,56.777299
*, ,9685,acc,0,Betulaceae,Alnus x suginoi Sugim.,Alnus,x suginoi,0,Sugim.,,,,,,,hyb,1,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,9686,acc,0,Betulaceae,Betula maximowicziana Regel,Betula,maximowicziana,0,Regel,,,,,,,BU,2,Flora of Japan IIa,BU,BU,BU,BU,BU,0,,GN,2,39.154605
*, ,9687,acc,0,Betulaceae,Betula corylifolia Regel et Maxim,Betula,corylifolia,0,Regel et Maxim,,,,,,,BU,1,Flora of Japan IIa,BU,BU,BU,BU,BU,524,*,BU,1,37.894518
*, ,9688,acc,0,Betulaceae,Betula platyphylla Sukaczev,Betula,platyphylla,0,Sukaczev,,,,,,,GN,12,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,12,1246.758328
*, ,9691,acc,0,Betulaceae,Betula ermanii Cham,Betula,ermanii,0,Cham,,,,,,,GN,10,Flora of Japan IIa,GN,GN,GN,GN,GN,32,,GN,10,1066.346533
*, ,9692,acc,0,Betulaceae,Betula ermanii Cham. var. ermanii,Betula,ermanii,0,Cham.,var.,ermanii,,,,,GN,10,Flora of Japan IIa,GN,GN,GN,GN,GN,32,*,GN,10,1066.346533
*, ,9693,acc,0,Betulaceae,Betula ermanii Cham. var. japonica (Shirai) Koidz.,Betula,ermanii,0,Cham.,var.,japonica,(Shirai) Koidz.,,,,GD,1,Flora of Japan IIa,GD,GD,GD,BU,BU,0,,GD,1,37.894518
*, ,9697,acc,0,Betulaceae,Betula schmidtii Regel,Betula,schmidtii,0,Regel,,,,,,,GN,4,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,4,171.079873
*, ,9699,acc,0,Betulaceae,Betula chichibuensis H. Hara,Betula,chichibuensis,0,H. Hara,,,,,,,BK,1,Flora of Japan IIa,BK,BK,BK,BK,BK,0,,BK,1,37.894518
*, ,9700,acc,0,Betulaceae,Betula apoiensis Nakai ex H. Hara,Betula,apoiensis,0,Nakai ex H. Hara,,,,,,,BK,1,Flora of Japan IIa,BK,BK,BK,BK,BK,0,,BK,1,37.894518
*, ,9701,acc,0,Betulaceae,Betula ovalifolia Rupr.,Betula,ovalifolia,0,Rupr.,,,,,,,GN,10,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,10,1293.884681
*, ,9702,acc,0,Betulaceae,Betula globispica Shirai,Betula,globispica,0,Shirai,,,,,,,BK,1,Flora of Japan IIa,BK,BK,BK,BK,BK,0,,GD,1,37.894518
*, ,9703,acc,0,Betulaceae,Betula grossa Siebold et Zucc.,Betula,grossa,0,Siebold et Zucc.,,,,,,,BU,1,Flora of Japan IIa,BU,BU,BU,BU,BU,0,,BU,1,37.894518
*, ,9704,acc,0,Betulaceae,Betula x avatshensis Kom.,Betula,x avatshensis,0,Kom.,,,,,,,hyb,2,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,2,110.398463
*, ,9705,acc,0,Betulaceae,Corylus heterophylla Fisch. ex Trautv.,Corylus,heterophylla,0,Fisch. ex Trautv.,,,,,,,GN,11,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,11,941.67856
*, ,9706,acc,0,Betulaceae,Corylus sieboldiana Blume,Corylus,sieboldiana,0,Blume,,,,,,,GN,7,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,7,392.244113
*, ,9707,acc,0,Betulaceae,Corylus sieboldiana Blume var. sieboldiana,Corylus,sieboldiana,0,Blume,var.,sieboldiana,,,,,GN,2,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,2,60.6627
*, ,9709,acc,0,Betulaceae,Corylus sieboldiana Blume var. mandshurica (Maxim.) C.K.Schneid.,Corylus,sieboldiana,0,Blume,var.,mandshurica,(Maxim.) C.K.Schneid.,,,,GN,7,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,7,392.244113
*, ,9710,acc,0,Betulaceae,Ostrya japonica Sarg.,Ostrya,japonica,0,Sarg.,,,,,,,GN,3,Flora of Japan IIa,GN,GN,GN,GN,GN,526,*,GN,3,173.792378
*, ,9712,acc,0,Betulaceae,Carpinus tschonoskii Maxim.,Carpinus,tschonoskii,0,Maxim.,,,,,,,GN,4,Flora of Japan IIa,GN,GN,GN,GN,GN,34,*,GN,4,312.534229
*, ,9713,acc,0,Betulaceae,Carpinus laxiflora (Siebold et Zucc.) Blume,Carpinus,laxiflora,0,(Siebold et Zucc.) Blume,,,,,,,GN,2,Flora of Japan IIa,GN,GN,GN,GN,GN,33,*,GN,2,60.6627
*, ,9714,acc,0,Betulaceae,Carpinus japonica Blume,Carpinus,japonica,0,Blume,,,,,,,BU,1,Flora of Japan IIa,BU,BU,BU,BU,BU,0,,BU,1,37.894518
*, ,9715,acc,0,Betulaceae,Carpinus cordata Blume,Carpinus,cordata,0,Blume,,,,,,,GN,7,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,7,536.08108
*, ,9716,acc,0,Betulaceae,Carpinus cordata Blume var. cordata,Carpinus,cordata,0,Blume,var.,cordata,,,,,GN,4,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,4,171.079873
*, ,9717,acc,0,Betulaceae,Carpinus cordata Blume var. chinensis Franch.,Carpinus,cordata,0,Blume,var.,chinensis,Franch.,,,,GN,4,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,4,402.895725
*, ,9718,acc,0,Fagaceae,Fagus crenata Blume,Fagus,crenata,0,Blume,,,,,,,BU,1,Flora of Japan IIa,BU,BU,BU,BU,BU,37,*,BU,1,37.894518
*, ,9719,acc,0,Fagaceae,Fagus japonica Maxim.,Fagus,japonica,0,Maxim.,,,,,,,BU,2,Flora of Japan IIa,BU,BU,BU,BU,BU,527,*,GN,2,60.6627
*, ,9721,acc,0,Fagaceae,Quercus acutissima Carruth.,Quercus,acutissima,0,Carruth.,,,,,,,GN,12,Flora of Japan IIa,GN,GN,GN,GN,GN,40,*,GN,12,575.817972
*, ,9722,acc,0,Fagaceae,Quercus variabilis Biume,Quercus,variabilis,0,Biume,,,,,,,GN,8,Flora of Japan IIa,GN,GN,GN,GN,GN,532,*,GN,8,564.472986
*, ,9723,acc,0,Fagaceae,Quercus dentata Thunb.,Quercus,dentata,0,Thunb.,,,,,,,GN,10,Flora of Japan IIa,GN,GN,GN,GN,GN,529,*,GN,10,820.754289
*, ,9727,acc,0,Fagaceae,Quercus serrata Murray,Quercus,serrata,0,Murray,,,,,,,GN,7,Flora of Japan IIa,GN,GN,GN,GN,GN,46,*,GN,7,440.97495
*, ,9730,acc,0,Fagaceae,Quercus serrata Murray subsp. mongolicoides H. Ohba,Quercus,serrata,0,Murray,subsp.,mongolicoides,H. Ohba,,,,GD,1,Flora of Japan IIa,GD,GD,GD,BU,BU,0,,GD,1,37.894518
*, ,9731,acc,0,Fagaceae,Quercus aliena Blume,Quercus,aliena,0,Blume,,,,,,,GN,10,Flora of Japan IIa,GN,GN,GN,GN,GN,528,*,GN,10,641.200449
*, ,9732,acc,0,Fagaceae,Quercus aliena Blume var. aliena,Quercus,aliena,0,Blume,var.,aliena,,,,,GN,11,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,11,644.403527
*, ,9733,acc,0,Fagaceae,Quercus aliena Blume var. pellucida Blume,Quercus,aliena,0,Blume,var.,pellucida,Blume,,,,GN,3,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,3,173.792378
*, ,9734,acc,0,Fagaceae,Quercus acuta Thunb.,Quercus,acuta,0,Thunb.,,,,,,,GN,3,Flora of Japan IIa,GN,GN,GN,GN,GN,39,*,GN,3,63.865778
*, ,9735,acc,0,Fagaceae,Quercus hondae Makino,Quercus,hondae,0,Makino,,,,,,,GD,1,Flora of Japan IIa,GD,GD,GD,GD,GD,0,,GD,1,37.894518
*, ,9736,acc,0,Fagaceae,Quercus sessilifolia Blume,Quercus,sessilifolia,0,Blume,,,,,,,GN,5,Flora of Japan IIa,GN,GN,GN,GN,GN,531,*,GN,5,336.156157
*, ,9737,acc,0,Fagaceae,Quercus gilva Blume,Quercus,gilva,0,Blume,,,,,,,GN,4,Flora of Japan IIa,GN,GN,GN,GN,GN,530,*,GN,4,292.969125
*, ,9738,acc,0,Fagaceae,Quercus glauca Thunb.,Quercus,glauca,0,Thunb.,,,,,,,GN,16,Flora of Japan IIa,GN,GN,GN,GN,GN,41,*,GN,16,714.963304
*, ,9741,acc,0,Fagaceae,Quercus myrsinifolia Blume,Quercus,myrsinifolia,0,Blume,,,,,,,GN,8,Flora of Japan IIa,GN,GN,GN,GN,GN,43,*,GN,8,405.988606
*, ,9742,acc,0,Fagaceae,Quercus salicina Blume,Quercus,salicina,0,Blume,,,,,,,GN,3,Flora of Japan IIa,GN,GN,GN,GN,GN,45,*,GN,3,60.852416
*, ,9743,acc,0,Fagaceae,Quercus miyagii Koidz.,Quercus,miyagii,0,Koidz.,,,,,,,BK,1,Flora of Japan IIa,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,9746,acc,0,Fagaceae,Quercus x kiusiana (Nakai) H. Ohba,Quercus,x kiusiana,0,(Nakai) H. Ohba,,,,,,,hyb,1,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,9747,acc,0,Fagaceae,Quercus x maccormickii Carruth.,Quercus,x maccormickii,0,Carruth.,,,,,,,hyb,4,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,4,265.32677
*, ,9748,acc,0,Fagaceae,Quercus x major Nakai,Quercus,x major,0,Nakai,,,,,,,hyb,2,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,2,60.6627
*, ,9749,acc,0,Fagaceae,Quercus x nipponica Koidz.,Quercus,x nipponica,0,Koidz.,,,,,,,hyb,2,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,2,60.6627
*, ,9750,acc,0,Fagaceae,Quercus x takaoyamensis Makino,Quercus,x takaoyamensis,0,Makino,,,,,,,hyb,1,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,9751,acc,0,Fagaceae,Quercus x yokohamensis Makino ex H. Ohba,Quercus,x yokohamensis,0,Makino ex H. Ohba,,,,,,,hyb,1,Flora of Japan IIa,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,9752,acc,0,Fagaceae,Castanea crenata Siebold et Zucc.,Castanea,crenata,0,Siebold et Zucc.,,,,,,,GN,1,Flora of Japan IIa,GN,GN,GN,GN,GN,35,*,BU,6,37.894518
*, ,9755,acc,0,Fagaceae,Castanopsis cuspidata (Thunb.) Schotlky,Castanopsis,cuspidata,0,(Thunb.) Schotlky,,,,,,,GN,2,Flora of Japan IIa,GN,GN,GN,GN,GN,36,*,BU,2,60.6627
*, ,9756,acc,0,Fagaceae,Lithocarpus edulis (Makino) Nakai,Lithocarpus,edulis,0,(Makino) Nakai,,,,,,,BU,2,Flora of Japan IIa,BU,BU,BU,BU,BU,0,,BU,2,38.084234
*, ,10248,acc,0,MAGNOLIACEAE,Magnolia sieboldii K. Koch,Magnolia,sieboldii,0,K. Koch,,,,,,,GN,5,Flora of Japan IIa,GN,GN,GN,GN,GN,570,,GN,5,404.068621
*, ,10249,acc,0,MAGNOLIACEAE,Magnolia sieboldii K. Koch subsp. japonica K.Ueda,Magnolia,sieboldii,0,K. Koch,subsp.,japonica,K.Ueda,,,,GN,2,Flora of Japan IIa,GN,GN,GN,GN,GN,570,*,GN,2,169.040764
*, ,10250,acc,0,MAGNOLIACEAE,Magnolia salicifolia (Siebold et Zucc.) Maxim.,Magnolia,salicifolia,0,(Siebold et Zucc.) Maxim.,,,,,,,BU,1,Flora of Japan IIa,BU,BU,BU,BU,BU,569,*,BU,1,37.894518
*, ,10251,acc,0,MAGNOLIACEAE,Magnolia kobus DC.,Magnolia,kobus,0,DC.,,,,,,,GN,2,Flora of Japan IIa,GN,GN,GN,GN,GN,568,*,GN,2,60.6627
*, ,10253,acc,0,MAGNOLIACEAE,Magnolia stellata (Siebold et Zucc.) Maxim.,Magnolia,stellata,0,(Siebold et Zucc.) Maxim.,,,,,,,BK,1,Flora of Japan IIa,BK,BK,BK,BK,BK,0,,GD,1,37.894518
*, ,10256,acc,0,Schisandraceae,Schisandra chinensis (Turcz.) Baill.,Schisandra,chinensis,0,(Turcz.) Baill.,,,,,,,GN,8,Flora of Japan IIa,GN,GN,GN,GN,GN,571,*,GN,8,543.242863
*, ,10257,acc,0,Schisandraceae,Schisandra repanda (Siebold et Zucc.) Radlk.,Schisandra,repanda,0,(Siebold et Zucc.) Radlk.,,,,,,,GN,2,Flora of Japan IIa,GN,GN,GN,GN,GN,572,*,GN,2,60.6627
*, ,10258,acc,0,Schisandraceae,Kadsura japonica (L.) Dunal,Kadsura,japonica,0,(L.) Dunal,,,,,,,BU,4,Flora of Japan IIa,BU,BU,BU,BU,BU,85,*,GN,4,64.055494
*, ,10313,acc,0,Cercidiphyllaceae,Cercidiphyllum japonicum Siebold et Zucc.,Cercidiphyllum,japonicum,0,Siebold et Zucc.,,,,,,,GN,4,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,4,402.895725
*, ,10314,acc,0,Cercidiphyllaceae,Cercidiphyllum magnificum (Nakai) Nakai,Cercidiphyllum,magnificum,0,(Nakai) Nakai,,,,,,,GD,1,Flora of Japan IIa,GD,GD,GD,GD,GD,0,,GD,1,37.894518
*, ,10596,acc,0,Cabombaceae,Brasenia schreberi J.F.Gmel.,Brasenia,schreberi,0,J.F.Gmel.,,,,,,,GN,72,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,72,3081.301374
*, ,10597,acc,0,Cabombaceae,Cabomba caroliniana A. Gray,Cabomba,caroliniana,0,A. Gray,,,,,,,GN,37,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GNx,47,869.120856
*, ,10611,acc,0,Ceratophyllaceae,Ceratophyllum demersum L.,Ceratophyllum,demersum,0,L.,,,,,,,GN,151,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,157,7548.576667
*, ,10614,acc,0,Saururaceae,Houttuynia cordata Thunb.,Houttuynia,cordata,0,Thunb.,,,,,,,GN,15,Flora of Japan IIa,GN,GN,GN,GN,GN,509,*,GN,15,738.277124
*, ,10615,acc,0,Saururaceae,Saururus chinensis (Lour.) Baill.,Saururus,chinensis,0,(Lour.) Baill.,,,,,,,GN,11,Flora of Japan IIa,GN,GN,GN,GN,GN,0,,GN,11,557.345807
*, ,10961,acc,0,DROSERACEAE,Drosera rotundifolia L.,Drosera,rotundifolia,0,L.,,,,,,,GN,86,Flora of Japan IIb,GN,GN,GN,GN,GN,581,*,GN,86,6861.560739
*, ,10962,acc,0,DROSERACEAE,Drosera anglica Huds.,Drosera,anglica,0,Huds.,,,,,,,GN,67,Flora of Japan IIb,GN,GN,GN,GN,GN,0,,GN,67,5679.295608
*, ,10965,acc,0,DROSERACEAE,Drosera indica L.,Drosera,indica,0,L.,,,,,,,GN,38,Flora of Japan IIb,GN,GN,GN,GN,GN,0,,GN,38,2165.924486
*, ,10967,acc,0,DROSERACEAE,Aldrovanda vesiculosa L.,Aldrovanda,vesiculosa,0,L.,,,,,,,GN,43,Flora of Japan IIb,GN,GN,GN,GN,GN,0,,GN,44,2714.117242
*, ,11967,syn,9663,Betulaceae,Alnus maximowiczii Callier ex C.K.Schneid.,Alnus,maximowiczii,0,Callier ex C.K.Schneid.,,,,,,,!,6,Flora of Japan IIa,,,,,!,522,,GN,0,0
*, ,12081,syn,9689,Betulaceae,Betula platyphylla Sukaczev subsp. mandshurica (Regel) Kitag.,Betula,platyphylla,0,Sukaczev,subsp.,mandshurica,(Regel) Kitag.,,,,!,7,Flora of Japan IIa,,,,,!,0,,GN,0,0
